Lower Case,Remove Stop Words,Stem,Max Features,N-gram Range,TF,TFIDF,Alpha_Naive_Bayes,Binarize_Naive_Bayes,Accuracy,Macro Precision,Macro Recall,Macro F1-Score,Functional-Method Precision,Functional-Method Recall,Functional-Method F1-Score,Functional-Method Support,Functional-Module Precision,Functional-Module Recall,Functional-Module F1-Score,Functional-Module Support,Functional-Inline Precision,Functional-Inline Recall,Functional-Inline F1-Score,Functional-Inline Support,Code Precision,Code Recall,Code F1-Score,Code Support,IDE Precision,IDE Recall,IDE F1-Score,IDE Support,General Precision,General Recall,General F1-Score,General Support,Notice Precision,Notice Recall,Notice F1-Score,Notice Support,ToDo Precision,ToDo Recall,ToDo F1-Score,ToDo Support
False,False,False,5000,1.1,True,False,0.001,0.0,90.68337409590703,0.8942481343150023,0.8444462044684355,0.8572984583720323,0.8332945399183362,0.9617690776376907,0.8928104229411422,274.7,0.8405856139738266,0.7722222222222223,0.8041439550705463,98.8,0.9353381817988217,0.6883116883116883,0.7926268660822535,154.0,0.95,0.6583333333333334,0.7404761904761903,3.3,0.9982421740626075,0.9895212838297294,0.9938553015926308,171.7,0.9937792846723845,0.9988916222495557,0.9963193897805889,270.6,0.6615708104424315,0.7653469387755101,0.7075955431214584,49.9,0.9411744696516102,0.9211734693877551,0.9305599979114486,48.2
False,False,False,5000,1.1,True,False,1e-05,0.0,89.28301420070517,0.8830692973179091,0.8193389054052581,0.8328837146990319,0.8009295841510303,0.959588586595886,0.8729098275619156,274.7,0.8341692656322917,0.7155019583591012,0.769551947548933,98.8,0.923358292504305,0.6493506493506492,0.7618817873556532,154.0,0.9416666666666667,0.6083333333333333,0.6723809523809524,3.3,0.9988304093567251,0.9895212838297294,0.9941468316944075,171.7,0.9937792846723845,0.9988916222495557,0.9963193897805889,270.6,0.6346592824125462,0.7413469387755101,0.6824364035011496,49.9,0.9371615931473236,0.8921768707482993,0.9134425777686535,48.2
False,False,False,5000,1.1,False,True,1,0.0,84.73673300165837,0.7983950758389886,0.6429616349645695,0.6833104922797113,0.6580620591105336,0.9905361645653615,0.7907160199352674,274.7,0.9205894204571781,0.4979488765203051,0.6456869630591296,98.8,0.8916133582963358,0.6110389610389612,0.7246752376285077,154.0,0.0,0.0,0.0,3.3,0.9942354220493612,0.995342037263702,0.9947672024659457,171.7,0.9862052993566108,0.9985226185595188,0.9923060739894277,270.6,0.9463006072874494,0.3324897959183673,0.4879947345539426,49.9,0.9901544401544401,0.7178146258503402,0.8303377066054691,48.2
False,False,False,5000,1.1,False,True,0.001,0.0,88.51757494042396,0.8670283314773659,0.8017117503268645,0.8195958114534168,0.79301517610348,0.9486675514266756,0.863645339638914,274.7,0.8293554542065242,0.6902391259534116,0.7523570095379096,98.8,0.8842654238217158,0.6512987012987013,0.7490999912141756,154.0,0.875,0.5666666666666667,0.6428571428571428,3.3,0.9988372093023254,0.992438460492316,0.9956165075024707,171.7,0.9887000310035889,0.9985212518791855,0.9935744625945295,270.6,0.6440373070232467,0.7152244897959184,0.6756230175254571,49.9,0.9230160503580447,0.8506377551020409,0.8839930207567347,48.2
False,False,False,5000,1.1,False,True,1e-05,0.0,87.45334078905196,0.8495388720765515,0.7786883536377679,0.7971249560266269,0.7785899745082137,0.9453961512939616,0.8536551007257229,274.7,0.8268906604778158,0.6578231292517007,0.7315492571062397,98.8,0.8757508838394387,0.6409090909090909,0.7391207958168347,154.0,0.8416666666666668,0.5416666666666667,0.6076190476190476,3.3,0.9988372093023254,0.992438460492316,0.9956165075024707,171.7,0.9886959909260193,0.9981508815088151,0.993388941402301,270.6,0.5892567953242782,0.675061224489796,0.626224220941187,49.9,0.8966227955676522,0.778061224489796,0.8298257770992107,48.2
False,False,False,5000,1.2,False,False,1,0.0,91.52344893181153,0.8638683073503189,0.8638052862541917,0.8523485777715546,0.9196407582391748,0.9333709356337094,0.9263177453464403,274.7,0.783579632371182,0.8937023294166151,0.8347943300771192,98.8,0.9531337074862213,0.6733766233766233,0.7889086710350222,154.0,0.7583333333333333,0.5999999999999999,0.639047619047619,3.3,0.9970963446165262,0.9947572419420645,0.9959148879857583,171.7,0.9826148664389214,0.9988916222495557,0.9906701112460515,270.6,0.6026286948224417,0.8557142857142859,0.7065791505403374,49.9,0.9139191214947517,0.9606292517006804,0.9365561068940895,48.2
False,False,False,5000,1.2,False,False,0.001,0.0,91.36484071240437,0.879077448351039,0.8614329282709976,0.8567584085686011,0.8894727680162531,0.9552143331121435,0.9210617092855362,274.7,0.8171069028116851,0.8370851370851371,0.8264390435136673,98.8,0.9417781544614756,0.6733766233766234,0.7848750436542394,154.0,0.8683333333333334,0.6583333333333333,0.7011904761904761,3.3,0.9976743399925633,0.9930096559227526,0.9953266827788635,171.7,0.9934132284616671,0.9988916222495557,0.9961359495373557,270.6,0.5932367464151256,0.8295918367346939,0.6907694915051621,49.9,0.9316041133162087,0.9459608843537415,0.9382688720835098,48.2
False,False,False,5000,1.2,False,False,1e-05,0.0,90.70201339242165,0.8764264286599822,0.8490116572410196,0.8490524723614433,0.8638223959431762,0.959218314532183,0.9088755370009014,274.7,0.8198560962872289,0.7864667078952794,0.8018854062907369,98.8,0.9422754641064387,0.6675324675324674,0.7810087078842999,154.0,0.8683333333333334,0.6583333333333333,0.7011904761904761,3.3,0.9976743399925633,0.9930096559227526,0.9953266827788635,171.7,0.9934132284616671,0.9988916222495557,0.9961359495373557,270.6,0.5863382699612862,0.805469387755102,0.6771177552818639,49.9,0.9396983011941638,0.9231717687074832,0.9308792639270489,48.2
False,False,False,5000,1.2,True,False,1,0.0,89.74978050921862,0.7882045014194429,0.7396909189757805,0.7582264861602104,0.78702306015072,0.9825295288652954,0.8738691630157343,274.7,0.8444307410748214,0.7529787672644814,0.7957107649583012,98.8,0.9213484332547448,0.6850649350649349,0.7852235550178307,154.0,0.0,0.0,0.0,3.3,0.9925177749441432,0.9947572419420645,0.9936127451977264,171.7,0.9882185601600671,0.9852138854721879,0.9866826086633036,270.6,0.788117106860479,0.6271020408163265,0.6964083520019803,49.9,0.9839803349105674,0.8898809523809523,0.9343047004268066,48.2
False,False,False,5000,1.2,True,False,0.001,0.0,91.72896895076438,0.8704575114002925,0.8636891837195387,0.859896322237964,0.8715534197449261,0.9675912408759123,0.9169307486817262,274.7,0.848121481415749,0.829973201401773,0.8385932355410242,98.8,0.9496871326863255,0.6798701298701298,0.7918295735947699,154.0,0.71,0.6666666666666666,0.6721428571428573,3.3,0.9982657793910062,0.995342037263702,0.9967895138999093,171.7,0.9941377785287463,0.9988916222495557,0.9965015641271302,270.6,0.6352328148391176,0.8376326530612246,0.7219768117646224,49.9,0.956661684596469,0.9335459183673469,0.9444062731516729,48.2
