Lower Case,Remove Stop Words,Stem,Max Features,N-gram Range,TF,TFIDF,Alpha_Naive_Bayes,Accuracy,Macro Precision,Macro Recall,Macro F1-Score,Functional-Method Precision,Functional-Method Recall,Functional-Method F1-Score,Functional-Method Support,Functional-Module Precision,Functional-Module Recall,Functional-Module F1-Score,Functional-Module Support,Functional-Inline Precision,Functional-Inline Recall,Functional-Inline F1-Score,Functional-Inline Support,Code Precision,Code Recall,Code F1-Score,Code Support,IDE Precision,IDE Recall,IDE F1-Score,IDE Support,General Precision,General Recall,General F1-Score,General Support,Notice Precision,Notice Recall,Notice F1-Score,Notice Support,ToDo Precision,ToDo Recall,ToDo F1-Score,ToDo Support
True,False,False,1000,1.1,True,False,0.25,90.45929317000434,0.7680256452715986,0.768194004149686,0.7642928262423412,0.8505042717380237,0.9541260783012607,0.8991742244208967,274.7,0.7884412201352543,0.8511544011544011,0.8179215765805857,98.8,0.9305752514730843,0.6675324675324676,0.7770018493240787,154.0,0.0,0.0,0.0,3.3,0.9970861046984456,0.9924248606011151,0.9947418522819392,171.7,0.9907811662334935,0.9852138854721879,0.987958007107142,270.6,0.6801345526341599,0.7573877551020408,0.715920008481673,49.9,0.9066825952603264,0.9377125850340136,0.9216250917424139,48.2
True,False,False,1000,1.1,True,False,0.1,91.05672617305629,0.8766777716441748,0.8172081974956308,0.8287678545343711,0.8548570587341899,0.9533988055739882,0.9012749715333443,274.7,0.7958162353722936,0.8531642960214387,0.8227872727707763,98.8,0.9377697239406061,0.6714285714285715,0.7822178127201318,154.0,0.8,0.35,0.45999999999999996,3.3,0.9982591353142007,0.9918434652522778,0.9950282676440623,171.7,0.9915990570153849,0.9985226185595188,0.9950363788123381,270.6,0.6968551238170266,0.7753877551020408,0.7329750439067202,49.9,0.9382658389596974,0.9439200680272111,0.940823088887595,48.2
True,False,False,1000,1.1,True,False,0.01,90.68326957648732,0.865867124678136,0.8398429805255863,0.8453618376929034,0.843508729992202,0.9563118779031188,0.8961896272155627,274.7,0.8014176633389185,0.8237992166563595,0.8112728549875191,98.8,0.9331503714335246,0.6623376623376624,0.7741436605774863,154.0,0.725,0.5916666666666667,0.6300000000000001,3.3,0.9982556953417205,0.9906772745818031,0.9944365923774644,171.7,0.9919640206278523,0.9988916222495557,0.9954047029375683,270.6,0.6957389730947068,0.7614285714285713,0.7258430533212894,49.9,0.9379015435961617,0.9336309523809522,0.9356042101263382,48.2
True,False,False,1000,1.1,True,False,0.001,90.44057548392492,0.8679765827594622,0.8405973143731487,0.847231088525378,0.8347451792180349,0.9570404777704049,0.8915572727400027,274.7,0.8023117384446898,0.8096474953617812,0.8047389522156191,98.8,0.9307573705117079,0.6545454545454545,0.767919857721634,154.0,0.75,0.625,0.6642857142857144,3.3,0.9982556953417205,0.9906772745818031,0.9944365923774644,171.7,0.9923263104062003,0.9988916222495557,0.9955875145943411,270.6,0.695825039577511,0.7553877551020409,0.7228876615788545,49.9,0.9395913285758335,0.9335884353741497,0.9364351426893937,48.2
True,False,False,1000,1.1,False,True,2,88.2561544518305,0.7762496081649004,0.7200745804127624,0.7408740619927083,0.7627119590357735,0.9767047113470471,0.8564359932325913,274.7,0.8360330045665443,0.6538342609771182,0.7334855163383807,98.8,0.8981883144493781,0.6616883116883117,0.7613127420633901,154.0,0.0,0.0,0.0,3.3,0.9930961573743617,0.9982558139534884,0.9956537135024071,171.7,0.9763189921834773,0.9852138854721879,0.980702334255499,270.6,0.7640304174896758,0.5950612244897959,0.6671849221279194,49.9,0.9796180202199922,0.8898384353741496,0.9322172744214793,48.2
True,False,False,1000,1.1,False,True,1,89.41378541466338,0.7740300449699239,0.7453129332356434,0.7553486849871491,0.8003121668970747,0.9679668214996682,0.8761102053994643,274.7,0.8192953837839901,0.7135126777983921,0.7620833419886546,98.8,0.9120157699825011,0.6753246753246753,0.7756978135000712,154.0,0.0,0.0,0.0,3.3,0.9976911446817256,0.9982558139534884,0.997964224544809,171.7,0.9770216210431271,0.9852138854721879,0.9810599794896279,270.6,0.7862664716236145,0.7032244897959183,0.7410788621723823,49.9,0.8996378017473583,0.9190051020408163,0.9087950528021846,48.2
True,False,False,1000,1.1,False,True,0.5,89.87117981520967,0.7722403347371991,0.7566176751596888,0.7607537504181957,0.8193492695165336,0.9617770404777704,0.8847906080166383,274.7,0.8180211816071733,0.7519480519480519,0.7827008969091621,98.8,0.9170494001157546,0.6759740259740259,0.7778484473232143,154.0,0.0,0.0,0.0,3.3,0.9976911446817256,0.997093023255814,0.9973811341658003,171.7,0.9777344814411733,0.9852138854721879,0.9814209094290887,270.6,0.767638615310933,0.7473469387755102,0.756199333953973,49.9,0.8804385852242994,0.9335884353741497,0.9056886735476896,48.2
True,False,False,1000,1.1,False,True,0.25,89.67518848335357,0.7930293068193321,0.7798484668818697,0.7818238213045243,0.8249931060653241,0.9566728599867285,0.885879122626438,274.7,0.8101944870457197,0.7489074417645846,0.777345669256339,98.8,0.9092535001242201,0.6688311688311689,0.7702342872548138,154.0,0.1576190476190476,0.19166666666666662,0.16555555555555554,3.3,0.9976811006321198,0.9947640418876649,0.996208133291967,171.7,0.9780745041026618,0.9848435151018176,0.9814101449312048,270.6,0.7396337740423307,0.7553469387755102,0.7461089894579699,49.9,0.9267849349232329,0.9377551020408162,0.9318486680619072,48.2
True,False,False,1000,1.1,False,True,0.1,89.57247202363534,0.809752449351287,0.8102750251738339,0.8025151349560475,0.823975079153224,0.9526688785666888,0.8835323620575869,274.7,0.8098849232873585,0.7458977530406102,0.7757178289794472,98.8,0.9070322135988267,0.6636363636363638,0.765855890134267,154.0,0.2980952380952381,0.4416666666666667,0.338975468975469,3.3,0.9982591353142007,0.9941826465388276,0.9962012831720898,171.7,0.978081139802728,0.9852125187918546,0.9815956475020287,270.6,0.7266330548929175,0.7653469387755101,0.7437710041682395,49.9,0.9360588106658021,0.9335884353741497,0.9344715946592531,48.2
True,False,False,1000,1.1,False,True,0.01,89.58179167189265,0.8611497186591841,0.8204927093103521,0.8334029129674428,0.8187271982436718,0.9534001327140015,0.8808082657750755,274.7,0.8111171002515999,0.7337559266130694,0.7695344005502649,98.8,0.9009792315081073,0.6538961038961039,0.7571616141152279,154.0,0.7333333333333333,0.5583333333333333,0.6176190476190476,3.3,0.9982556953417205,0.9935978512171901,0.9959063130978327,171.7,0.9783451281057041,0.9985212518791855,0.9883114833898613,270.6,0.7232162723043656,0.7533469387755102,0.7360723191430958,49.9,0.9252237901849704,0.9190901360544217,0.9218098600491361,48.2
True,False,False,1000,1.1,False,True,0.001,89.2270353414998,0.864065923078418,0.8143187245649386,0.8296442620763159,0.8110282151370629,0.9537637690776378,0.8764670207802142,274.7,0.808209783023736,0.7206039991754276,0.7608777580191152,98.8,0.896367247812913,0.65,0.7526939533306738,154.0,0.7833333333333333,0.5666666666666667,0.6314285714285715,3.3,0.9982556953417205,0.9935978512171901,0.9959063130978327,171.7,0.9783451281057041,0.9985212518791855,0.9883114833898613,270.6,0.7159570014343165,0.7413877551020409,0.7267613499393979,49.9,0.9210309804385581,0.8900085034013605,0.9047076466248608,48.2
True,False,False,1000,1.2,False,False,2,89.78710265200608,0.793277932205249,0.8407159029212756,0.8035816626118606,0.9001922964033572,0.9246383543463835,0.9121815287500313,274.7,0.7209695823212641,0.91998556998557,0.8079710367491078,98.8,0.9690638597144445,0.6038961038961038,0.7436724303781991,154.0,0.33166666666666667,0.5583333333333333,0.4132539682539683,3.3,0.9976710186318509,0.9924248606011151,0.9950300071509982,171.7,0.9914714122230721,0.9844745114117807,0.9879423944342886,270.6,0.5776380809767482,0.7915918367346939,0.6677108791926787,49.9,0.8575505407045878,0.9503826530612244,0.9008910559856137,48.2
True,False,False,1000,1.2,False,False,1,90.16982663712253,0.8075309325218477,0.8536498106414735,0.8173029869689152,0.9029930757544259,0.9242707365627074,0.913448557152161,274.7,0.7216072492060792,0.924025974025974,0.8101012270555319,98.8,0.9662511097704183,0.6077922077922078,0.7457505523071954,154.0,0.39841269841269844,0.65,0.48745754245754247,3.3,0.9976710186318509,0.9924248606011151,0.9950300071509982,171.7,0.9915585148973998,0.9966694000273335,0.9940985401466671,270.6,0.5857285066898763,0.781591836734694,0.6693730259502512,49.9,0.8960252868120315,0.9524234693877551,0.9231644435309759,48.2
True,False,False,1000,1.2,False,False,0.5,90.26319731872849,0.8161004008579127,0.8657261044995386,0.8277751286907369,0.9011090301486331,0.9242694094226941,0.912474592661944,274.7,0.7206254106890222,0.9220160791589361,0.8086988984783593,98.8,0.967473978016681,0.6084415584415584,0.7465760289786065,154.0,0.4654761904761905,0.7416666666666667,0.5664430014430015,3.3,0.9976710186318509,0.9924248606011151,0.9950300071509982,171.7,0.9915856687291326,0.9988916222495557,0.9952178451292906,270.6,0.6022140766471532,0.783591836734694,0.6808411969634212,49.9,0.882647833524637,0.9545068027210883,0.916919458720274,48.2
True,False,False,1000,1.2,False,False,0.25,90.24454931226224,0.8188125330231326,0.8654724641381847,0.8298155708412629,0.9010017481509408,0.9231798274717983,0.9118747975184638,274.7,0.7181771721400283,0.9179859822716965,0.8054879801388555,98.8,0.9644760829892439,0.611038961038961,0.7476753641803462,154.0,0.4921428571428571,0.7416666666666667,0.5843001443001443,3.3,0.9976710186318509,0.9924248606011151,0.9950300071509982,171.7,0.990867715473153,0.9992606259395928,0.9950384027227035,270.6,0.6077878560514274,0.7816326530612245,0.6837462870924138,49.9,0.8783758136055582,0.9565901360544217,0.9153715836261804,48.2
