Lower Case,Remove Stop Words,Stem,Max Features,N-gram Range,TF,TFIDF,Alpha_Naive_Bayes,Binarize_Naive_Bayes,Accuracy,Macro Precision,Macro Recall,Macro F1-Score,Functional Precision,Functional Recall,Functional F1-Score,Functional Support,Code Precision,Code Recall,Code F1-Score,Code Support,IDE Precision,IDE Recall,IDE F1-Score,IDE Support,General Precision,General Recall,General F1-Score,General Support,Notice Precision,Notice Recall,Notice F1-Score,Notice Support,ToDo Precision,ToDo Recall,ToDo F1-Score,ToDo Support
False,False,False,1000,1.3,True,False,1,0.0,96.35924892345,0.7687682469745043,0.7610834950476527,0.7643455678368659,0.9622504579446283,0.9800945891553102,0.9710792748596248,527.5,0.0,0.0,0.0,3.3,0.9918764415073571,0.9924248606011151,0.9921330382745903,171.7,0.9955192811860052,0.9830053300533004,0.9892109260853484,270.6,0.7204268917836052,0.6733061224489795,0.6939255682435811,49.9,0.9425364094254303,0.937670068027211,0.9397245995580514,48.2
False,False,False,1000,1.3,True,False,0.001,0.0,96.79809112699806,0.863473469847308,0.8807103633651984,0.8659744739828794,0.9775643132062953,0.965309642918751,0.971386205287821,527.5,0.5650000000000001,0.5916666666666667,0.5452380952380953,3.3,0.9988199665831246,0.9924248606011151,0.9956010971381255,171.7,0.9952380558097877,0.9988916222495557,0.9970533844567312,270.6,0.699886124725525,0.7795918367346938,0.7368916727799603,49.9,0.9443323587591154,0.9563775510204083,0.9496763889965436,48.2
False,False,False,1000,1.3,True,False,1e-05,0.0,96.84474162799448,0.8804329340426209,0.8818221876159151,0.8759557064846548,0.9768251566797768,0.9656880714162497,0.9712120806500231,527.5,0.665,0.5916666666666667,0.6007142857142858,3.3,0.9988199665831246,0.9924248606011151,0.9956010971381255,171.7,0.9952380558097877,0.9988916222495557,0.9970533844567312,270.6,0.702024323326681,0.7775510204081633,0.7371793165491638,49.9,0.9446901018563544,0.9647108843537415,0.9539740743996001,48.2
False,False,False,1000,1.3,False,True,1,0.0,96.61129750407626,0.7787377530453983,0.7711864411325365,0.7740145883662829,0.9663700416401959,0.9793366540164452,0.97279044017703,527.5,0.0,0.0,0.0,3.3,0.9930529921113698,0.9930096559227526,0.9930128137588861,171.7,0.9936660526080766,0.9830053300533004,0.9882922281524612,270.6,0.7989399677988968,0.7133061224489796,0.75206580361018,49.9,0.9203974641138506,0.9584608843537415,0.9379262444991401,48.2
False,False,False,1000,1.3,False,True,0.001,0.0,96.68605501902255,0.8603876252178937,0.8743232705515334,0.8615450333427546,0.9769857196268807,0.9643612356966246,0.9706153684923094,527.5,0.5583333333333333,0.5666666666666667,0.5312698412698412,3.3,0.9988199665831246,0.9924248606011151,0.9956010971381255,171.7,0.9937727949284685,0.9988916222495557,0.9963180841277218,270.6,0.6950178546550287,0.7755510204081633,0.732295644573669,49.9,0.9393960821805265,0.9480442176870749,0.9431701644548607,48.2
False,False,False,1000,1.3,False,True,1e-05,0.0,96.71406622350433,0.8711056066455031,0.8706263008545637,0.8660320168018147,0.9760718178680076,0.9649294175148064,0.970451235607624,527.5,0.6233333333333333,0.5416666666666667,0.5566666666666666,3.3,0.9988199665831246,0.9924248606011151,0.9956010971381255,171.7,0.9937727949284685,0.9988916222495557,0.9963180841277218,270.6,0.6967154856704444,0.7695102040816326,0.730520571447593,49.9,0.9379202414896403,0.9563350340136054,0.9466344458231586,48.2
False,False,False,5000,1.1,False,False,1,0.0,95.46306457906546,0.845097522922031,0.832078873341145,0.8202480445147089,0.9790757748829393,0.9383876717842563,0.9582667594494607,527.5,0.6083333333333333,0.30833333333333335,0.37238095238095237,3.3,0.9889897466818404,0.9924248606011151,0.990693952918215,171.7,0.9952259252015058,0.9985212518791855,0.996866511616542,270.6,0.5804701703326699,0.8295510204081633,0.6823336152083478,49.9,0.9184901870998965,0.9252551020408163,0.9209464755147347,48.2
False,False,False,5000,1.1,False,False,0.001,0.0,95.74310694427025,0.8683807056667183,0.8796639500971285,0.8675452764571737,0.9747472790473397,0.9491903139554942,0.9617691313022625,527.5,0.75,0.6583333333333333,0.6771428571428572,3.3,0.9988198022559531,0.9906772745818033,0.9947125951691893,171.7,0.9966884332816608,0.9988916222495557,0.997785965298404,270.6,0.5933810886151045,0.7494285714285714,0.6611258974928835,49.9,0.8966476308002518,0.9314625850340136,0.912735212337445,48.2
False,False,False,5000,1.1,False,False,1e-05,0.0,95.31369761835083,0.863752151105872,0.8527343574275799,0.8526114544627003,0.9665513871668303,0.9508962969351964,0.9586270073657012,527.5,0.7583333333333333,0.6,0.6545238095238096,3.3,0.9988198022559531,0.9895144838841288,0.994122594314233,171.7,0.9966884332816608,0.9988916222495557,0.997785965298404,270.6,0.5685483413128452,0.687265306122449,0.6202813339760438,49.9,0.89357160928461,0.8898384353741496,0.89032801629801,48.2
False,False,False,5000,1.1,True,False,1,0.0,92.39178756079546,0.7859341796236773,0.5790292576304441,0.6030034348100317,0.8702855932937871,0.9963975619573342,0.9290605993921085,527.5,0.0,0.0,0.0,3.3,0.9982316069615156,0.9918400652794777,0.9950110352159431,171.7,0.9908490183067256,0.9985212518791855,0.9946660322947354,270.6,0.8666666666666668,0.054040816326530614,0.1003700520304294,49.9,0.989572192513369,0.4333758503401361,0.5989128899269744,48.2
False,False,False,5000,1.1,True,False,0.001,0.0,96.8353871399306,0.9186699708645929,0.8551955460442933,0.8775948549280432,0.9590836381058754,0.9844542435742623,0.9715784118860806,527.5,0.8083333333333332,0.6083333333333333,0.6640476190476191,3.3,0.9988161950126087,0.9895110839113286,0.9941156216886148,171.7,0.997423727399308,0.9988916222495557,0.998154968988441,270.6,0.7850522193194531,0.633061224489796,0.6986080666399367,49.9,0.9633107120169786,0.9169217687074831,0.9390644413175678,48.2
False,False,False,5000,1.1,True,False,1e-05,0.0,96.34062704683863,0.8950664582343896,0.8263581355066394,0.8529501615074231,0.9518282717667125,0.9835058363521361,0.9673847288091315,527.5,0.7166666666666667,0.5249999999999999,0.589047619047619,3.3,0.9988161950126087,0.9883482932136541,0.9935256208336585,171.7,0.997423727399308,0.9988916222495557,0.998154968988441,270.6,0.7442169491166801,0.5829387755102041,0.6519898112363944,49.9,0.9614469394443617,0.8794642857142858,0.9175982201292943,48.2
False,False,False,5000,1.1,False,True,1,0.0,92.75590708920384,0.8099476836396837,0.5917234235682091,0.6186210057616127,0.8740740532628191,0.9977243976769593,0.9317870228231098,527.5,0.0,0.0,0.0,3.3,0.9982313996909712,0.9883482932136541,0.9932358612925523,171.7,0.9955908295082854,0.9985212518791855,0.9970506636992587,270.6,1.0,0.07412244897959183,0.13574487315732678,49.9,0.9917898193760262,0.491624149659864,0.6539076135974285,48.2
False,False,False,5000,1.1,False,True,0.001,0.0,95.96718787017295,0.8942418805480082,0.83491968068798,0.8586129886877444,0.9509499302648994,0.9799041170720487,0.965189339083995,527.5,0.775,0.6333333333333333,0.6811904761904762,3.3,0.9988198022559531,0.9895144838841288,0.994122594314233,171.7,0.9963261135768123,0.9985212518791855,0.9974189840421503,270.6,0.7032171688782032,0.588857142857143,0.6391958213102816,49.9,0.9411382683121815,0.8193877551020409,0.8745607171853296,48.2
False,False,False,5000,1.1,False,True,1e-05,0.0,95.30435184023858,0.8682195809834605,0.8035322733898811,0.8292505584640161,0.9440264246436136,0.9774398395721924,0.9604246340149517,527.5,0.7,0.5583333333333333,0.6061904761904762,3.3,0.9988198022559531,0.9895144838841288,0.994122594314233,171.7,0.9963261135768123,0.9981508815088151,0.9972334552851931,270.6,0.6477593060249307,0.5487755102040816,0.5924721628852753,49.9,0.9223858393994527,0.7489795918367347,0.8250600280939668,48.2
False,False,False,5000,1.2,False,False,1,0.0,94.07207659183078,0.8201636462163355,0.8831126885972719,0.8312521504596966,0.9916366118244033,0.8974368926456213,0.9421366066515535,527.5,0.5916666666666667,0.5416666666666666,0.515,3.3,0.9941857699820481,0.994172446620427,0.9941723574919802,171.7,0.9944986916880707,0.9988916222495557,0.9966850565909826,270.6,0.4842733825028578,0.903795918367347,0.6298529019126626,49.9,0.8647207546339667,0.9627125850340136,0.9096659801109996,48.2
False,False,False,5000,1.2,False,False,0.001,0.0,95.44436431288933,0.8520034722109857,0.8864851136481346,0.8608376904191555,0.9831126315431028,0.9342120205853602,0.9579808710989102,527.5,0.675,0.625,0.6285714285714286,3.3,0.9982385712342874,0.9935876512987896,0.9958994521856874,171.7,0.9944986916880707,0.9988916222495557,0.9966850565909826,270.6,0.5590124836693601,0.8295918367346939,0.6670377730496694,49.9,0.902158455131093,0.9376275510204083,0.9188515610182553,48.2
False,False,False,5000,1.2,False,False,1e-05,0.0,95.47233196761292,0.8562163186478765,0.8765050886958271,0.8599247569431165,0.9768339482987376,0.9410359525041689,0.9585514310623529,527.5,0.6916666666666667,0.625,0.6380952380952382,3.3,0.9982385712342874,0.9935876512987896,0.9958994521856874,171.7,0.9944986916880707,0.9988916222495557,0.9966850565909826,270.6,0.5699943610674428,0.7774285714285714,0.6566997554296348,49.9,0.9060656729320531,0.9230867346938775,0.9136176082948035,48.2
False,False,False,5000,1.2,True,False,1,0.0,95.22962045514724,0.7840150235515121,0.6947337903385499,0.7243066174965316,0.9243163456167899,0.9948806135357369,0.9582914594854428,527.5,0.0,0.0,0.0,3.3,0.9936337651827577,0.9924248606011151,0.9930092713730116,171.7,0.9932984366015838,0.9852248189148556,0.9892309163506703,270.6,0.8078895820954644,0.3806938775510204,0.5143302812561125,49.9,0.9849520118124768,0.8151785714285713,0.8909777765139524,48.2
False,False,False,5000,1.2,True,False,0.001,0.0,96.90068564739329,0.8773531951731466,0.8719148559149066,0.870112442687369,0.9745248138121658,0.9706148295095165,0.9725335972843656,527.5,0.6166666666666666,0.5666666666666667,0.5678571428571428,3.3,0.9982351712614872,0.9924248606011151,0.9953129618338785,171.7,0.9952339858057178,0.9988916222495557,0.9970533819723398,270.6,0.7130571108048033,0.7714285714285715,0.7398323095804801,49.9,0.9664014226880383,0.9314625850340137,0.9480852625960068,48.2
False,False,False,5000,1.2,True,False,1e-05,0.0,96.77933860111209,0.8943118173742726,0.862059987623504,0.8725370245656261,0.9681743713969565,0.9740264360876315,0.9710704401879549,527.5,0.7166666666666667,0.5666666666666667,0.6097619047619047,3.3,0.9982351712614872,0.9924248606011151,0.9953129618338785,171.7,0.9952339858057178,0.9988916222495557,0.9970533819723398,270.6,0.7216558107887765,0.7213877551020409,0.7206885462781089,49.9,0.9659048983260309,0.9189625850340135,0.9413349123595693,48.2
False,False,False,5000,1.2,False,True,1,0.0,96.18185333835028,0.7927952229714157,0.7275318002074285,0.7512233921854364,0.9419075519033784,0.9952597607958138,0.9678387002475318,527.5,0.0,0.0,0.0,3.3,0.995933435307084,0.9947572419420645,0.9953385729877064,171.7,0.9940514262513963,0.9852248189148556,0.9895977666140009,270.6,0.878072659797662,0.5228571428571429,0.6502895500536565,49.9,0.9468062645689737,0.8670918367346939,0.9042757632097228,48.2
False,False,False,5000,1.2,False,True,0.001,0.0,96.76997540309657,0.8820625600291769,0.8638535050909526,0.8679011143594705,0.9716005827362826,0.9717515525271692,0.9716526094554402,527.5,0.6566666666666666,0.5666666666666667,0.5835714285714285,3.3,0.9982489347021639,0.9959200326397388,0.9970776985093581,171.7,0.9945026923373327,0.9988916222495557,0.9966864095090792,270.6,0.7140679318282652,0.7434285714285715,0.7278060594718452,49.9,0.9572885519043506,0.9064625850340138,0.9306124806396717,48.2
False,False,False,5000,1.2,False,True,1e-05,0.0,96.48056983987627,0.8890758878685645,0.8506801290445418,0.8640268795509197,0.9647083986271696,0.9734578948881605,0.969043300644292,527.5,0.7166666666666667,0.5666666666666667,0.6097619047619047,3.3,0.9982489347021639,0.9959200326397388,0.9970776985093581,171.7,0.9945026923373327,0.9988916222495557,0.9966864095090792,270.6,0.6978662192501484,0.6833877551020409,0.6895540148484491,49.9,0.9624624156279055,0.8857568027210885,0.922037949032435,48.2
False,False,False,5000,1.3,False,False,1,0.0,93.19455767381581,0.8059354656457332,0.8818272088124257,0.8239784926649492,0.9927538502810289,0.8801873095279168,0.9330098190824,527.5,0.5433333333333333,0.5416666666666666,0.5166666666666667,3.3,0.9964943458817317,0.9924248606011151,0.994443406442749,171.7,0.9952232516938398,0.9963017630176301,0.9957526353483983,270.6,0.43908800719541075,0.9218367346938775,0.5941003840291612,49.9,0.8687200054890549,0.9585459183673468,0.9098980444203194,48.2
False,False,False,5000,1.3,False,False,0.001,0.0,94.47346600331676,0.8432583238909345,0.891829110943117,0.8538836799129113,0.9879037591895393,0.9095678080616411,0.9470563329847625,527.5,0.7,0.625,0.6392857142857142,3.3,0.9988164022831529,0.9918400652794777,0.9953008754628188,171.7,0.995594938830233,0.9988916222495557,0.9972361961275128,270.6,0.49572329915506474,0.8797142857142857,0.6333088288064989,49.9,0.8815115438876167,0.9459608843537415,0.9111141318101605,48.2
False,False,False,5000,1.3,False,False,1e-05,0.0,94.73487778195857,0.8490858181194836,0.8751196035331148,0.850702408335426,0.982055383165118,0.9201832125812199,0.9500581182158496,527.5,0.7166666666666666,0.5666666666666667,0.6157142857142857,3.3,0.9988164022831529,0.9918400652794777,0.9953008754628188,171.7,0.995594938830233,0.9988916222495557,0.9972361961275128,270.6,0.5146425808404537,0.837591836734694,0.6368184313582037,49.9,0.8867389369312763,0.935544217687075,0.909086543133885,48.2
False,False,False,5000,1.3,True,False,1,0.0,95.38831577407082,0.7840205453058748,0.6985690555785659,0.7281678119553803,0.9265271652772574,0.9960180553159679,0.9600030819324097,527.5,0.0,0.0,0.0,3.3,0.997079141203369,0.9924248606011151,0.9947332466896249,171.7,0.9951502666072889,0.9852248189148556,0.9901468309438588,270.6,0.8031229860540205,0.406734693877551,0.5369871626556421,49.9,0.9822437126933139,0.8110119047619049,0.8871365495107458,48.2
False,False,False,5000,1.3,True,False,0.001,0.0,96.89137470908761,0.8771885729384797,0.8939883710303385,0.882631407326944,0.9790857573021089,0.965686633891093,0.9723068113114474,527.5,0.6416666666666666,0.6583333333333334,0.6378571428571428,3.3,0.9982316069615156,0.9918400652794777,0.9950110352159431,171.7,0.9963248362390971,0.9988916222495557,0.9976031611231295,270.6,0.699382592651063,0.8135918367346939,0.7514664130254507,49.9,0.9484399778104272,0.9355867346938777,0.941543880428551,48.2
False,False,False,5000,1.3,True,False,1e-05,0.0,96.71401396379447,0.9023259726406441,0.8842391775112889,0.8883689974771471,0.9727982073226655,0.9677714047495833,0.9702396037606456,527.5,0.8,0.6583333333333334,0.7028571428571428,3.3,0.9982316069615156,0.9918400652794777,0.9950110352159431,171.7,0.9963248362390971,0.9988916222495557,0.9976031611231295,270.6,0.6989753523787138,0.7634285714285715,0.7286172865553502,49.9,0.9476258329418723,0.925170068027211,0.9358857553506716,48.2
False,False,False,5000,1.3,False,True,1,0.0,96.34054865727386,0.7928268601881505,0.7339661363938796,0.7557317107520727,0.9451595287338629,0.9950710856189984,0.9694581364981074,527.5,0.0,0.0,0.0,3.3,0.997086063295076,0.9935944512443899,0.9953249524872099,171.7,0.99515438674148,0.9852248189148556,0.9901475065567602,270.6,0.9170083022767292,0.5669387755102041,0.6976919075965994,49.9,0.9025528800817554,0.86296768707483,0.881767761373759,48.2
False,False,False,5000,1.3,False,True,0.001,0.0,96.54595544685536,0.8737839540428958,0.8811900845475777,0.8710144264966713,0.9758112068456078,0.9622746679316888,0.9689626025494136,527.5,0.6583333333333333,0.6333333333333333,0.6126190476190476,3.3,0.9982489347021639,0.9965014279885761,0.9973692436988625,171.7,0.9952272718940289,0.9988916222495557,0.9970520328226249,270.6,0.6758267787422677,0.7855102040816327,0.7259063813893107,49.9,0.939256198739973,0.9106292517006803,0.9241772509007695,48.2
False,False,False,5000,1.3,False,True,1e-05,0.0,96.45260218515267,0.8980354247501902,0.8729114209315938,0.8773659264451699,0.9704965976592226,0.9653067678684376,0.9678598363013127,527.5,0.8016666666666665,0.6333333333333333,0.6728571428571428,3.3,0.9982489347021639,0.9965014279885761,0.9973692436988625,171.7,0.9952272718940289,0.9988916222495557,0.9970520328226249,270.6,0.6821030253353987,0.7493877551020408,0.7131739190976261,49.9,0.9404700522436599,0.8940476190476192,0.9158833838934501,48.2
False,False,False,7363,1.1,False,False,1,0.0,95.91109578159622,0.8759305238004039,0.8308639850289177,0.834411270105352,0.975562544163622,0.9522245701799781,0.9637248295502238,527.5,0.7333333333333333,0.3416666666666667,0.4366666666666667,3.3,0.9872919172928649,0.9924248606011151,0.9898343675442911,171.7,0.9952205385418431,0.9988916222495557,0.9970500016512162,270.6,0.6189171220432471,0.7954693877551021,0.6953168066510507,49.9,0.9452576874275129,0.9045068027210885,0.9238749485686635,48.2
