Lower Case,Remove Stop Words,Stem,Max Features,N-gram Range,TF,TFIDF,Alpha_Naive_Bayes,Accuracy,Macro Precision,Macro Recall,Macro F1-Score,Functional Precision,Functional Recall,Functional F1-Score,Functional Support,Code Precision,Code Recall,Code F1-Score,Code Support,IDE Precision,IDE Recall,IDE F1-Score,IDE Support,General Precision,General Recall,General F1-Score,General Support,Notice Precision,Notice Recall,Notice F1-Score,Notice Support,ToDo Precision,ToDo Recall,ToDo F1-Score,ToDo Support
True,False,False,1000,1.3,False,False,0.25,92.93328525440027,0.784113994180634,0.902545244629532,0.8223915419441241,0.9927286923882594,0.8771573658789029,0.9313110934435581,527.5,0.4519047619047619,0.7166666666666666,0.5449633699633699,3.3,0.9982419319010436,0.9924248606011151,0.9953112420656618,171.7,0.9952299756546488,0.9988916222495557,0.9970527061480517,270.6,0.4318598321581081,0.8737959183673469,0.5769429819653691,49.9,0.834718771076982,0.9563350340136054,0.8887678580787337,48.2
True,False,False,1000,1.3,False,False,0.1,93.0546148807782,0.7876216017638819,0.9032853832069574,0.8255162455164795,0.9923163784408315,0.8794315306767867,0.9324143776728515,527.5,0.4660714285714286,0.7166666666666666,0.5554761904761903,3.3,0.9982419319010436,0.9924248606011151,0.9953112420656618,171.7,0.9952299756546488,0.9988916222495557,0.9970527061480517,270.6,0.4352452060006466,0.8717959183673469,0.5796262576510607,49.9,0.8386246900146922,0.9605017006802721,0.8932166990850602,48.2
True,False,False,1000,1.3,False,False,0.01,93.29731768329223,0.7989464834078293,0.8966080820812283,0.8269416268725246,0.9919323836568361,0.8834102409292163,0.9344748910017884,527.5,0.5183333333333333,0.6583333333333333,0.5449206349206349,3.3,0.9988199665831246,0.9924248606011151,0.9956010971381255,171.7,0.9952299756546488,0.9988916222495557,0.9970527061480517,270.6,0.4446924342813431,0.8798367346938777,0.5898824384955381,49.9,0.8446708069376891,0.9667517006802722,0.8997179935310087,48.2
True,False,False,1000,1.3,False,False,0.001,93.35332267235253,0.8127715650585005,0.891870398444724,0.8323851473975677,0.9917312934746597,0.8843582887700535,0.9349142248352619,527.5,0.6016666666666667,0.625,0.5757142857142857,3.3,0.9988199665831246,0.9924248606011151,0.9956010971381255,171.7,0.9952299756546488,0.9988916222495557,0.9970527061480517,270.6,0.446359129315837,0.8837959183673469,0.5921402943023654,49.9,0.8428223586560657,0.966751700680272,0.8988882762473163,48.2
True,False,False,1000,1.3,True,False,2,95.81775993979682,0.7759230550358084,0.7250275133685686,0.7449903247400058,0.9419651671260173,0.9903301276522338,0.965535585284633,527.5,0.0,0.0,0.0,3.3,0.9889994816581478,0.9924248606011151,0.9906921993549931,171.7,0.9955110196801693,0.9830053300533004,0.9892109413405615,270.6,0.7760988398581231,0.5048979591836735,0.6101714940814522,49.9,0.9529638218923934,0.8795068027210885,0.9143317283783954,48.2
True,False,False,1000,1.3,True,False,1,96.41525391251028,0.7695538333386798,0.762795736053537,0.7657084196134498,0.9629736072390724,0.9802847018572823,0.9715396072420914,527.5,0.0,0.0,0.0,3.3,0.9918764415073571,0.9924248606011151,0.9921330382745903,171.7,0.9958855515153753,0.9830053300533004,0.9893950842797874,270.6,0.7219494497285981,0.6813061224489795,0.6993286587574,49.9,0.9446379500416768,0.9397534013605442,0.94185412912683,48.2
True,False,False,1000,1.3,True,False,0.5,96.41525391251028,0.7630968139045302,0.7737756412120813,0.767816031669018,0.9696299190903952,0.9734600511758955,0.9715277296233114,527.5,0.0,0.0,0.0,3.3,0.9982419319010436,0.9924248606011151,0.9953112420656618,171.7,0.9958869274087097,0.9830053300533004,0.9893936802936096,270.6,0.6778620301758363,0.7374285714285714,0.704698966126782,49.9,0.9369600748511966,0.9563350340136054,0.9459645719047434,48.2
True,False,False,1000,1.3,True,False,0.25,96.47128503142551,0.7719717322974489,0.7865717232343219,0.7784407817108618,0.9743026099932246,0.9696689379564143,0.9719668118669229,527.5,0.02,0.03333333333333333,0.025,3.3,0.9982419319010436,0.9924248606011151,0.9953112420656618,171.7,0.9958896607693765,0.9837447041137075,0.9897661082842051,270.6,0.7117386962762137,0.7756326530612246,0.7412678276961374,49.9,0.9316574948448351,0.9646258503401361,0.9473327003522434,48.2
True,False,False,1000,1.3,True,False,0.1,96.48995916774669,0.8057217598647028,0.8347944601316112,0.8160680028826643,0.976676697481671,0.9670159852797424,0.9718101766372678,527.5,0.21956709956709952,0.3166666666666667,0.24676767676767675,3.3,0.9982419319010436,0.9924248606011151,0.9953112420656618,171.7,0.9958896607693765,0.984484078174115,0.9901392452098656,270.6,0.7014827429035718,0.7856326530612244,0.7404925714272145,49.9,0.9424724265654547,0.9625425170068027,0.9518871051882989,48.2
True,False,False,1000,1.3,True,False,0.01,96.78878018869239,0.8573451144580598,0.8814294070921711,0.8635084807077401,0.9779421673145012,0.9654997556207233,0.9716668671096365,527.5,0.53,0.6,0.5334126984126983,3.3,0.9988199665831246,0.9924248606011151,0.9956010971381255,171.7,0.9959626058768667,0.9988916222495557,0.9974196761129124,270.6,0.6973256776091384,0.7795918367346938,0.7355367957073624,49.9,0.9440202693647279,0.9521683673469388,0.9474137497657059,48.2
True,False,False,1000,1.3,True,False,0.001,96.83543939964045,0.8639636575443005,0.8811246245731029,0.8663823821632493,0.9779551882490569,0.9658785434995112,0.9718662989836317,527.5,0.5650000000000001,0.5916666666666667,0.5452380952380953,3.3,0.9988199665831246,0.9924248606011151,0.9956010971381255,171.7,0.9959626058768667,0.9988916222495557,0.9974196761129124,270.6,0.6997086709124967,0.7835918367346939,0.7385591083950007,49.9,0.9463355136442578,0.9542942176870749,0.9496100171117299,48.2
