Lower Case,Remove Stop Words,Stem,Max Features,N-gram Range,TF,TFIDF,Alpha_Naive_Bayes,Accuracy,Macro Precision,Macro Recall,Macro F1-Score,Functional-Method Precision,Functional-Method Recall,Functional-Method F1-Score,Functional-Method Support,Functional-Module Precision,Functional-Module Recall,Functional-Module F1-Score,Functional-Module Support,Functional-Inline Precision,Functional-Inline Recall,Functional-Inline F1-Score,Functional-Inline Support,Code Precision,Code Recall,Code F1-Score,Code Support,IDE Precision,IDE Recall,IDE F1-Score,IDE Support,General Precision,General Recall,General F1-Score,General Support,Notice Precision,Notice Recall,Notice F1-Score,Notice Support,ToDo Precision,ToDo Recall,ToDo F1-Score,ToDo Support
TRUE,TRUE,FALSE,5000,1.1,FALSE,TRUE,0.001,95.4443556,0.919960976,0.867541956,0.8819678,0.97142715,0.959579297,0.965373289,274.7,0.849997302,0.892640693,0.869981422,98.8,0.897332909,0.937662338,0.916904476,154,0.816666667,0.458333333,0.550952381,3.3,0.99595368,0.998837209,0.997384534,171.7,0.999264706,0.998891622,0.999075777,270.6,0.837011081,0.719306122,0.772876999,49.9,0.992034314,0.975085034,0.983193523,48.2
TRUE,TRUE,FALSE,5000,1.2,FALSE,FALSE,0.001,95.74309823,0.914338877,0.882622827,0.890861692,0.978527891,0.957765096,0.967970101,274.7,0.820524682,0.928086992,0.870529814,98.8,0.927878622,0.941558442,0.934522343,154,0.758333333,0.558333333,0.61,3.3,0.99595368,0.999418605,0.997679455,171.7,1,0.999260626,0.999629628,270.6,0.843700289,0.697265306,0.762224893,49.9,0.989792517,0.979294218,0.984337298,48.2
TRUE,TRUE,FALSE,5000,1.2,TRUE,FALSE,0.001,95.7991729,0.918496267,0.884455844,0.894244009,0.978237474,0.961405441,0.969687619,274.7,0.845812116,0.909863946,0.876503625,98.8,0.91673323,0.941558442,0.928899395,154,0.8,0.558333333,0.627142857,3.3,0.998255775,0.998833809,0.998542259,171.7,0.999632353,0.999260626,0.999445466,270.6,0.813299187,0.733346939,0.769571938,49.9,0.996,0.973044218,0.984158911,48.2
TRUE,TRUE,FALSE,5000,1.2,FALSE,TRUE,0.001,94.95905452,0.912154685,0.879148155,0.886845914,0.976031622,0.960675514,0.968230486,274.7,0.852190824,0.857307772,0.854226764,98.8,0.862301629,0.92012987,0.890141485,154,0.808333333,0.6,0.63952381,3.3,0.997109749,0.999418605,0.998257475,171.7,0.999264706,0.999260626,0.999261304,270.6,0.810220344,0.723306122,0.762957908,49.9,0.991785271,0.973086735,0.982168084,48.2
TRUE,TRUE,FALSE,5000,1.3,FALSE,FALSE,0.001,95.74310694,0.916948459,0.886419135,0.894557598,0.974688584,0.96176775,0.968107371,274.7,0.835217578,0.914945372,0.872910037,98.8,0.921869851,0.93961039,0.930482898,154,0.775,0.591666667,0.636666667,3.3,0.995963494,0.999418605,0.997681106,171.7,0.999632353,0.999260626,0.999445466,270.6,0.84133996,0.703306122,0.764746612,49.9,0.99187585,0.981377551,0.986420631,48.2
TRUE,TRUE,FALSE,5000,1.3,TRUE,FALSE,0.001,95.83650376,0.911901456,0.881757663,0.890145721,0.982205825,0.961400133,0.97163586,274.7,0.845589665,0.917975675,0.880151475,98.8,0.915547194,0.940909091,0.927953344,154,0.75,0.533333333,0.593809524,3.3,0.998255775,0.998833809,0.998542259,171.7,0.999632353,0.999260626,0.999445466,270.6,0.810108496,0.731387755,0.767645845,49.9,0.99387234,0.970960884,0.981981996,48.2
TRUE,TRUE,FALSE,5000,1.3,FALSE,TRUE,0.001,94.98703088,0.911363132,0.878678479,0.886160754,0.978917023,0.960674187,0.969654143,274.7,0.845126002,0.857256236,0.850730505,98.8,0.859792018,0.924675325,0.890908791,154,0.791666667,0.6,0.632380952,3.3,0.998259175,0.999418605,0.998835509,171.7,0.999264706,0.999260626,0.999261304,270.6,0.82405338,0.721306122,0.767611008,49.9,0.993826087,0.966836735,0.979903817,48.2
TRUE,TRUE,TRUE,1000,1.1,FALSE,FALSE,0.001,95.10832567,0.90860529,0.877395954,0.886834418,0.967108059,0.947573988,0.957175079,274.7,0.804705167,0.898763142,0.84866241,98.8,0.91511364,0.934415584,0.924560844,154,0.758333333,0.558333333,0.62,3.3,0.99538542,0.998833809,0.997099686,171.7,1,0.998519885,0.999258571,270.6,0.836119872,0.697183673,0.759327166,49.9,0.992076831,0.985544218,0.988591585,48.2
TRUE,TRUE,TRUE,1000,1.1,TRUE,FALSE,0.001,94.95896742,0.898081048,0.875468345,0.881615918,0.964307085,0.951579297,0.957854641,274.7,0.813918719,0.89272315,0.851438977,98.8,0.910726821,0.918831169,0.914682948,154,0.698333333,0.558333333,0.593968254,3.3,0.99884057,0.998833809,0.998833799,171.7,0.999264706,0.999260626,0.999261304,270.6,0.803257151,0.71322449,0.753779661,49.9,0.996,0.970960884,0.983107755,48.2
TRUE,TRUE,TRUE,1000,1.1,FALSE,TRUE,0.001,94.07206788,0.892064491,0.861131403,0.869642551,0.96143351,0.951216987,0.956246734,274.7,0.803540089,0.845165945,0.823540268,98.8,0.869260702,0.892207792,0.880387115,154,0.731666667,0.525,0.577301587,3.3,0.996528354,0.998837209,0.997674384,171.7,0.999263349,0.998521252,0.998889567,270.6,0.778904892,0.70922449,0.740998727,49.9,0.995918367,0.968877551,0.982102026,48.2
TRUE,TRUE,TRUE,1000,1.2,FALSE,FALSE,0.001,94.91229079,0.903061652,0.865453463,0.874271519,0.969258057,0.948298607,0.958588249,274.7,0.802465178,0.89674294,0.846745339,98.8,0.911141624,0.932467532,0.921446387,154,0.758333333,0.5,0.55952381,3.3,0.996524954,0.998833809,0.997674374,171.7,0.999632353,0.998890256,0.999259938,270.6,0.793221051,0.671183673,0.725631197,49.9,0.993916667,0.977210884,0.98530286,48.2
TRUE,TRUE,TRUE,1000,1.2,TRUE,FALSE,0.001,94.88431442,0.899455721,0.868568707,0.877463922,0.971805298,0.952303915,0.961912243,274.7,0.811089813,0.891661513,0.849202987,98.8,0.90464777,0.921428571,0.912833527,154,0.75,0.525,0.590952381,3.3,0.99884057,0.998833809,0.998833799,171.7,0.999632353,0.999260626,0.999445466,270.6,0.763629962,0.691183673,0.724545239,49.9,0.996,0.968877551,0.981985736,48.2
TRUE,TRUE,TRUE,1000,1.2,FALSE,TRUE,0.001,93.9694211,0.886503291,0.85491439,0.863941789,0.967105506,0.950848042,0.958861065,274.7,0.795219204,0.847113997,0.819900528,98.8,0.8637086,0.892857143,0.877865451,154,0.716666667,0.5,0.56047619,3.3,0.997109749,0.999418605,0.998257475,171.7,0.999263349,0.998890256,0.999075095,270.6,0.761290205,0.677142857,0.715021801,49.9,0.991663048,0.973044218,0.982076708,48.2
TRUE,TRUE,TRUE,1000,1.3,FALSE,FALSE,0.001,94.96828707,0.904855975,0.867075519,0.875439206,0.9705405,0.943566025,0.956815357,274.7,0.797686909,0.918975469,0.853826663,98.8,0.917357625,0.931818182,0.924335707,154,0.758333333,0.5,0.55952381,3.3,0.996524954,0.998833809,0.997674374,171.7,0.999632353,0.998890256,0.999259938,270.6,0.804855458,0.663142857,0.724647282,49.9,0.993916667,0.981377551,0.98743052,48.2
TRUE,TRUE,TRUE,1000,1.3,TRUE,FALSE,0.001,94.92164528,0.896701499,0.870342834,0.87671125,0.971822564,0.950115461,0.960769577,274.7,0.811002349,0.903772418,0.85446867,98.8,0.910145299,0.917532468,0.913659596,154,0.725,0.525,0.576666667,3.3,0.99884057,0.998833809,0.998833799,171.7,0.999632353,0.999260626,0.999445466,270.6,0.765426107,0.69722449,0.72877606,49.9,0.991742754,0.971003401,0.981070163,48.2
TRUE,TRUE,TRUE,1000,1.3,FALSE,TRUE,0.001,94.16540372,0.892084397,0.862134964,0.869179397,0.965714994,0.95047777,0.957972436,274.7,0.801456526,0.855205112,0.82700696,98.8,0.874365743,0.897402597,0.885608758,154,0.741666667,0.533333333,0.57952381,3.3,0.997109749,0.999418605,0.998257475,171.7,0.999632353,0.998890256,0.999259938,270.6,0.76710691,0.691306122,0.725764968,49.9,0.989622232,0.971045918,0.980040833,48.2
TRUE,TRUE,TRUE,5000,1.1,FALSE,FALSE,0.001,95.19228089,0.906786472,0.877590891,0.886348035,0.96372303,0.950115461,0.956756446,274.7,0.809368778,0.900803958,0.852216843,98.8,0.921573446,0.935064935,0.928129123,154,0.725,0.558333333,0.606666667,3.3,0.99422939,0.998833809,0.996519991,171.7,1,0.998890256,0.9994441,270.6,0.846437948,0.69522449,0.762568185,49.9,0.993959184,0.983460884,0.988482925,48.2
TRUE,TRUE,TRUE,5000,1.1,TRUE,FALSE,0.001,95.17367644,0.90947114,0.860676933,0.875006379,0.965505449,0.954122097,0.959701199,274.7,0.820610981,0.90282416,0.85951325,98.8,0.91211225,0.927272727,0.919505446,154,0.766666667,0.425,0.523809524,3.3,0.99884057,0.998833809,0.998833799,171.7,0.999632353,0.999260626,0.999445466,270.6,0.81640085,0.70922449,0.757232742,49.9,0.996,0.968877551,0.982009608,48.2
TRUE,TRUE,TRUE,5000,1.1,FALSE,TRUE,0.001,94.78155441,0.919189475,0.857158044,0.874692137,0.965205276,0.954850697,0.959918362,274.7,0.828354136,0.865398887,0.84637814,98.8,0.877879148,0.918181818,0.897324627,154,0.866666667,0.425,0.543809524,3.3,0.996528354,0.998837209,0.997674384,171.7,0.999264706,0.998521252,0.998890248,270.6,0.823699144,0.721346939,0.7682371,49.9,0.995918367,0.975127551,0.985304713,48.2
TRUE,TRUE,TRUE,5000,1.2,FALSE,FALSE,0.001,95.65914301,0.909369947,0.878892636,0.887665608,0.973754714,0.954128733,0.963778676,274.7,0.821527612,0.928086992,0.871218851,98.8,0.926218352,0.941558442,0.933644987,154,0.708333333,0.525,0.58,3.3,0.99595028,0.998833809,0.997386205,171.7,1,0.998890256,0.9994441,270.6,0.857299432,0.703265306,0.769431411,49.9,0.99187585,0.981377551,0.986420631,48.2
TRUE,TRUE,TRUE,5000,1.2,TRUE,FALSE,0.001,95.51912183,0.914656138,0.87891272,0.889170247,0.97555505,0.956310551,0.965792766,274.7,0.833132945,0.916965574,0.872846018,98.8,0.910875227,0.926623377,0.918553762,154,0.783333333,0.525,0.60047619,3.3,0.998255775,0.998833809,0.998542259,171.7,0.999632353,0.999260626,0.999445466,270.6,0.820464423,0.737346939,0.774667151,49.9,0.996,0.970960884,0.983038367,48.2
TRUE,TRUE,TRUE,5000,1.2,FALSE,TRUE,0.001,94.78167635,0.91531528,0.870638057,0.882956048,0.973110747,0.958859987,0.965885504,274.7,0.835334509,0.856277056,0.845325014,98.8,0.862190086,0.91038961,0.885466062,154,0.841666667,0.533333333,0.612857143,3.3,0.997109749,0.998837209,0.997964225,171.7,0.999264706,0.998890256,0.999075775,270.6,0.820101319,0.729265306,0.770739022,49.9,0.993744454,0.979251701,0.986335641,48.2
TRUE,TRUE,TRUE,5000,1.3,FALSE,FALSE,0.001,95.61246638,0.904813414,0.879749764,0.885362716,0.972992165,0.954857332,0.963789442,274.7,0.826524348,0.927076891,0.873549497,98.8,0.923413313,0.936363636,0.92969191,154,0.683333333,0.533333333,0.563809524,3.3,0.996528354,0.998833809,0.997674384,171.7,1,0.998890256,0.9994441,270.6,0.839715801,0.707265306,0.766481651,49.9,0.996,0.981377551,0.988461221,48.2
TRUE,TRUE,TRUE,5000,1.3,TRUE,FALSE,0.001,95.54715916,0.908068923,0.879437602,0.887035151,0.976277278,0.957404114,0.96671963,274.7,0.831656963,0.913924964,0.870631703,98.8,0.915291682,0.930519481,0.922738212,154,0.733333333,0.533333333,0.586666667,3.3,0.998255775,0.998833809,0.998542259,171.7,0.999632353,0.999260626,0.999445466,270.6,0.816231657,0.733346939,0.770581774,49.9,0.99387234,0.968877551,0.9809555,48.2
TRUE,TRUE,TRUE,5000,1.3,FALSE,TRUE,0.001,94.69767758,0.902634374,0.868850529,0.879017211,0.973039315,0.95849635,0.96568613,274.7,0.830897599,0.855266955,0.842378463,98.8,0.861580979,0.909090909,0.884541006,154,0.75,0.533333333,0.593809524,3.3,0.998259175,0.999418605,0.998835509,171.7,0.999264706,0.998890256,0.999075775,270.6,0.814288763,0.725346939,0.765709978,49.9,0.993744454,0.970960884,0.982101303,48.2
FALSE,FALSE,FALSE,1000,1.1,FALSE,FALSE,0.001,95.44438173,0.910634361,0.882413073,0.889018067,0.974052827,0.952659589,0.963124914,274.7,0.824305682,0.905813234,0.862410183,98.8,0.919600079,0.933766234,0.926523564,154,0.76,0.558333333,0.605952381,3.3,0.995388703,0.998833809,0.997099676,171.7,1,0.999260626,0.999629628,270.6,0.825734099,0.735510204,0.777284579,49.9,0.985993497,0.975127551,0.980119609,48.2
FALSE,FALSE,FALSE,1000,1.1,TRUE,FALSE,0.001,95.56573749,0.901131342,0.883902967,0.888693359,0.972825584,0.959948242,0.966272063,274.7,0.84577434,0.897711812,0.870759693,98.8,0.915278698,0.92987013,0.922394884,154,0.675,0.558333333,0.58952381,3.3,0.997691145,0.997671019,0.997670969,171.7,0.999264706,0.999260626,0.999261304,270.6,0.813355864,0.75955102,0.78470424,49.9,0.989860401,0.968877551,0.978959907,48.2
FALSE,FALSE,FALSE,1000,1.1,FALSE,TRUE,0.001,94.75352579,0.900309485,0.877532259,0.882905227,0.964955482,0.959587259,0.962232042,274.7,0.840084486,0.854215626,0.846725162,98.8,0.878996732,0.907792208,0.892973378,154,0.731666667,0.591666667,0.616825397,3.3,0.995963494,0.997674419,0.99680307,171.7,0.999632353,0.998891622,0.999259939,270.6,0.801345146,0.739469388,0.768341304,49.9,0.989831524,0.970960884,0.980081526,48.2
FALSE,FALSE,FALSE,1000,1.2,FALSE,FALSE,0.001,95.33245885,0.903738846,0.879957667,0.886113451,0.970532437,0.954127405,0.962190749,274.7,0.833689055,0.905854463,0.867931241,98.8,0.909891643,0.928571429,0.918981799,154,0.71,0.558333333,0.59547619,3.3,0.995960094,0.998833809,0.997387856,171.7,1,0.999260626,0.999629628,270.6,0.819878354,0.717469388,0.764027289,49.9,0.989959184,0.977210884,0.983282857,48.2
FALSE,FALSE,FALSE,1000,1.2,TRUE,FALSE,0.001,95.388429,0.896144043,0.884759669,0.886849579,0.973406538,0.956674187,0.964925471,274.7,0.836906506,0.898721913,0.866344708,98.8,0.914685966,0.925324675,0.919885692,154,0.658333333,0.583333333,0.596666667,3.3,0.997691145,0.998252414,0.99796422,171.7,0.999632353,0.999260626,0.999445466,270.6,0.796462186,0.747632653,0.769598864,49.9,0.992034314,0.968877551,0.979965547,48.2
FALSE,FALSE,FALSE,1000,1.2,FALSE,TRUE,0.001,94.70695368,0.901371475,0.876297746,0.883345178,0.967937895,0.954850697,0.9613099,274.7,0.836953753,0.861255411,0.848387671,98.8,0.877479956,0.907792208,0.892267822,154,0.758333333,0.583333333,0.63,3.3,0.997109749,0.999418605,0.998257475,171.7,0.999632353,0.999260626,0.999445466,270.6,0.781608092,0.733510204,0.756004224,49.9,0.991916667,0.970960884,0.981088869,48.2
FALSE,FALSE,FALSE,1000,1.3,FALSE,FALSE,0.001,95.42582954,0.91002167,0.881210421,0.889781146,0.974808198,0.953039151,0.963730817,274.7,0.831826064,0.916975881,0.871922509,98.8,0.910725708,0.930519481,0.920352505,154,0.758333333,0.558333333,0.61952381,3.3,0.995960094,0.998833809,0.997387856,171.7,1,0.999260626,0.999629628,270.6,0.816519962,0.713469388,0.760378368,49.9,0.992,0.979251701,0.985323673,48.2
FALSE,FALSE,FALSE,1000,1.3,TRUE,FALSE,0.001,95.39781833,0.897891967,0.884624919,0.887569618,0.973424815,0.957040478,0.965125183,274.7,0.836429778,0.898711606,0.866157206,98.8,0.914243429,0.925974026,0.919991664,154,0.675,0.583333333,0.603809524,3.3,0.99884057,0.998252414,0.998542254,171.7,0.999632353,0.999260626,0.999445466,270.6,0.793530476,0.747632653,0.76861825,49.9,0.992034314,0.966794218,0.9788674,48.2
FALSE,FALSE,FALSE,1000,1.3,FALSE,TRUE,0.001,94.7722696,0.898595591,0.874605756,0.8802507,0.969420705,0.954850697,0.962031223,274.7,0.831073237,0.867326324,0.848355862,98.8,0.880119134,0.907142857,0.893284085,154,0.726666667,0.558333333,0.59547619,3.3,0.997687784,0.999418605,0.99854733,171.7,0.999632353,0.999260626,0.999445466,270.6,0.794375839,0.737469388,0.763708664,49.9,0.989789007,0.973044218,0.981156781,48.2
FALSE,FALSE,FALSE,5000,1.1,FALSE,FALSE,0.001,95.84577114,0.916794429,0.890169848,0.898022682,0.976716946,0.958489715,0.967451433,274.7,0.845019675,0.911894455,0.876655186,98.8,0.920983846,0.940909091,0.930650802,154,0.766666667,0.583333333,0.637380952,3.3,0.995388703,0.998833809,0.997099676,171.7,1,0.999260626,0.999629628,270.6,0.841703742,0.753510204,0.794204684,49.9,0.98787585,0.975127551,0.981109096,48.2
FALSE,FALSE,FALSE,5000,1.1,TRUE,FALSE,0.001,95.84578856,0.915488082,0.883409929,0.891968071,0.973941588,0.961404114,0.967559391,274.7,0.857200922,0.911884148,0.883428938,98.8,0.918599359,0.935714286,0.926964597,154,0.758333333,0.525,0.586190476,3.3,0.997691145,0.997671019,0.997670969,171.7,0.999632353,0.999260626,0.999445466,270.6,0.830455508,0.76955102,0.797616542,49.9,0.988050446,0.966794218,0.976868191,48.2
FALSE,FALSE,FALSE,5000,1.1,FALSE,TRUE,0.001,95.20161796,0.92080362,0.866397614,0.882187079,0.971016711,0.961769078,0.966307003,274.7,0.855385311,0.858266337,0.856523091,98.8,0.874489236,0.928571429,0.90059722,154,0.833333333,0.458333333,0.56047619,3.3,0.99595368,0.998837209,0.997382829,171.7,0.999264706,0.998891622,0.999075777,270.6,0.848997599,0.753510204,0.79696854,49.9,0.987988387,0.973001701,0.980165978,48.2
FALSE,FALSE,FALSE,5000,1.2,FALSE,FALSE,0.001,96.00446646,0.918578315,0.891812082,0.898904887,0.979321527,0.958857332,0.968916701,274.7,0.84395154,0.929117708,0.884175179,98.8,0.921037573,0.942207792,0.931336898,154,0.751666667,0.583333333,0.626666667,3.3,0.995960094,0.998833809,0.997387856,171.7,1,0.999260626,0.999629628,270.6,0.864813266,0.743591837,0.797779211,49.9,0.99187585,0.979294218,0.98534696,48.2
FALSE,FALSE,FALSE,5000,1.2,TRUE,FALSE,0.001,96.01385579,0.918326651,0.889723118,0.897775314,0.982298336,0.962135368,0.972029565,274.7,0.863508921,0.911884148,0.886579948,98.8,0.909555132,0.940909091,0.924824963,154,0.766666667,0.558333333,0.617619048,3.3,0.998255775,0.998833809,0.998542259,171.7,0.999632353,0.999260626,0.999445466,270.6,0.830696021,0.77755102,0.801224058,49.9,0.996,0.968877551,0.981937203,48.2
FALSE,FALSE,FALSE,5000,1.2,FALSE,TRUE,0.001,95.39772252,0.908605928,0.878456532,0.886675836,0.978654556,0.963588587,0.970987625,274.7,0.85813964,0.874427953,0.865628213,98.8,0.87546394,0.924025974,0.898802346,154,0.725,0.533333333,0.57952381,3.3,0.997122924,0.998837209,0.997967561,171.7,0.999632353,0.999260626,0.999445466,270.6,0.843007923,0.77155102,0.804263916,49.9,0.991826087,0.962627551,0.976787747,48.2
FALSE,FALSE,FALSE,5000,1.3,FALSE,FALSE,0.001,95.9858533,0.917869976,0.891553527,0.898577531,0.979259624,0.959220969,0.969096514,274.7,0.845441594,0.924036281,0.882718435,98.8,0.919832742,0.942857143,0.931068387,154,0.751666667,0.583333333,0.626666667,3.3,0.99538542,0.998833809,0.997099686,171.7,1,0.999260626,0.999629628,270.6,0.863339451,0.745591837,0.798993343,49.9,0.988034314,0.979294218,0.983347585,48.2
FALSE,FALSE,FALSE,5000,1.3,TRUE,FALSE,0.001,95.99518165,0.919093804,0.894036403,0.900121363,0.982217787,0.96249635,0.972208205,274.7,0.863541197,0.913914657,0.887675045,98.8,0.908345554,0.935064935,0.921393636,154,0.775,0.591666667,0.636666667,3.3,0.998259175,0.999418605,0.998835509,171.7,0.999632353,0.999260626,0.999445466,270.6,0.831837697,0.781591837,0.803839873,49.9,0.993916667,0.968877551,0.980906501,48.2
FALSE,FALSE,FALSE,5000,1.3,FALSE,TRUE,0.001,95.36037425,0.911423072,0.883226763,0.890561664,0.978270044,0.963591241,0.970803879,274.7,0.851785475,0.881519274,0.866124945,98.8,0.878283709,0.913636364,0.895429464,154,0.758333333,0.566666667,0.612857143,3.3,0.998259175,0.998837209,0.998542259,171.7,0.999632353,0.999260626,0.999445466,270.6,0.835042707,0.777591837,0.803518174,49.9,0.991777778,0.964710884,0.977771985,48.2
FALSE,FALSE,TRUE,1000,1.1,FALSE,FALSE,0.001,95.3603307,0.915835781,0.878458961,0.888929555,0.968998863,0.951211679,0.959919576,274.7,0.82895332,0.90177283,0.863366273,98.8,0.912653112,0.931818182,0.921906687,154,0.791666667,0.525,0.59952381,3.3,0.994807308,0.998833809,0.996808131,171.7,1,0.998519885,0.999258571,270.6,0.839896098,0.747428571,0.789540798,49.9,0.989710884,0.973086735,0.981112594,48.2
FALSE,FALSE,TRUE,1000,1.1,TRUE,FALSE,0.001,95.36972874,0.905776551,0.882543018,0.887825225,0.969407857,0.95521566,0.962199078,274.7,0.838932777,0.898742527,0.867689736,98.8,0.908517276,0.924025974,0.916044089,154,0.715,0.558333333,0.590634921,3.3,0.997691145,0.998252414,0.997962515,171.7,0.999264706,0.999260626,0.999261304,270.6,0.827405153,0.753469388,0.787657454,49.9,0.989993497,0.973044218,0.981152706,48.2
FALSE,FALSE,TRUE,1000,1.1,FALSE,TRUE,0.001,94.33340127,0.899240652,0.871561503,0.878745679,0.962283315,0.954123424,0.958106338,274.7,0.818378072,0.844145537,0.830821789,98.8,0.867937058,0.888311688,0.877603218,154,0.748333333,0.558333333,0.603968254,3.3,0.996544889,0.998255814,0.997386161,171.7,0.999632353,0.998890256,0.999259938,270.6,0.80669855,0.757387755,0.779557802,49.9,0.994117647,0.973044218,0.983261931,48.2
FALSE,FALSE,TRUE,1000,1.2,FALSE,FALSE,0.001,95.36977229,0.912880234,0.884502484,0.89312828,0.969580033,0.953390843,0.961260488,274.7,0.833917443,0.899804164,0.86497621,98.8,0.909524644,0.931168831,0.919878343,154,0.766666667,0.583333333,0.637380952,3.3,0.995960094,0.998833809,0.997387856,171.7,1,0.998890256,0.9994441,270.6,0.831392994,0.737469388,0.780536718,49.9,0.996,0.973129252,0.984161576,48.2
FALSE,FALSE,TRUE,1000,1.2,TRUE,FALSE,0.001,95.46311684,0.905155181,0.889889765,0.892646475,0.974621733,0.956668879,0.965431341,274.7,0.846985621,0.8997114,0.871978517,98.8,0.906865577,0.927922078,0.916993469,154,0.716666667,0.616666667,0.632380952,3.3,0.997691145,0.998252414,0.99796422,171.7,0.999632353,0.999260626,0.999445466,270.6,0.804660706,0.747591837,0.77380841,49.9,0.994117647,0.973044218,0.983169424,48.2
FALSE,FALSE,TRUE,1000,1.2,FALSE,TRUE,0.001,94.40815879,0.900507687,0.874719271,0.880007106,0.966543159,0.953396151,0.959842918,274.7,0.816914838,0.856163678,0.835379897,98.8,0.869555862,0.894155844,0.881574746,154,0.766666667,0.591666667,0.622380952,3.3,0.997109749,0.999418605,0.998257475,171.7,0.999632353,0.998521252,0.99907441,270.6,0.795679686,0.733428571,0.762435185,49.9,0.991959184,0.971003401,0.981111265,48.2
FALSE,FALSE,TRUE,1000,1.3,FALSE,FALSE,0.001,95.40712927,0.909030148,0.882628861,0.888344942,0.96990918,0.952299934,0.960877117,274.7,0.832367887,0.90890538,0.868339099,98.8,0.914278187,0.932467532,0.922936217,154,0.733333333,0.566666667,0.598571429,3.3,0.995960094,0.998833809,0.997387856,171.7,1,0.999260626,0.999629628,270.6,0.83431567,0.727469388,0.775803187,49.9,0.992076831,0.975127551,0.983215,48.2
FALSE,FALSE,TRUE,1000,1.3,TRUE,FALSE,0.001,95.48179969,0.903380577,0.883363328,0.888302433,0.976028874,0.957400133,0.966508047,274.7,0.844094677,0.903782725,0.872534988,98.8,0.908761168,0.925324675,0.916771335,154,0.708333333,0.558333333,0.596666667,3.3,0.99884057,0.998252414,0.998542254,171.7,0.999632353,0.999260626,0.999445466,270.6,0.797235991,0.753591837,0.773879426,49.9,0.994117647,0.970960884,0.982071277,48.2
FALSE,FALSE,TRUE,1000,1.3,FALSE,TRUE,0.001,94.33349708,0.889497815,0.870658605,0.87377955,0.968733893,0.954124751,0.961278607,274.7,0.81475555,0.853153989,0.832966615,98.8,0.867503434,0.890909091,0.878967297,154,0.691666667,0.566666667,0.582380952,3.3,0.997687784,0.999418605,0.99854733,171.7,0.999632353,0.998521252,0.99907441,270.6,0.78417675,0.731428571,0.755930442,49.9,0.991826087,0.971045918,0.981090751,48.2
FALSE,FALSE,TRUE,5000,1.1,FALSE,FALSE,0.001,95.52835438,0.912828227,0.883889243,0.892644987,0.969053456,0.95193497,0.960316435,274.7,0.824990789,0.905833849,0.863152919,98.8,0.923984061,0.935064935,0.929307807,154,0.75,0.55,0.610714286,3.3,0.995388703,0.998833809,0.997099676,171.7,1,0.998890256,0.9994441,270.6,0.847414592,0.755428571,0.797904711,49.9,0.991794218,0.975127551,0.983219965,48.2
FALSE,FALSE,TRUE,5000,1.1,TRUE,FALSE,0.001,95.72447636,0.92167591,0.883916522,0.893338501,0.971636331,0.955577969,0.963459335,274.7,0.842278798,0.914924758,0.876907667,98.8,0.92020429,0.932467532,0.926163003,154,0.808333333,0.525,0.596190476,3.3,0.997691145,0.997671019,0.997670969,171.7,0.999632353,0.999260626,0.999445466,270.6,0.845929094,0.775469388,0.807776107,49.9,0.987701937,0.970960884,0.979094983,48.2
FALSE,FALSE,TRUE,5000,1.1,FALSE,TRUE,0.001,95.38832448,0.925797293,0.866762739,0.882848418,0.966324361,0.957763769,0.961961141,274.7,0.842872661,0.889661925,0.865398855,98.8,0.906662818,0.925974026,0.915907398,154,0.866666667,0.425,0.543809524,3.3,0.996531715,0.998255814,0.997381139,171.7,0.999264706,0.998890256,0.999075775,270.6,0.833937769,0.761387755,0.79393042,49.9,0.994117647,0.977168367,0.985323094,48.2
FALSE,FALSE,TRUE,5000,1.2,FALSE,FALSE,0.001,96.10718292,0.920162688,0.893865169,0.901302862,0.981115271,0.95776775,0.969213857,274.7,0.846745722,0.938229231,0.889770392,98.8,0.92719743,0.942857143,0.93471036,154,0.766666667,0.583333333,0.637380952,3.3,0.995960094,0.998833809,0.997387856,171.7,1,0.999260626,0.999629628,270.6,0.855432779,0.753428571,0.800017101,49.9,0.988183543,0.977210884,0.982312748,48.2
FALSE,FALSE,TRUE,5000,1.2,TRUE,FALSE,0.001,95.8644627,0.916501529,0.890491432,0.897501512,0.978604809,0.960315859,0.969294348,274.7,0.859082462,0.908895073,0.882929401,98.8,0.911367481,0.928571429,0.919718,154,0.766666667,0.558333333,0.617619048,3.3,0.99884057,0.998252414,0.998540549,171.7,0.999632353,0.999260626,0.999445466,270.6,0.823817889,0.805591837,0.81366704,49.9,0.994,0.964710884,0.97879824,48.2
FALSE,FALSE,TRUE,5000,1.2,FALSE,TRUE,0.001,95.26699486,0.908790626,0.878847225,0.886985974,0.97350732,0.961771732,0.96755324,274.7,0.857326274,0.873438466,0.864638446,98.8,0.873449327,0.914285714,0.893206909,154,0.725,0.533333333,0.57952381,3.3,0.997122924,0.998837209,0.997967561,171.7,0.999264706,0.998890256,0.999075775,270.6,0.854671505,0.785510204,0.817028146,49.9,0.98998295,0.964710884,0.976893903,48.2
FALSE,FALSE,TRUE,5000,1.3,FALSE,FALSE,0.001,96.02318415,0.91480044,0.896691803,0.900797967,0.977769685,0.957036496,0.967228064,274.7,0.845338319,0.935178314,0.887480517,98.8,0.929558225,0.942207792,0.935592177,154,0.725,0.616666667,0.639761905,3.3,0.99538542,0.998833809,0.997099686,171.7,1,0.998890256,0.9994441,270.6,0.855559355,0.747510204,0.796513662,49.9,0.989792517,0.977210884,0.983263627,48.2
