Lower Case,Remove Stop Words,Stem,Max Features,N-gram Range,TF,IDF,TFIDF,Accuracy,Precision,Recall,F1-Score,Functional Precision,Functional Recall,Functional F1-Score,Functional Support,Code Precision,Code Recall,Code F1-Score,Code Support,IDE Precision,IDE Recall,IDE F1-Score,IDE Support,General Precision,General Recall,General F1-Score,General Support,Notice Precision,Notice Recall,Notice F1-Score,Notice Support,ToDo Precision,ToDo Recall,ToDo F1-Score,ToDo-Support
True,True,False,1000,"(1, 3)",True,false,False,0.9671417074292403,0.8209760183541104,0.7514688280636909,0.7650043475993064,0.9480813034516391,0.9920393450635385,0.9692470969412922,527.5,0.15,0.06666666666666667,0.09,3.3,0.9943927648578811,0.9982490140078879,0.9962660968948134,171.7,1.0,0.9988902555692224,0.9994440996025362,270.6,0.8373820418151418,0.4859183673469388,0.5543439786933438,49.9,0.9960000000000001,0.9670493197278912,0.9807248134638525,48.2
True,True,False,1000,"(1, 3)",False,false,True,0.9643412837771926,0.8056443330105092,0.7417661500977483,0.7550629801396256,0.9445225083037947,0.9924177735610371,0.9676113059652451,527.5,0.1,0.03333333333333333,0.05,3.3,0.9938180908425565,0.992985856113151,0.9932412191897191,171.7,1.0,0.9933497334973349,0.9966157408603943,270.6,0.7996920655833699,0.4839183673469387,0.548706543724027,49.9,0.9958333333333333,0.9545918367346939,0.9742030710983679,48.2
True,True,False,5000,"(1, 1)",False,false,False,0.9694758873698733,0.8810821924592291,0.8218013559183868,0.8321600301686003,0.9597761137286923,0.9852132568569951,0.9719282336751138,527.5,0.5083333333333333,0.3833333333333333,0.4216666666666667,3.3,0.9854754755615007,0.9935808513531891,0.9893376245569488,171.7,0.9985334518422754,0.9992606259395928,0.9988929801090333,270.6,0.8383747802895728,0.5839183673469387,0.6206378056663772,49.9,0.9960000000000001,0.9855017006802722,0.9904968703374623,48.2
True,True,False,5000,"(1, 1)",True,false,False,0.9663955258720403,0.8561889404970946,0.7713917517818433,0.7890487263344632,0.9441688044319436,0.9954505922603645,0.9686833905540999,527.5,0.35,0.23333333333333334,0.27,3.3,0.9943927648578811,0.9929926560587514,0.9935685391072197,171.7,0.9996323529411765,0.9988902555692224,0.9992599375399213,270.6,0.8531063874182341,0.4798775510204082,0.5444433767859429,49.9,0.9958333333333333,0.9278061224489796,0.9583371140195963,48.2
True,True,False,5000,"(1, 1)",False,false,True,0.9583673021447385,0.8435260359971105,0.737377133769537,0.7603166186102922,0.9271690125439772,0.9977261945834052,0.9607495673704227,527.5,0.3,0.13333333333333333,0.18,3.3,0.9988439306358382,0.9894974840201277,0.9940586600146812,171.7,1.0,0.9815170151701516,0.9904865116899655,270.6,0.839309939469514,0.4399183673469388,0.5061377251279351,49.9,0.9958333333333333,0.8822704081632654,0.9304672474587494,48.2
True,True,False,5000,"(1, 2)",False,false,False,0.9711560370416823,0.8851719918379048,0.8248653597237501,0.8363717239692867,0.9623662107766556,0.9855945604048072,0.9734526085744045,527.5,0.5333333333333333,0.3833333333333333,0.43,3.3,0.9871394067933854,0.9994186046511627,0.9931555451024104,171.7,0.9992633492511395,0.9992606259395928,0.9992606234133294,270.6,0.8329296508729145,0.594,0.6306971614545726,49.9,0.9960000000000001,0.9875850340136054,0.9916644052710035,48.2
True,True,False,5000,"(1, 2)",True,false,False,0.9680759368423988,0.8537716689472894,0.7578660481634519,0.77588026898004,0.9455794953884216,0.9965894715657523,0.9700357399305914,527.5,0.3,0.13333333333333333,0.18,3.3,0.9982625352870009,0.9976642186862504,0.9979539338408919,171.7,0.9996323529411765,0.9992606259395928,0.9994454662968785,270.6,0.8831556300671386,0.4738775510204082,0.5389732906418947,49.9,0.9960000000000001,0.9464710884353741,0.9688731831699842,48.2
True,True,False,5000,"(1, 2)",False,false,True,0.9607942430703623,0.8159723694115218,0.7271129734317096,0.742163018252119,0.932369537533974,0.997915588522799,0.9636406298046676,527.5,0.1,0.03333333333333333,0.05,3.3,0.9988439306358382,0.9906534747722018,0.9945942716798163,171.7,1.0,0.9852125187918546,0.9923926649440231,270.6,0.868702380952381,0.4379183673469388,0.5017832832314622,49.9,0.9959183673469388,0.9176445578231291,0.9505672598527444,48.2
True,True,False,5000,"(1, 3)",False,false,False,0.9708759249968644,0.8819663994697716,0.8241670675036363,0.8346795431590351,0.9621604143801907,0.9854048070841241,0.9732678041180666,527.5,0.525,0.3833333333333333,0.42523809523809525,3.3,0.9871394067933854,0.9994186046511627,0.9931555451024104,171.7,0.9992633492511395,0.9992606259395928,0.9992606234133294,270.6,0.8222352263939131,0.5900000000000001,0.6254907858113053,49.9,0.9960000000000001,0.9875850340136054,0.9916644052710035,48.2
True,True,False,5000,"(1, 3)",True,false,False,0.9681693075240048,0.8361398873632009,0.75466904772585,0.7692275358023918,0.9461299805651429,0.9965894715657523,0.9703162941400952,527.5,0.2,0.1,0.13,3.3,0.9982625352870009,0.9935706514347885,0.9958268414003333,171.7,0.9996323529411765,0.9992606259395928,0.9994454662968785,270.6,0.8768144553858839,0.4798775510204082,0.5437118634220645,49.9,0.9960000000000001,0.9587159863945578,0.9760647495549788,48.2
True,True,False,5000,"(1, 3)",False,false,True,0.9629416816477836,0.8169796250392602,0.7329480998466431,0.7478375747335001,0.9364024468626019,0.9979159479040882,0.9658176422506053,527.5,0.1,0.03333333333333333,0.05,3.3,0.9982625352870009,0.9912416700666393,0.9946392862420833,171.7,1.0,0.9874306409730764,0.9935659880464993,270.6,0.871294400739019,0.4599183673469388,0.5250057904661454,49.9,0.9959183673469388,0.9278486394557822,0.9579967413956675,48.2
True,False,True,1000,"(1, 1)",False,false,False,0.9722759626238556,0.8797180637988605,0.8439544748230665,0.8499526291670254,0.968678964436446,0.9810422776148583,0.9744699380899512,527.5,0.515,0.4333333333333333,0.45968253968253975,3.3,0.9904124738515311,0.9988338093295253,0.9945471709684807,171.7,0.9981658047834518,0.9992606259395928,0.9987088180464181,270.6,0.8120919560482646,0.6739183673469388,0.6871181625245187,49.9,0.9939591836734696,0.9773384353741497,0.9851891456902445,48.2
True,False,True,1000,"(1, 1)",True,false,False,0.9698489345987152,0.8743156093699126,0.7916397103485434,0.8126003760651432,0.9533009551855445,0.9922265827151975,0.9720991819650555,527.5,0.4333333333333333,0.2666666666666667,0.31333333333333335,3.3,0.9988372093023254,0.9982524139806881,0.9985422591401891,171.7,0.9985454545454544,0.9992606259395928,0.9988970276268929,270.6,0.8660433705194845,0.5719183673469388,0.6372989739077252,49.9,0.9958333333333333,0.921513605442177,0.9554314804176632,48.2
True,False,True,1000,"(1, 1)",False,false,True,0.9677956505985479,0.8431061208913533,0.7630687252429669,0.7815680262020501,0.947632361009271,0.9935537778161118,0.9697550318673439,527.5,0.25,0.1,0.13999999999999999,3.3,0.9976944667201282,0.9965048279613763,0.997084463628512,171.7,0.9996323529411765,0.9907585075850758,0.9950998313539442,270.6,0.8678442113442113,0.5679183673469387,0.6270235134995039,49.9,0.9958333333333333,0.9296768707482993,0.9604453168629972,48.2
True,False,True,1000,"(1, 2)",False,false,False,0.9703154396086793,0.8851815222342523,0.8343207067508324,0.8451385645858878,0.9649181578901145,0.9802821861882582,0.9722080618223103,527.5,0.5583333333333333,0.4083333333333333,0.45499999999999996,3.3,0.9904397374105626,0.9988338093295253,0.9945568273171569,171.7,0.9992633492511395,0.9992606259395928,0.9992606234133294,270.6,0.8021345555203638,0.6419183673469389,0.6636985210365071,49.9,0.9960000000000001,0.9772959183673467,0.9861073539260232,48.2
True,False,True,1000,"(1, 2)",True,false,False,0.9701290466435332,0.8719150786614973,0.783184365405092,0.8060801849610835,0.9548084598942757,0.9916594790408831,0.972617159251055,527.5,0.4333333333333333,0.19999999999999998,0.2633333333333333,3.3,0.9982625352870009,0.9982524139806881,0.9982540892716351,171.7,0.9989051094890511,0.9992606259395928,0.9990791696438972,270.6,0.8501810339653224,0.5758775510204082,0.6408904505327319,49.9,0.9960000000000001,0.9340561224489796,0.962306907733848,48.2
True,False,True,1000,"(1, 2)",False,false,True,0.9687294445141241,0.821894308439988,0.7613893392866833,0.7743644474741165,0.9534290372316038,0.9899520585360243,0.9710423037341576,527.5,0.13333333333333333,0.06666666666666667,0.08333333333333333,3.3,0.9938180908425565,0.9982524139806881,0.995981361998908,171.7,1.0,0.9974087740877409,0.9986950489202414,270.6,0.8569503552188298,0.5758775510204082,0.6321405892683103,49.9,0.9938350340136056,0.9401785714285713,0.9649940475897486,48.2
True,False,True,1000,"(1, 3)",False,false,False,0.9710623179620107,0.8859296842995115,0.8369873135206177,0.8472130835117163,0.9664889961848226,0.9802818268069693,0.9730166409364711,527.5,0.5583333333333333,0.4083333333333333,0.45499999999999996,3.3,0.9904397374105626,0.9988338093295253,0.9945568273171569,171.7,0.9992633492511395,0.9992606259395928,0.9992606234133294,270.6,0.8070935059437417,0.6579183673469389,0.6763679833123686,49.9,0.9939591836734696,0.9772959183673467,0.9850764260909717,48.2
True,False,True,1000,"(1, 3)",True,false,False,0.9698491958972644,0.873231658052509,0.7830313845755277,0.8062137635733491,0.954624675585656,0.9912803317808061,0.9723326627088669,527.5,0.4333333333333333,0.19999999999999998,0.2633333333333333,3.3,0.9982625352870009,0.9982524139806881,0.9982540892716351,171.7,0.9989051094890511,0.9988902555692224,0.99889364088694,270.6,0.8583459272730728,0.5799183673469388,0.6445171321712513,49.9,0.9959183673469388,0.9298469387755102,0.959951723068067,48.2
True,False,True,1000,"(1, 3)",False,false,True,0.9690096436584584,0.8395620293003707,0.7672864937116117,0.7829220665330834,0.9534385835403805,0.9903312057961013,0.9712320608365917,527.5,0.225,0.1,0.1285714285714286,3.3,0.9938180908425565,0.9982524139806881,0.995981361998908,171.7,1.0,0.9970384037173705,0.9985060328538756,270.6,0.8691971340723494,0.5779183673469387,0.6370341482083732,49.9,0.9959183673469388,0.9401785714285713,0.9662073667293235,48.2
True,False,True,5000,"(1, 1)",False,false,False,0.9728360125144585,0.8853379739535221,0.8378898308814232,0.8470613685486642,0.9679003328982599,0.98369523029153,0.9753912347961846,527.5,0.5333333333333333,0.4083333333333333,0.44547619047619047,3.3,0.9898410832462556,0.9988338093295253,0.9942589913588634,171.7,0.9981658047834518,0.9992606259395928,0.9987088180464181,270.6,0.826787289459831,0.6619183673469389,0.6834339280261179,49.9,0.9960000000000001,0.975297619047619,0.9850990485882105,48.2
True,False,True,5000,"(1, 1)",True,false,False,0.9692888847081121,0.8746476241267486,0.7884959063382837,0.8105153912972776,0.9508502776589666,0.9933647432580068,0.9713485168633221,527.5,0.4333333333333333,0.2666666666666667,0.31333333333333335,3.3,0.9988372093023254,0.9964980280157759,0.9976520823194912,171.7,0.9989051094890511,0.9992606259395928,0.9990791696438972,270.6,0.8700414476298759,0.5639183673469388,0.6324475287525015,49.9,0.9959183673469388,0.911267006802721,0.9492317168711202,48.2
True,False,True,5000,"(1, 1)",False,false,True,0.9604204990453894,0.8328045586374099,0.7395063691225744,0.7628363709965216,0.9326424297772009,0.9950703668564198,0.9624980464479769,527.5,0.2,0.06666666666666667,0.1,3.3,0.9982591353142007,0.9842411260709912,0.9909286919517692,171.7,0.9996323529411765,0.9829971299712998,0.9910425255022124,270.6,0.8704601004585477,0.5238367346938775,0.5986189311300705,49.9,0.9958333333333333,0.8842261904761906,0.9339300309471001,48.2
True,False,True,5000,"(1, 2)",False,false,False,0.9730225796786376,0.8933037635533344,0.8491717823716968,0.8548523734540062,0.9664425289085024,0.9842644902535795,0.9749365664347364,527.5,0.5654761904761905,0.4833333333333333,0.49320346320346325,3.3,0.9887677714454931,0.9988338093295253,0.9937022546035136,171.7,0.9992633492511395,0.9992606259395928,0.9992606234133294,270.6,0.8438727412386798,0.6519999999999999,0.6818598789825021,49.9,0.9960000000000001,0.9773384353741497,0.9861514540864924,48.2
True,False,True,5000,"(1, 2)",True,false,False,0.9691952527279568,0.8783645019396598,0.7764003079404639,0.8026920810425213,0.9501082838686521,0.993744249899373,0.971167979549087,527.5,0.45,0.19999999999999998,0.27,3.3,0.9982625352870009,0.9982524139806881,0.9982540892716351,171.7,0.9992673992673993,0.9992606259395928,0.9992619813006701,270.6,0.8767154598815727,0.5558775510204081,0.6279988318962075,49.9,0.9958333333333333,0.9112670068027212,0.9494696042375284,48.2
True,False,True,5000,"(1, 2)",False,false,True,0.9645281122399207,0.8136033223930511,0.7379488401239709,0.7557383866077683,0.9389826033574259,0.9962074492553619,0.9664572445636408,527.5,0.05,0.03333333333333333,0.04,3.3,0.9988372093023254,0.9976710186318508,0.9982507139506849,171.7,1.0,0.9881700150334837,0.9939512742559031,270.6,0.8980554408474912,0.5239183673469388,0.5997386638335754,49.9,0.9957446808510639,0.8883928571428573,0.9360324230428055,48.2
True,False,True,5000,"(1, 3)",False,false,False,0.9727422934347869,0.8939106442410436,0.8496734147939715,0.855668968839393,0.9669329249708289,0.9833168017940315,0.97470407785408,527.5,0.5738095238095238,0.4833333333333333,0.497965367965368,3.3,0.9882188500279276,0.9988338093295253,0.9934206618755222,171.7,0.9992633492511395,0.9992606259395928,0.9992606234133294,270.6,0.8392392173868413,0.656,0.6825557280020347,49.9,0.9960000000000001,0.9772959183673467,0.9861073539260232,48.2
True,False,True,5000,"(1, 3)",True,false,False,0.9691019691458674,0.8777278071293674,0.7775894622923316,0.8031119798049826,0.9509408768815822,0.9927958426772469,0.9711403708385165,527.5,0.45,0.19999999999999998,0.27,3.3,0.9982625352870009,0.9982524139806881,0.9982540892716351,171.7,0.9989051094890511,0.9992606259395928,0.9990791696438972,270.6,0.8724249877852361,0.5618775510204082,0.6295819654307683,49.9,0.9958333333333333,0.9133503401360545,0.9506162836450773,48.2
True,False,True,5000,"(1, 3)",False,false,True,0.9646211345234612,0.8102908090356529,0.7431138495174834,0.7589330159106502,0.9405985174650253,0.9948802541544476,0.9666378825581747,527.5,0.05,0.03333333333333333,0.04,3.3,0.9988372093023254,0.9912382700938392,0.9949076054462859,171.7,1.0,0.9881700150334837,0.9939477869464948,270.6,0.8765644465955026,0.5439183673469389,0.610797592001164,49.9,0.9957446808510639,0.9071428571428571,0.947307228511782,48.2
True,False,False,1000,"(1, 1)",False,false,False,0.9718092834148585,0.8838174227718303,0.8499676770247679,0.8527815800499191,0.9673927301564728,0.98104155885228,0.9738156364305073,527.5,0.5321428571428571,0.4833333333333333,0.48796536796536805,3.3,0.9898508974968513,0.9988338093295253,0.9942623181424407,171.7,0.9985334518422754,0.9992606259395928,0.9988929801090333,270.6,0.8189845999925252,0.658,0.674413749890213,49.9,0.9960000000000001,0.9793367346938776,0.9873394277619514,48.2
True,False,False,1000,"(1, 1)",True,false,False,0.9705025293699571,0.8725821562691392,0.7923915183842716,0.8126492915800286,0.9541304295481629,0.993364743258007,0.9730677682736711,527.5,0.4333333333333333,0.2666666666666667,0.31333333333333335,3.3,0.9988372093023254,0.9976676186590507,0.9982472789780363,171.7,0.9992673992673993,0.9992606259395928,0.9992619813006701,270.6,0.8541798853125512,0.5759183673469387,0.6361623052125673,49.9,0.9957446808510639,0.9214710884353743,0.9558230823818927,48.2
