Lower Case,Remove Stop Words,Stem,Max Features,N-gram Range,TF,IDF,TFIDF,Accuracy,Precision,Recall,F1-Score,Functional-Method Precision,Functional-Method Recall,Functional-Method F1-Score,Functional-Method Support,Functional-Module Precision,Functional-Module Recall,Functional-Module F1-Score,Functional-Module Support,Functional-Inline Precision,Functional-Inline Recall,Functional-Inline F1-Score,Functional-Inline Support,Code Precision,Code Recall,Code F1-Score,Code Support,IDE Precision,IDE Recall,IDE F1-Score,IDE Support,General Precision,General Recall,General F1-Score,General Support,Notice Precision,Notice Recall,Notice F1-Score,Notice Support,ToDo Precision,ToDo Recall,ToDo F1-Score,ToDo-Support
True,True,False,1000,"(1, 1)",False,false,True,0.909260420586145,0.8208819202636013,0.7773725634097756,0.7834226355636466,0.9476636002808629,0.9409966821499669,0.9438915184141627,274.7,0.7126923072536476,0.702576788291074,0.7002170192470725,98.8,0.7519077323532808,0.8623376623376625,0.800615578397285,154.0,0.4,0.225,0.27,3.3,0.9977043189368769,0.9906908744730041,0.9940598130220943,171.7,0.9996296296296296,0.9948325816591499,0.9971806358026845,270.6,0.7616244403211786,0.5419591836734694,0.5839222404496714,49.9,0.9958333333333333,0.9605867346938777,0.9774942791762016,48.2
True,True,False,1000,"(1, 2)",False,false,False,0.9116875357108019,0.8394100472334441,0.8109649182807598,0.8153880737127821,0.9670464621278747,0.9308055739880556,0.9479683767930862,274.7,0.7171773316687381,0.6782106782106783,0.688685948450554,98.8,0.7662456849581775,0.8655844155844157,0.8102053155250367,154.0,0.5666666666666667,0.41666666666666663,0.46333333333333326,3.3,0.9887043521626435,0.9936046511627905,0.9909921763007346,171.7,0.9996323529411765,0.9992606259395928,0.9994454662968785,270.6,0.7138075273422769,0.6139183673469388,0.6297569361526814,49.9,0.9960000000000001,0.9896683673469389,0.9927170368499508,48.2
True,True,False,1000,"(1, 2)",True,false,False,0.9119670380590048,0.8045686547960962,0.7821312329354442,0.7840726409158503,0.968332609603243,0.9366250829462508,0.9516979174923927,274.7,0.7184327697738688,0.7035765821480108,0.702747517678748,98.8,0.757115536077605,0.864935064935065,0.8047680872651881,154.0,0.26666666666666666,0.21666666666666665,0.23714285714285718,3.3,0.9921264367816092,0.9930232558139535,0.9923984900863514,171.7,0.9985294117647058,0.9992606259395928,0.9988929876737622,270.6,0.7393458077010708,0.5699183673469388,0.6008422711744037,49.9,0.9960000000000001,0.9730442176870749,0.9840909988130996,48.2
True,True,False,1000,"(1, 2)",False,false,True,0.9101003212230167,0.7959721336691233,0.7646545664996299,0.7673006772332006,0.9597091923243068,0.9413563370935634,0.9499080662341617,274.7,0.7141224662521386,0.6954236239950526,0.6971723510037127,98.8,0.7529293659565861,0.8603896103896105,0.8000517067793407,154.0,0.2,0.09166666666666666,0.12000000000000002,3.3,0.9909755314517884,0.992438460492316,0.991529036033862,171.7,1.0,0.9948325816591499,0.9973654774160975,270.6,0.7540405133681676,0.5639183673469388,0.5960676150728428,49.9,0.9960000000000001,0.9772108843537414,0.9863111653255879,48.2
True,True,False,1000,"(1, 3)",False,false,False,0.9058068376604375,0.8227772855655022,0.7931718508502087,0.7984476311802051,0.965651731146717,0.9297133377571333,0.9466797797446487,274.7,0.6940896873874711,0.6611008039579468,0.6680910329791916,98.8,0.7466274425866262,0.8603896103896105,0.7973239768649457,154.0,0.4666666666666666,0.3333333333333333,0.37666666666666665,3.3,0.9914485190299,0.9819495444036448,0.9863509562435839,171.7,0.9996323529411765,0.9992606259395928,0.9994454662968785,270.6,0.7221018847654603,0.5879183673469388,0.6192752059607233,49.9,0.9960000000000001,0.9917091836734695,0.9937479646850024,48.2
True,True,False,1000,"(1, 3)",True,false,False,0.9093537041682346,0.8020228175937785,0.7785794913775816,0.7814211763788509,0.9676226799460175,0.9355315195753151,0.9507630956460478,274.7,0.7067179370473389,0.6934446505875076,0.6916271280723513,98.8,0.7480795952160952,0.8525974025974028,0.7938349474034152,154.0,0.26666666666666666,0.21666666666666665,0.23714285714285718,3.3,0.9921458773784355,0.9982558139534883,0.9951202814780663,171.7,0.9992619825708061,0.9992606259395928,0.9992606246834654,270.6,0.7396878019248689,0.5619183673469388,0.6006306419008551,49.9,0.9960000000000001,0.9709608843537414,0.9829898347037481,48.2
True,True,False,1000,"(1, 3)",False,false,True,0.9058996857449448,0.8036260097094502,0.7637186519520276,0.7698667165442428,0.9607581485130942,0.9333523556735235,0.9463313501358144,274.7,0.7061365623873762,0.689383632240775,0.6888647786726583,98.8,0.7418716357888796,0.8551948051948053,0.7915067444460688,154.0,0.3,0.125,0.17,3.3,0.9915615763546798,0.9930232558139535,0.9921119714543112,171.7,1.0,0.9948325816591499,0.9973654774160975,270.6,0.7326801546315728,0.5459183673469388,0.5886168961176954,49.9,0.9960000000000001,0.9730442176870749,0.9841365141112972,48.2
True,True,False,5000,"(1, 1)",False,false,False,0.9154223629750409,0.832257391785722,0.8031228162245727,0.8070239382257094,0.9575543848938578,0.936264100862641,0.9462542945045442,274.7,0.7319737896674254,0.6873840445269017,0.7022320589734261,98.8,0.772974323614438,0.8818181818181818,0.8216294991690738,154.0,0.45,0.35,0.38,3.3,0.9881550583974843,0.9988372093023254,0.9934028178519452,171.7,0.9992633492511395,0.9992606259395928,0.9992606234133294,270.6,0.7641790447879613,0.588,0.6249989009698927,49.9,0.9939591836734696,0.9834183673469388,0.9884133109234634,48.2
True,True,False,5000,"(1, 1)",True,false,False,0.91103394093956,0.8257939365402198,0.7800458507557929,0.7853360590806672,0.9564451079300103,0.9358978102189781,0.9455365640214429,274.7,0.7056656210983664,0.7086683158111728,0.6981190786482656,98.8,0.7577491292601477,0.8597402597402597,0.8018491444677356,154.0,0.4,0.225,0.27,3.3,0.9937932615439842,0.9988372093023254,0.9962616350310165,171.7,0.9996296296296296,0.9992606259395928,0.9994447867460806,270.6,0.7991911918392114,0.5419591836734694,0.5894689338507069,49.9,0.9938775510204081,0.9710034013605442,0.9820083298800897,48.2
True,True,False,5000,"(1, 1)",False,false,True,0.9079539278397928,0.8113370202395211,0.7689448923307636,0.7732026185953712,0.9478657626729315,0.9388122096881221,0.9427474004980428,274.7,0.7013288881914178,0.6995877138734281,0.691783073100394,98.8,0.7485684818416727,0.8629870129870131,0.7989827440698087,154.0,0.3,0.19166666666666665,0.22000000000000003,3.3,0.9932350451938603,0.9918536651706786,0.9923945445916574,171.7,1.0,0.9985226185595188,0.9992592579891232,270.6,0.8058629500026806,0.5179591836734694,0.5698096069256104,49.9,0.9938350340136054,0.9501700680272108,0.9706443215883335,48.2
True,True,False,5000,"(1, 2)",False,false,False,0.9175690176568141,0.8467670277191506,0.8173255491889357,0.8210525838885923,0.9670638849084264,0.9366264100862642,0.9510274187194202,274.7,0.736295886427099,0.686353329210472,0.7041548838278163,98.8,0.7706376869962765,0.8896103896103895,0.8240257633982313,154.0,0.5533333333333333,0.4416666666666666,0.47603174603174603,3.3,0.9870219428237184,0.9994186046511627,0.9931196310826195,171.7,0.9996323529411765,0.9992606259395928,0.9994454662968785,270.6,0.7641511343231736,0.596,0.6278987249020754,49.9,0.9960000000000001,0.9896683673469389,0.9927170368499508,48.2
True,True,False,5000,"(1, 2)",True,false,False,0.9127145261089511,0.81208859735447,0.7786707096830857,0.7804239892719667,0.9712118331662178,0.9369860650298607,0.9532586115185137,274.7,0.7076967520997676,0.7116573902288187,0.700335814400334,98.8,0.7538203623557184,0.8642857142857142,0.801511958814954,154.0,0.3,0.19166666666666665,0.22000000000000003,3.3,0.9926978273868846,0.9982558139534883,0.9954051776776345,171.7,0.9996323529411765,0.9992606259395928,0.9994454662968785,270.6,0.777690467212526,0.5479591836734694,0.5871490080377576,49.9,0.9939591836734692,0.9792942176870749,0.986285877429661,48.2
True,True,False,5000,"(1, 2)",False,false,True,0.9087007190936077,0.8076029587405031,0.7702717907905438,0.7740052343866559,0.9587519671362414,0.9409940278699404,0.9492313192690703,274.7,0.7134755838789917,0.7076066790352504,0.7006326003724508,98.8,0.737872460111604,0.8655844155844156,0.7938878665962308,154.0,0.3,0.19166666666666665,0.22000000000000003,3.3,0.9976978273868845,0.9912756697946415,0.9943333279842796,171.7,1.0,0.9948325816591499,0.9973654774160975,270.6,0.7590666477368341,0.5199591836734694,0.5659873363265581,49.9,0.9939591836734692,0.9502551020408163,0.9706039471285605,48.2
True,True,False,5000,"(1, 3)",False,false,False,0.9166354850397871,0.840222064946819,0.8133569602382039,0.8160901058224072,0.9656068611522064,0.9369900464499004,0.9505345159363878,274.7,0.7345303461357369,0.6883838383838384,0.7038824648077274,98.8,0.7721918382913631,0.8824675324675324,0.8215468131104913,154.0,0.5166666666666666,0.41666666666666663,0.44666666666666666,3.3,0.9870219428237184,0.9994186046511627,0.9931196310826195,171.7,0.9996323529411765,0.9992606259395928,0.9994454662968785,270.6,0.7501265115636828,0.594,0.6208082518285349,49.9,0.9960000000000001,0.9896683673469389,0.9927170368499508,48.2
True,True,False,5000,"(1, 3)",True,false,False,0.9125276976462228,0.8110044776958085,0.7783663307587873,0.7805139988869826,0.9683769639878989,0.9380809555408096,0.9524685440851253,274.7,0.7096512632953976,0.7035868893011752,0.6983644235247116,98.8,0.7527590708415655,0.8642857142857142,0.801542746914019,154.0,0.3,0.19166666666666665,0.22000000000000003,3.3,0.9932185875286595,0.9988372093023254,0.9959734651624625,171.7,0.9996323529411765,0.9992606259395928,0.9994454662968785,270.6,0.7683975829717709,0.5539591836734694,0.5900529453462326,49.9,0.9960000000000001,0.9772534013605443,0.9862643997664309,48.2
True,True,False,5000,"(1, 3)",False,false,True,0.908700370695542,0.7966137453262825,0.7606694755135456,0.7632707429057377,0.9581097693395672,0.9409953550099537,0.94903283590948,274.7,0.7160224252738971,0.7045763760049474,0.7018666468418623,98.8,0.7372073086062603,0.8655844155844157,0.7929317362708647,154.0,0.2,0.09166666666666666,0.12000000000000002,3.3,0.9976978273868845,0.992438460492316,0.9949575171281063,171.7,1.0,0.9911302446357798,0.9954708977449063,270.6,0.7678726320036502,0.5299591836734694,0.5701327359795648,49.9,0.9960000000000001,0.9690051020408162,0.9817735733711176,48.2
True,False,True,1000,"(1, 1)",False,false,False,0.9134614915617989,0.8334546706716844,0.8213130701905695,0.8203131011371088,0.9500816192934968,0.9286303915063039,0.9384906230148466,274.7,0.7122998721903923,0.6994331065759638,0.6980254052999373,98.8,0.7918243425200482,0.8435064935064936,0.8139899166727773,154.0,0.45499999999999996,0.4416666666666666,0.43944444444444447,3.3,0.9909161851320241,0.9988372093023254,0.9948156863680582,171.7,0.9996323529411765,0.9992606259395928,0.9994454662968785,270.6,0.774010652870805,0.6799183673469388,0.6920293193948288,49.9,0.9938723404255321,0.9792517006802722,0.9862639476050996,48.2
True,False,True,1000,"(1, 1)",True,false,False,0.9159828483632261,0.8436849081036494,0.8123874846389413,0.8179522990428317,0.9508036574576731,0.936269409422694,0.9428996922290495,274.7,0.7187963473755743,0.7480004122861266,0.7254495892173491,98.8,0.7873738818941187,0.8337662337662339,0.8066811863820755,154.0,0.475,0.375,0.40499999999999997,3.3,0.9982625352870009,0.9988372093023254,0.9985473493167308,171.7,0.9981644580909286,0.9992606259395928,0.9987095026775537,270.6,0.8250783847238994,0.6618775510204081,0.697361511581607,49.9,0.9960000000000001,0.9460884353741497,0.9689695609382877,48.2
True,False,True,1000,"(1, 1)",False,false,True,0.9119679090541691,0.8358681974193314,0.7958298191446984,0.8037393038618228,0.9453115275370887,0.9329860650298608,0.9383968486586725,274.7,0.7226532874447356,0.736837765409194,0.7210842134764918,98.8,0.7715733133130043,0.840909090909091,0.8010315015366067,154.0,0.45,0.25833333333333336,0.31333333333333335,3.3,0.9977043189368769,0.991860465116279,0.9946480483162121,171.7,0.9996323529411765,0.9914992483258166,0.9954800516576094,270.6,0.8040707791817671,0.6619591836734694,0.6932093235970129,49.9,0.9960000000000001,0.9522534013605443,0.9727311103186433,48.2
True,False,True,1000,"(1, 2)",False,false,False,0.9145816784425215,0.8327696149595185,0.8107532580911002,0.814324081405054,0.9609588125206973,0.9308108825481087,0.9449092771984517,274.7,0.7283101597462742,0.7156153370439085,0.7144164101439567,98.8,0.7761489454914182,0.8422077922077923,0.8059333674687899,154.0,0.4583333333333333,0.35,0.38357142857142856,3.3,0.990968402786922,0.9988372093023254,0.9948289702745695,171.7,1.0,0.9992606259395928,0.9996296283594936,270.6,0.7534780821240343,0.6659183673469388,0.6829798737589436,49.9,0.9939591836734696,0.983375850340136,0.9883236954647968,48.2
True,False,True,1000,"(1, 2)",True,false,False,0.9160755222487005,0.8353080891232862,0.8093129896894464,0.8145313648350175,0.9609524548913078,0.9366330457863304,0.9480707668993802,274.7,0.7133438307623512,0.7500000000000001,0.7235890839267458,98.8,0.784627569605543,0.8337662337662339,0.8055712545652787,154.0,0.45,0.35,0.38,3.3,0.9982625352870009,0.9988372093023254,0.9985473493167308,171.7,0.9985294117647058,0.9992606259395928,0.9988929876737622,270.6,0.7807489106753813,0.6578775510204082,0.6909730797947253,49.9,0.9960000000000001,0.9481292517006803,0.9706063965035179,48.2
True,False,True,1000,"(1, 2)",False,false,True,0.913835235586772,0.8207477325489577,0.7914005387102289,0.7974746876059817,0.9553085616272942,0.9373603185136032,0.9457258551982971,274.7,0.7198614145150863,0.7328076685219542,0.7180236726830448,98.8,0.7778792209128067,0.8331168831168831,0.8012057376226436,154.0,0.35,0.225,0.2633333333333333,3.3,0.9932218709387088,0.9988372093023254,0.9959734554213993,171.7,0.9996323529411765,0.9977846111794451,0.9987019718730867,270.6,0.7761192557831212,0.6519183673469389,0.6839381517673685,49.9,0.9939591836734696,0.9543792517006804,0.9728953229486809,48.2
True,False,True,1000,"(1, 3)",False,false,False,0.9154216661789094,0.8444514934422447,0.8236145850317417,0.8264691392008501,0.96007483585671,0.9311771731917717,0.9447297443676481,274.7,0.7281732924802127,0.7176458462172748,0.7144040061313103,98.8,0.7836869177351636,0.840909090909091,0.8088646783596115,154.0,0.5416666666666666,0.4416666666666666,0.4716666666666667,3.3,0.9903870074380847,0.9988372093023254,0.9945374250850652,171.7,1.0,0.9992606259395928,0.9996296283594936,270.6,0.7576640436876505,0.6739183673469389,0.688476499797825,49.9,0.9939591836734696,0.985501700680272,0.9894444648391806,48.2
