Lower Case,Remove Stop Words,Stem,Max Features,N-gram Range,TF,TFIDF,Accuracy,Macro Precision,Macro Recall,Macro F1-Score,Functional-Method Precision,Functional-Method Recall,Functional-Method F1-Score,Functional-Method Support,Functional-Module Precision,Functional-Module Recall,Functional-Module F1-Score,Functional-Module Support,Functional-Inline Precision,Functional-Inline Recall,Functional-Inline F1-Score,Functional-Inline Support,Code Precision,Code Recall,Code F1-Score,Code Support,IDE Precision,IDE Recall,IDE F1-Score,IDE Support,General Precision,General Recall,General F1-Score,General Support,Notice Precision,Notice Recall,Notice F1-Score,Notice Support,ToDo Precision,ToDo Recall,ToDo F1-Score,ToDo Support
TRUE,TRUE,FALSE,1000,(1 1),FALSE,FALSE,94.86550093,0.879348307,0.878889109,0.87410609,0.96689891,0.943570007,0.95504135,274.7,0.797797117,0.913945578,0.851587693,98.8,0.910280214,0.930519481,0.920095592,154,0.526666667,0.616666667,0.551904762,3.3,0.99652171,0.998833809,0.997674399,171.7,0.999263349,0.998890256,0.999075095,270.6,0.841358489,0.645183673,0.727887839,49.9,0.996,0.983503401,0.989581991,48.2
TRUE,TRUE,FALSE,1000,(1 1),TRUE,FALSE,94.6881576,0.874784673,0.870050625,0.867675219,0.9653967,0.953029861,0.959100588,274.7,0.825402368,0.863378685,0.843483701,98.8,0.89812873,0.92012987,0.908935478,154,0.56,0.55,0.520238095,3.3,0.99710971,0.998833809,0.997964229,171.7,0.999632353,0.998891622,0.999259939,270.6,0.758863072,0.707306122,0.731437545,49.9,0.993744454,0.968835034,0.980982175,48.2
TRUE,TRUE,FALSE,1000,(1 1),FALSE,TRUE,94.77230444,0.90657602,0.857220184,0.871028292,0.969956288,0.948295952,0.958921823,274.7,0.818425542,0.884559885,0.849472413,98.8,0.887032281,0.922077922,0.904054783,154,0.783333333,0.425,0.525238095,3.3,0.995966815,0.998252414,0.997096311,171.7,0.999632353,0.998891622,0.999259939,270.6,0.802261549,0.697265306,0.744645305,49.9,0.996,0.983418367,0.989537664,48.2
TRUE,TRUE,FALSE,1000,(1 2),FALSE,FALSE,94.9122124,0.868487552,0.871960395,0.865438517,0.970963037,0.946115461,0.958313181,274.7,0.800786806,0.923057102,0.857200845,98.8,0.91236013,0.929220779,0.92054425,154,0.458333333,0.566666667,0.492777778,3.3,0.995976821,0.999418605,0.99768113,171.7,0.998894346,0.998891622,0.998890938,270.6,0.814585944,0.635102041,0.711720934,49.9,0.996,0.977210884,0.986379077,48.2
TRUE,TRUE,FALSE,1000,(1 2),TRUE,FALSE,94.56686281,0.893988352,0.875121053,0.878829566,0.965346358,0.953032515,0.959141934,274.7,0.813243246,0.878519893,0.844162371,98.8,0.899258479,0.91038961,0.904595719,154,0.735,0.616666667,0.637380952,3.3,0.99884057,0.998833809,0.998833799,171.7,1,0.999260626,0.999629628,270.6,0.752599556,0.675387755,0.70907863,49.9,0.987618604,0.968877551,0.977813492,48.2
TRUE,TRUE,FALSE,1000,(1 2),FALSE,TRUE,94.31489262,0.883499051,0.852434905,0.858369421,0.97313917,0.948297279,0.960526,274.7,0.805812232,0.875427747,0.838444555,98.8,0.873350471,0.91038961,0.891068184,154,0.666666667,0.458333333,0.494761905,3.3,0.998259175,0.999418605,0.998835509,171.7,1,0.999260626,0.999629628,270.6,0.761098133,0.65322449,0.701455697,49.9,0.989666558,0.975127551,0.982233888,48.2
TRUE,TRUE,FALSE,1000,(1 3),FALSE,FALSE,94.73488649,0.875783999,0.873093195,0.868644226,0.972273325,0.940656934,0.956147873,274.7,0.791264608,0.916955267,0.849075408,98.8,0.912217758,0.921428571,0.916669306,154,0.543333333,0.566666667,0.522619048,3.3,0.995398786,0.999418605,0.997391275,171.7,0.998895702,0.998891622,0.998891618,270.6,0.796888478,0.655183673,0.717747281,49.9,0.996,0.985544218,0.990612,48.2
TRUE,TRUE,FALSE,1000,(1 3),TRUE,FALSE,94.61353074,0.877232682,0.862392974,0.865498304,0.970592937,0.947568679,0.958889114,274.7,0.813454267,0.886549165,0.847818245,98.8,0.899817628,0.918831169,0.909016764,154,0.608333333,0.5,0.525714286,3.3,0.998255775,0.998833809,0.998542259,171.7,1,0.999260626,0.999629628,270.6,0.737753887,0.681306122,0.706581317,49.9,0.989653628,0.966794218,0.97779482,48.2
TRUE,TRUE,FALSE,1000,(1 3),FALSE,TRUE,94.24944605,0.875416142,0.849999046,0.857884116,0.971259427,0.941742535,0.956173819,274.7,0.800869946,0.880498866,0.83752601,98.8,0.875661594,0.913636364,0.893931571,154,0.6,0.433333333,0.488571429,3.3,0.997684501,0.999418605,0.998545659,171.7,1,0.999260626,0.999629628,270.6,0.768275883,0.66322449,0.709708691,49.9,0.989577788,0.968877551,0.978986123,48.2
TRUE,TRUE,TRUE,1000,(1 1),FALSE,FALSE,94.6042198,0.880696257,0.87341736,0.872180298,0.955867066,0.940658261,0.948092928,274.7,0.798173974,0.90380334,0.847309816,98.8,0.910760594,0.924675325,0.917490182,154,0.56,0.591666667,0.55547619,3.3,0.996518349,0.998833809,0.997672714,171.7,0.999632353,0.998890256,0.999259938,270.6,0.832617719,0.641183673,0.7225168,49.9,0.992,0.987627551,0.989623815,48.2
TRUE,TRUE,TRUE,1000,(1 1),TRUE,FALSE,94.66021608,0.88335346,0.86791276,0.87095641,0.960222062,0.948667551,0.954275725,274.7,0.833349427,0.880571016,0.855254725,98.8,0.891842839,0.922077922,0.906475845,154,0.608333333,0.541666667,0.546666667,3.3,0.99710971,0.998833809,0.997964229,171.7,0.999632353,0.999260626,0.999445466,270.6,0.784465614,0.681306122,0.726477871,49.9,0.99187234,0.970918367,0.981090751,48.2
TRUE,TRUE,TRUE,1000,(1 1),FALSE,TRUE,94.35211025,0.899438448,0.867935261,0.87681829,0.963345761,0.943927007,0.953449881,274.7,0.804433082,0.881601732,0.840756853,98.8,0.884143356,0.907792208,0.895714776,154,0.758333333,0.558333333,0.612857143,3.3,0.995966815,0.998833809,0.997387856,171.7,0.999261983,0.998890256,0.999075096,270.6,0.792106584,0.681102041,0.730179792,49.9,0.997916667,0.973001701,0.985124925,48.2
TRUE,TRUE,TRUE,1000,(1 2),FALSE,FALSE,94.5574822,0.866219481,0.865469711,0.860920051,0.96367233,0.94138288,0.952282865,274.7,0.788566804,0.90890538,0.843889497,98.8,0.910623524,0.922727273,0.916519233,154,0.46952381,0.541666667,0.48452381,3.3,0.996554856,0.999418605,0.997970985,171.7,0.999263349,0.999260626,0.999260623,270.6,0.807433528,0.631102041,0.706562203,49.9,0.994117647,0.979294218,0.986351191,48.2
TRUE,TRUE,TRUE,1000,(1 2),TRUE,FALSE,94.41754811,0.88445593,0.869948193,0.871410822,0.962187233,0.951575315,0.956791962,274.7,0.816191469,0.872469594,0.842405762,98.8,0.8980301,0.905844156,0.901544847,154,0.67,0.583333333,0.586666667,3.3,0.99884057,0.998833809,0.998833799,171.7,1,0.999260626,0.999629628,270.6,0.736649881,0.67522449,0.702284796,49.9,0.993748191,0.973044218,0.983129114,48.2
TRUE,TRUE,TRUE,1000,(1 2),FALSE,TRUE,94.613583,0.881802122,0.85209013,0.859593229,0.970961187,0.941743862,0.956035918,274.7,0.801437215,0.90474129,0.849258013,98.8,0.895259607,0.917532468,0.906152225,154,0.608333333,0.4,0.455238095,3.3,0.997109749,0.999418605,0.998257475,171.7,0.999630996,0.998890256,0.999259257,270.6,0.787768223,0.677183673,0.727241985,49.9,0.993916667,0.977210884,0.98530286,48.2
TRUE,TRUE,TRUE,1000,(1 3),FALSE,FALSE,94.48287275,0.865607696,0.866816164,0.861393004,0.964387925,0.942833444,0.953414871,274.7,0.79836349,0.89569161,0.843529387,98.8,0.905740179,0.924675325,0.914899296,154,0.48452381,0.566666667,0.501190476,3.3,0.995976821,0.999418605,0.99768113,171.7,0.998163101,0.998891622,0.998523971,270.6,0.785963491,0.63122449,0.698729698,49.9,0.991742754,0.975127551,0.9831752,48.2
TRUE,TRUE,TRUE,1000,(1 3),TRUE,FALSE,94.40815879,0.864266964,0.872347938,0.864314954,0.963221613,0.950119443,0.956561485,274.7,0.819716742,0.876551227,0.846550587,98.8,0.899010737,0.907792208,0.903037742,154,0.516666667,0.608333333,0.535238095,3.3,0.998255775,0.998833809,0.998542259,171.7,1,0.999260626,0.999629628,270.6,0.727730716,0.675265306,0.699338227,49.9,0.989533461,0.962627551,0.975621611,48.2
TRUE,TRUE,TRUE,1000,(1 3),FALSE,TRUE,94.22146968,0.870435925,0.847277438,0.848316918,0.970509768,0.941015262,0.955461356,274.7,0.799648427,0.889600082,0.841419272,98.8,0.875933521,0.908441558,0.891755626,154,0.56,0.408333333,0.410238095,3.3,0.998259175,0.999418605,0.998835509,171.7,1,0.998890256,0.9994441,270.6,0.771427322,0.653183673,0.706050086,49.9,0.987709184,0.979336735,0.983331298,48.2
FALSE,FALSE,FALSE,5000,(1 1),FALSE,FALSE,95.56566781,0.892525398,0.905168627,0.895152434,0.967442581,0.95922495,0.963240719,274.7,0.844696015,0.899793857,0.871131361,98.8,0.919277689,0.937012987,0.927997624,154,0.583333333,0.758333333,0.649603175,3.3,0.996528354,0.998833809,0.997674384,171.7,0.999632353,0.999260626,0.999445466,270.6,0.835175211,0.705428571,0.76353447,49.9,0.994117647,0.983460884,0.988592278,48.2
FALSE,FALSE,FALSE,5000,(1 1),TRUE,FALSE,95.47240165,0.917999258,0.897973638,0.903507902,0.968524463,0.959950896,0.964138272,274.7,0.872822447,0.880560709,0.876178948,98.8,0.903733093,0.934415584,0.91864003,154,0.816666667,0.691666667,0.722142857,3.3,0.997103105,0.997671019,0.997377773,171.7,1,0.999260626,0.999629628,270.6,0.791318203,0.751428571,0.769019716,49.9,0.993826087,0.968835034,0.980935996,48.2
FALSE,FALSE,FALSE,5000,(1 1),FALSE,TRUE,95.10829083,0.907332732,0.869558378,0.880080928,0.970448966,0.955580624,0.962872734,274.7,0.864537144,0.861379097,0.861674316,98.8,0.874480313,0.933766234,0.90277253,154,0.731666667,0.491666667,0.552380952,3.3,0.994814146,0.998837209,0.99680646,171.7,0.999264706,0.998890256,0.999075775,270.6,0.831459928,0.745428571,0.783997601,49.9,0.991989987,0.970918367,0.981067052,48.2
FALSE,FALSE,FALSE,5000,(1 2),FALSE,FALSE,95.63106213,0.887262676,0.887597227,0.882075595,0.97551079,0.951577969,0.963327595,274.7,0.835125904,0.929086786,0.879029159,98.8,0.917073229,0.938961039,0.927763302,154,0.517857143,0.591666667,0.526190476,3.3,0.994820751,0.999418605,0.997103086,171.7,0.999263349,0.999260626,0.999260623,270.6,0.864533577,0.709428571,0.776499996,49.9,0.993916667,0.981377551,0.98743052,48.2
FALSE,FALSE,FALSE,5000,(1 2),TRUE,FALSE,95.68711067,0.914923898,0.901865806,0.902886538,0.977582247,0.963591241,0.970462224,274.7,0.872247088,0.89569161,0.883553727,98.8,0.900132611,0.925324675,0.912424708,154,0.776666667,0.691666667,0.693571429,3.3,0.998265896,0.998837209,0.998543954,171.7,1,0.999260626,0.999629628,270.6,0.800624338,0.765469388,0.780747032,49.9,0.99387234,0.975085034,0.984159603,48.2
FALSE,FALSE,FALSE,5000,(1 2),FALSE,TRUE,95.31374117,0.90323899,0.869023857,0.879327007,0.979374415,0.957032515,0.96795294,274.7,0.858996225,0.885549371,0.871543087,98.8,0.876019019,0.926623377,0.900376274,154,0.7,0.458333333,0.53,3.3,0.997122924,0.998837209,0.997967561,171.7,0.999632353,0.999260626,0.999445466,270.6,0.824586951,0.753510204,0.786183629,49.9,0.990180033,0.973044218,0.981147095,48.2
FALSE,FALSE,FALSE,5000,(1 3),FALSE,FALSE,95.64973626,0.889751066,0.894483666,0.887023182,0.977564079,0.947568679,0.9622523,274.7,0.822264147,0.938239538,0.875516469,98.8,0.923218599,0.940909091,0.931870057,154,0.538333333,0.641666667,0.564603175,3.3,0.995398786,0.999418605,0.997392941,171.7,1,0.999260626,0.999629628,270.6,0.867312915,0.707428571,0.777490362,49.9,0.993916667,0.981377551,0.98743052,48.2
FALSE,FALSE,FALSE,5000,(1 3),TRUE,FALSE,95.69644773,0.925375794,0.898392344,0.903039505,0.978549691,0.959941606,0.969081616,274.7,0.867664058,0.895660689,0.880721323,98.8,0.896224641,0.932467532,0.913854483,154,0.851666667,0.658333333,0.687857143,3.3,0.997684501,0.998837209,0.998252409,171.7,1,0.999260626,0.999629628,270.6,0.815385272,0.765469388,0.788697317,49.9,0.995831524,0.977168367,0.986222123,48.2
FALSE,FALSE,FALSE,5000,(1 3),FALSE,TRUE,95.33238046,0.895703593,0.869550921,0.875089747,0.978934901,0.957031188,0.967746079,274.7,0.863715199,0.889569161,0.875727852,98.8,0.874388133,0.928571429,0.900527662,154,0.635,0.466666667,0.496428571,3.3,0.998259175,0.998837209,0.998542259,171.7,0.999632353,0.999260626,0.999445466,270.6,0.821826641,0.745510204,0.780246435,49.9,0.99387234,0.970960884,0.982053647,48.2
FALSE,FALSE,TRUE,5000,(1 1),FALSE,FALSE,95.16426969,0.890086912,0.889210256,0.885783625,0.964856376,0.950124751,0.957304025,274.7,0.822164042,0.891702742,0.854644832,98.8,0.914024162,0.933116883,0.923243972,154,0.593333333,0.65,0.601904762,3.3,0.995385459,0.998833809,0.997098011,171.7,0.999632353,0.998890256,0.999259938,270.6,0.839222743,0.705469388,0.764199482,49.9,0.992076831,0.985544218,0.988613982,48.2
FALSE,FALSE,TRUE,5000,(1 1),TRUE,FALSE,95.05231197,0.919959981,0.886313157,0.89600058,0.959471241,0.954131387,0.956718526,274.7,0.837104327,0.863347763,0.849754455,98.8,0.906444168,0.926623377,0.916296271,154,0.856666667,0.625,0.687142857,3.3,0.997681101,0.997671019,0.997667614,171.7,0.999630996,0.999260626,0.999444785,270.6,0.80480901,0.751469388,0.775830866,49.9,0.99787234,0.973001701,0.985149264,48.2
FALSE,FALSE,TRUE,5000,(1 1),FALSE,TRUE,95.15505456,0.91733997,0.868394785,0.882829216,0.966731481,0.95048706,0.958474282,274.7,0.845456777,0.875520511,0.859362906,98.8,0.892999328,0.933116883,0.912521597,154,0.816666667,0.458333333,0.563809524,3.3,0.99595368,0.998255814,0.997091284,171.7,0.999264706,0.998890256,0.999075775,270.6,0.827774782,0.757469388,0.788114162,49.9,0.99387234,0.975085034,0.984184198,48.2
FALSE,FALSE,TRUE,5000,(1 2),FALSE,FALSE,95.62175119,0.900486373,0.880656736,0.885243575,0.978279092,0.944290644,0.960895076,274.7,0.811659016,0.942238714,0.871681881,98.8,0.921891294,0.944155844,0.932722324,154,0.623333333,0.525,0.547619048,3.3,0.995947036,0.999418605,0.997676099,171.7,0.999630996,0.999260626,0.999444785,270.6,0.879191036,0.707428571,0.783380943,49.9,0.993959184,0.983460884,0.98852844,48.2
FALSE,FALSE,TRUE,5000,(1 2),TRUE,FALSE,95.76185076,0.916143396,0.89175811,0.894450212,0.977416894,0.95740146,0.967222698,274.7,0.868010555,0.907864358,0.886700116,98.8,0.905100252,0.935064935,0.919703788,154,0.766666667,0.591666667,0.608015873,3.3,0.99884057,0.998252414,0.998540549,171.7,0.999630996,0.999260626,0.999444785,270.6,0.819608894,0.769469388,0.791814283,49.9,0.99387234,0.975085034,0.984159603,48.2
FALSE,FALSE,TRUE,5000,(1 2),FALSE,TRUE,95.41641408,0.90312619,0.868423055,0.87882245,0.978094855,0.95448706,0.966060919,274.7,0.854466321,0.902782931,0.877185352,98.8,0.885299721,0.926623377,0.905300451,154,0.683333333,0.433333333,0.508571429,3.3,0.997122924,0.998837209,0.997967561,171.7,0.999632353,0.998890256,0.999259938,270.6,0.836926229,0.761469388,0.796184282,49.9,0.990133779,0.970960884,0.980049671,48.2
FALSE,FALSE,TRUE,5000,(1 3),FALSE,FALSE,95.48169517,0.889936393,0.889597557,0.882109765,0.974723091,0.947940279,0.961032784,274.7,0.823922575,0.934137291,0.874988428,98.8,0.922267293,0.932467532,0.926992733,154,0.563690476,0.616666667,0.541926407,3.3,0.995398786,0.999418605,0.997392941,171.7,0.999632353,0.999260626,0.999445466,270.6,0.845939906,0.703428571,0.766616211,49.9,0.993916667,0.983460884,0.988483151,48.2
FALSE,FALSE,TRUE,5000,(1 3),TRUE,FALSE,95.68717163,0.906053492,0.879334785,0.883409249,0.979553918,0.954481752,0.966757863,274.7,0.852773279,0.915976087,0.882244976,98.8,0.908454751,0.931818182,0.919773761,154,0.701666667,0.491666667,0.527857143,3.3,0.99884057,0.998837209,0.998833804,171.7,1,0.999260626,0.999629628,270.6,0.813266413,0.765469388,0.786964583,49.9,0.99387234,0.977168367,0.985212235,48.2
FALSE,FALSE,FALSE,7363,(1 1),FALSE,FALSE,95.59370514,0.890241756,0.889230107,0.886427525,0.966629226,0.957774386,0.962096672,274.7,0.84303864,0.901834673,0.871061309,98.8,0.922061033,0.940909091,0.931255122,154,0.553333333,0.616666667,0.567380952,3.3,0.994249208,0.998833809,0.996523312,171.7,1,0.998890256,0.9994441,270.6,0.848504963,0.713387755,0.774013824,49.9,0.994117647,0.985544218,0.989644909,48.2
FALSE,FALSE,FALSE,7363,(1 1),TRUE,FALSE,95.69647386,0.921402646,0.892617734,0.901456505,0.969956377,0.959216987,0.964448822,274.7,0.864316241,0.890641105,0.87653931,98.8,0.914432054,0.944805195,0.929203083,154,0.816666667,0.625,0.681428571,3.3,0.996531715,0.997671019,0.997089594,171.7,1,0.999260626,0.999629628,270.6,0.815492027,0.753428571,0.781302004,49.9,0.993826087,0.970918367,0.982011024,48.2
FALSE,FALSE,FALSE,7363,(1 1),FALSE,TRUE,95.65910817,0.925400092,0.879806723,0.892840114,0.971022524,0.959588587,0.965143119,274.7,0.875078386,0.893681715,0.88372728,98.8,0.90557907,0.942857143,0.923702902,154,0.85,0.525,0.614285714,3.3,0.994833739,0.998255814,0.996519898,171.7,0.999264706,0.998890256,0.999075775,270.6,0.813596222,0.753428571,0.780382858,49.9,0.993826087,0.966751701,0.979883364,48.2
FALSE,FALSE,TRUE,7363,(1 1),FALSE,FALSE,95.15496746,0.887612402,0.885092004,0.882937156,0.964361423,0.951213006,0.957618787,274.7,0.824896149,0.891723356,0.856564015,98.8,0.912088338,0.930519481,0.920939285,154,0.57,0.616666667,0.576904762,3.3,0.994249208,0.998833809,0.996523312,171.7,1,0.998890256,0.9994441,270.6,0.843227265,0.709428571,0.767941634,49.9,0.992076831,0.983460884,0.98756135,48.2
FALSE,FALSE,TRUE,7363,(1 1),TRUE,FALSE,95.11765403,0.9175408,0.882766374,0.89325555,0.961234724,0.953763769,0.957408658,274.7,0.83857639,0.873459081,0.855324412,98.8,0.908229812,0.927922078,0.917860579,154,0.833333333,0.591666667,0.660952381,3.3,0.99710971,0.997671019,0.997379434,171.7,0.999630996,0.999260626,0.999444785,270.6,0.804339091,0.747469388,0.773599917,49.9,0.99787234,0.970918367,0.984074236,48.2
FALSE,FALSE,TRUE,7363,(1 1),FALSE,TRUE,95.10833438,0.915185976,0.872078145,0.88437652,0.96051217,0.951214333,0.955759797,274.7,0.847729174,0.866419295,0.856137892,98.8,0.900749345,0.931168831,0.9155537,154,0.8,0.491666667,0.577142857,3.3,0.994814146,0.998837209,0.99680646,171.7,0.999264706,0.998890256,0.999075775,270.6,0.82459218,0.767510204,0.792501539,49.9,0.993826087,0.970918367,0.982034142,48.2
FALSE,TRUE,FALSE,7363,(1 1),FALSE,FALSE,95.50034317,0.891190809,0.891798435,0.88807275,0.963348902,0.956305242,0.959768454,274.7,0.834337908,0.912966399,0.871603531,98.8,0.928162734,0.934415584,0.931052083,154,0.561666667,0.65,0.592380952,3.3,0.993651355,0.998833809,0.996230135,171.7,1,0.998890256,0.9994441,270.6,0.85824126,0.693265306,0.764393386,49.9,0.990117647,0.989710884,0.989709356,48.2
FALSE,TRUE,FALSE,7363,(1 1),TRUE,FALSE,95.59371385,0.913970913,0.886572081,0.893269481,0.962932338,0.961037823,0.96190867,274.7,0.858612552,0.889600082,0.873415642,98.8,0.919940273,0.937662338,0.928572785,154,0.76,0.591666667,0.625952381,3.3,0.99710971,0.998833809,0.997964229,171.7,1,0.999260626,0.999629628,270.6,0.821138117,0.737346939,0.774420847,49.9,0.992034314,0.977168367,0.98429167,48.2
FALSE,TRUE,FALSE,7363,(1 1),FALSE,TRUE,95.5190957,0.929433818,0.872918489,0.889257984,0.970945319,0.96067286,0.965726004,274.7,0.853414974,0.897804576,0.87481765,98.8,0.901378722,0.938961039,0.919684856,154,0.883333333,0.5,0.603809524,3.3,0.9936845,0.998837209,0.996233442,171.7,0.999264706,0.998890256,0.999075775,270.6,0.837663718,0.719346939,0.772725221,49.9,0.995785271,0.968835034,0.981991399,48.2
FALSE,TRUE,TRUE,7363,(1 1),FALSE,FALSE,94.99628085,0.88680206,0.884636023,0.880675448,0.957574862,0.949393497,0.953401008,274.7,0.80825564,0.907884972,0.854778776,98.8,0.920978717,0.927272727,0.923951906,154,0.56,0.65,0.585714286,3.3,0.99479425,0.998833809,0.996806509,171.7,1,0.998890256,0.9994441,270.6,0.85885383,0.655102041,0.739598268,49.9,0.993959184,0.989710884,0.991708732,48.2
FALSE,TRUE,TRUE,7363,(1 1),TRUE,FALSE,95.16439163,0.915742767,0.880165899,0.890431061,0.963113395,0.953757133,0.958300672,274.7,0.841801205,0.878499278,0.859118027,98.8,0.903086327,0.938961039,0.920476961,154,0.81,0.591666667,0.649285714,3.3,0.99710971,0.998833809,0.997964229,171.7,1,0.999260626,0.999629628,270.6,0.81895916,0.707346939,0.756507479,49.9,0.99187234,0.973001701,0.982165779,48.2
FALSE,TRUE,TRUE,7363,(1 1),FALSE,TRUE,94.85629451,0.916505741,0.870134037,0.883832789,0.958010812,0.950491042,0.954146018,274.7,0.841006833,0.870521542,0.854765239,98.8,0.892872179,0.927272727,0.909555527,154,0.833333333,0.525,0.61047619,3.3,0.994252569,0.998837209,0.996521612,171.7,0.999264706,0.998890256,0.999075775,270.6,0.817562744,0.72122449,0.764130324,49.9,0.995742754,0.968835034,0.981991625,48.2
TRUE,FALSE,FALSE,7363,(1 1),FALSE,FALSE,95.59370514,0.890241756,0.889230107,0.886427525,0.966629226,0.957774386,0.962096672,274.7,0.84303864,0.901834673,0.871061309,98.8,0.922061033,0.940909091,0.931255122,154,0.553333333,0.616666667,0.567380952,3.3,0.994249208,0.998833809,0.996523312,171.7,1,0.998890256,0.9994441,270.6,0.848504963,0.713387755,0.774013824,49.9,0.994117647,0.985544218,0.989644909,48.2
TRUE,FALSE,FALSE,7363,(1 1),TRUE,FALSE,95.69647386,0.921402646,0.892617734,0.901456505,0.969956377,0.959216987,0.964448822,274.7,0.864316241,0.890641105,0.87653931,98.8,0.914432054,0.944805195,0.929203083,154,0.816666667,0.625,0.681428571,3.3,0.996531715,0.997671019,0.997089594,171.7,1,0.999260626,0.999629628,270.6,0.815492027,0.753428571,0.781302004,49.9,0.993826087,0.970918367,0.982011024,48.2
TRUE,FALSE,FALSE,7363,(1 1),FALSE,TRUE,95.65910817,0.925400092,0.879806723,0.892840114,0.971022524,0.959588587,0.965143119,274.7,0.875078386,0.893681715,0.88372728,98.8,0.90557907,0.942857143,0.923702902,154,0.85,0.525,0.614285714,3.3,0.994833739,0.998255814,0.996519898,171.7,0.999264706,0.998890256,0.999075775,270.6,0.813596222,0.753428571,0.780382858,49.9,0.993826087,0.966751701,0.979883364,48.2
TRUE,FALSE,TRUE,7363,(1 1),FALSE,FALSE,95.15496746,0.887612402,0.885092004,0.882937156,0.964361423,0.951213006,0.957618787,274.7,0.824896149,0.891723356,0.856564015,98.8,0.912088338,0.930519481,0.920939285,154,0.57,0.616666667,0.576904762,3.3,0.994249208,0.998833809,0.996523312,171.7,1,0.998890256,0.9994441,270.6,0.843227265,0.709428571,0.767941634,49.9,0.992076831,0.983460884,0.98756135,48.2
TRUE,FALSE,TRUE,7363,(1 1),TRUE,FALSE,95.11765403,0.9175408,0.882766374,0.89325555,0.961234724,0.953763769,0.957408658,274.7,0.83857639,0.873459081,0.855324412,98.8,0.908229812,0.927922078,0.917860579,154,0.833333333,0.591666667,0.660952381,3.3,0.99710971,0.997671019,0.997379434,171.7,0.999630996,0.999260626,0.999444785,270.6,0.804339091,0.747469388,0.773599917,49.9,0.99787234,0.970918367,0.984074236,48.2
TRUE,FALSE,TRUE,7363,(1 1),FALSE,TRUE,95.10833438,0.915185976,0.872078145,0.88437652,0.96051217,0.951214333,0.955759797,274.7,0.847729174,0.866419295,0.856137892,98.8,0.900749345,0.931168831,0.9155537,154,0.8,0.491666667,0.577142857,3.3,0.994814146,0.998837209,0.99680646,171.7,0.999264706,0.998890256,0.999075775,270.6,0.82459218,0.767510204,0.792501539,49.9,0.993826087,0.970918367,0.982034142,48.2
