Lower Case,Remove Stop Words,Stem,Test Size,Max Features,N-gram Range,TF,IDF,TFIDF,Accuracy,Functional Precision,Functional Recall,Functional F1-Score,Functional Support,Code Precision,Code Recall,Code F1-Score,Code Support,IDE Precision,IDE Recall,IDE F1-Score,IDE Support,General Precision,General Recall,General F1-Score,General Support,Notice Precision,Notice Recall,Notice F1-Score,Notice Support
True,False,False,0.35,5000,(1 2),True,False,False,98.02091112770725,0.9632132132132132,0.9992211838006231,0.9808868501529052,1284,0.5,0.5,0.5,4,0.9978021978021978,1.0,0.9988998899889989,454,1.0,1.0,1.0,677,0.9879518072289156,0.6212121212121212,0.7627906976744186,132
True,False,False,0.35,5000,(1 2),False,False,True,97.98356982823002,0.9679582712369598,0.9923605805958747,0.980007544322897,1309,1.0,0.7142857142857143,0.8333333333333333,7,0.9976303317535545,1.0,0.9988137603795968,421,1.0,0.9985422740524781,0.99927060539752,686,0.8913043478260869,0.6721311475409836,0.7663551401869158,122
True,False,False,0.35,5000,(1 3),False,False,False,97.7595220313667,0.9614243323442137,0.9969230769230769,0.9788519637462236,1300,0.5714285714285714,0.8,0.6666666666666666,5,0.9977011494252873,1.0,0.9988492520138089,434,1.0,0.9985207100591716,0.999259807549963,676,0.9565217391304348,0.6285714285714286,0.7586206896551724,140
True,False,False,0.35,5000,(1 3),True,False,False,97.7968633308439,0.967008797653959,0.9917293233082707,0.9792130660727543,1330,0.875,0.6363636363636364,0.7368421052631579,11,0.9951100244498777,0.9975490196078431,0.996328029375765,408,1.0,0.9985272459499264,0.9992630803242447,679,0.8791208791208791,0.6557377049180327,0.7511737089201879,122
True,False,False,0.35,5000,(1 3),False,False,True,98.02091112770725,0.9749077490774908,0.9865571321882002,0.9806978470675576,1339,0.5,0.6666666666666666,0.5714285714285715,3,0.9922879177377892,1.0,0.9961290322580645,386,1.0,1.0,1.0,685,0.8803418803418803,0.7518248175182481,0.811023622047244,137
True,True,False,0.25,1000,(1 1),False,False,False,97.87154592979836,0.9632958801498127,0.9938176197836167,0.9783187523773298,1294,1.0,0.25,0.4,8,0.9977578475336323,1.0,0.9988776655443322,445,1.0,0.9985693848354793,0.9992841803865427,699,0.9113924050632911,0.631578947368421,0.7461139896373057,114
True,True,False,0.25,1000,(1 1),True,False,False,97.68483943241225,0.9630177514792899,0.9916222391469917,0.9771106941838649,1313,0.8333333333333334,0.45454545454545453,0.5882352941176471,11,0.9955056179775281,1.0,0.9977477477477478,443,1.0,0.9985294117647059,0.9992641648270787,680,0.891566265060241,0.6379310344827587,0.7437185929648242,116
True,True,False,0.25,1000,(1 1),False,False,True,97.87154592979836,0.9668924003009782,0.9922779922779923,0.9794207317073171,1295,0.8888888888888888,0.6666666666666666,0.761904761904762,12,0.9951456310679612,1.0,0.9975669099756691,410,1.0,0.9985815602836879,0.9992902767920511,705,0.8901098901098901,0.6639344262295082,0.7605633802816901,122
True,True,False,0.25,1000,(1 2),False,False,False,97.90888722927558,0.9654913728432108,0.992289899768697,0.9787072243346008,1297,1.0,0.7142857142857143,0.8333333333333333,7,0.9976359338061466,0.9976359338061466,0.9976359338061466,423,1.0,1.0,1.0,698,0.912621359223301,0.6861313868613139,0.7833333333333333,137
True,True,False,0.25,1000,(1 2),True,False,False,98.43166542195668,0.9777138749101366,0.9919766593727206,0.9847936278059378,1371,1.0,0.75,0.8571428571428571,8,0.9975490196078431,0.9975490196078431,0.9975490196078431,408,1.0,0.9984779299847792,0.9992383853769992,657,0.8850574712643678,0.7403846153846154,0.8062827225130891,104
