Lower Case,Remove Stop Words,Stem,Max Features,N-gram Range,TF,TFIDF,Accuracy,Macro Precision,Macro Recall,Macro F1-Score,Functional Precision,Functional Recall,Functional F1-Score,Functional Support,Code Precision,Code Recall,Code F1-Score,Code Support,IDE Precision,IDE Recall,IDE F1-Score,IDE Support,General Precision,General Recall,General F1-Score,General Support,Notice Precision,Notice Recall,Notice F1-Score,Notice Support,ToDo Precision,ToDo Recall,ToDo F1-Score,ToDo Support
TRUE,FALSE,TRUE,1000,(1 2),TRUE,FALSE,97.50749927,0.923055973,0.901544484,0.906048132,0.971861037,0.98066349,0.976222805,527.5,0.791666667,0.733333333,0.728333333,3.3,0.997677544,0.997664219,0.997665859,171.7,1,0.999260626,0.999629628,270.6,0.781297256,0.725428571,0.750436525,49.9,0.995833333,0.972916667,0.984000642,48.2
TRUE,FALSE,TRUE,1000,(1 2),FALSE,TRUE,97.24613975,0.894580136,0.898375604,0.891150834,0.971226903,0.976682623,0.973922525,527.5,0.6525,0.733333333,0.664307359,3.3,0.996528315,0.998833809,0.997674369,171.7,0.999260626,0.998890256,0.999074415,270.6,0.754129936,0.705387755,0.72668884,49.9,0.993835034,0.97712585,0.985237494,48.2
TRUE,FALSE,TRUE,1000,(1 3),FALSE,FALSE,97.68488614,0.920483841,0.881089027,0.892782581,0.970226929,0.986543327,0.978291099,527.5,0.725,0.625,0.636666667,3.3,0.995379006,0.999418605,0.997389604,171.7,1,0.998890256,0.9994441,270.6,0.836378747,0.693306122,0.75543241,49.9,0.995918367,0.98337585,0.989471606,48.2
TRUE,FALSE,TRUE,1000,(1 3),TRUE,FALSE,97.47949677,0.924951939,0.899080795,0.906113362,0.970433636,0.981420706,0.975874348,527.5,0.801666667,0.733333333,0.736666667,3.3,0.997680984,0.998249014,0.997960829,171.7,1,0.999260626,0.999629628,270.6,0.786180347,0.711387755,0.744653785,49.9,0.99375,0.970833333,0.981894912,48.2
TRUE,FALSE,TRUE,1000,(1 3),FALSE,TRUE,97.46083135,0.898888634,0.894858401,0.893415299,0.971659409,0.980285421,0.97593587,527.5,0.645,0.7,0.655793651,3.3,0.997687784,0.999418605,0.99854733,171.7,0.999260626,0.998890256,0.999074415,270.6,0.788016609,0.711346939,0.745880635,49.9,0.991707374,0.979209184,0.985259891,48.2
TRUE,TRUE,FALSE,1000,(1 1),FALSE,FALSE,97.5075254,0.899133463,0.89494078,0.891523856,0.969217196,0.983699902,0.976383603,527.5,0.609166667,0.725,0.644069264,3.3,0.994833739,0.998833809,0.996814839,171.7,1,0.999260626,0.999629628,270.6,0.823666508,0.67322449,0.738540353,49.9,0.997916667,0.98962585,0.993705448,48.2
TRUE,TRUE,FALSE,1000,(1 1),TRUE,FALSE,97.24607878,0.918058528,0.896876537,0.897830242,0.969745764,0.977441996,0.973561065,527.5,0.796666667,0.733333333,0.710079365,3.3,0.997684384,0.998833809,0.99825408,171.7,0.999632353,0.999260626,0.999445466,270.6,0.750786964,0.695306122,0.72047337,49.9,0.993835034,0.977083333,0.985168106,48.2
TRUE,TRUE,FALSE,1000,(1 1),FALSE,TRUE,97.11536854,0.921832435,0.88424755,0.893260306,0.968324013,0.97687022,0.972538504,527.5,0.8225,0.675,0.696212121,3.3,0.995405013,0.998252414,0.996811434,171.7,0.998528055,0.999260626,0.998892299,270.6,0.748320863,0.681102041,0.70904436,49.9,0.997916667,0.975,0.98606312,48.2
TRUE,TRUE,FALSE,1000,(1 2),FALSE,FALSE,97.36745196,0.903426479,0.883828584,0.887702146,0.965645451,0.984268084,0.974841232,527.5,0.6425,0.691666667,0.645577201,3.3,0.99595368,0.999418605,0.997677774,171.7,0.99962963,0.998890256,0.999259258,270.6,0.816830115,0.639102041,0.714121263,49.9,1,0.98962585,0.994736149,48.2
TRUE,TRUE,FALSE,1000,(1 2),TRUE,FALSE,97.12473173,0.925625262,0.874154124,0.890463388,0.965637888,0.979148338,0.972327159,527.5,0.85,0.633333333,0.690714286,3.3,0.998255775,0.998833809,0.998542259,171.7,1,0.999260626,0.999629628,270.6,0.74806369,0.659306122,0.698483866,49.9,0.991794218,0.975042517,0.983083132,48.2
TRUE,TRUE,FALSE,1000,(1 2),FALSE,TRUE,96.79800403,0.894581096,0.87110129,0.873317614,0.964610144,0.974408099,0.969441056,527.5,0.7,0.641666667,0.619761905,3.3,0.997687784,0.999418605,0.99854733,171.7,0.999630996,0.999260626,0.999444785,270.6,0.715977937,0.643061224,0.673859707,49.9,0.989579715,0.968792517,0.978850902,48.2
TRUE,TRUE,FALSE,1000,(1 3),FALSE,FALSE,97.43283756,0.896916876,0.88545878,0.884783198,0.966047243,0.985593482,0.975695946,527.5,0.583333333,0.7,0.620238095,3.3,0.995379006,0.999418605,0.997389604,171.7,0.99962963,0.998890256,0.999259258,270.6,0.839195376,0.63922449,0.722410837,49.9,0.997916667,0.98962585,0.993705448,48.2
TRUE,TRUE,FALSE,1000,(1 3),TRUE,FALSE,97.36752164,0.923319743,0.877174456,0.888929204,0.967756635,0.982561382,0.975072145,527.5,0.792857143,0.633333333,0.653571429,3.3,0.998259175,0.999418605,0.998835509,171.7,1,0.999260626,0.999629628,270.6,0.789293804,0.671346939,0.722330523,49.9,0.991751701,0.97712585,0.984135989,48.2
TRUE,TRUE,FALSE,1000,(1 3),FALSE,TRUE,97.16212356,0.901196773,0.878608114,0.881141708,0.966231864,0.98028578,0.973177545,527.5,0.683333333,0.666666667,0.630238095,3.3,0.997687784,0.999418605,0.99854733,171.7,1,0.999260626,0.999629628,270.6,0.768218471,0.65722449,0.705421575,49.9,0.991709184,0.968792517,0.979836074,48.2
TRUE,TRUE,TRUE,1000,(1 1),FALSE,FALSE,97.35815844,0.894464578,0.893200968,0.888442186,0.969523002,0.9814243,0.975419813,527.5,0.614166667,0.725,0.64525974,3.3,0.994827434,0.998833809,0.996813226,171.7,0.998530749,0.999260626,0.998892976,270.6,0.797863769,0.665061224,0.723633655,49.9,0.99187585,0.98962585,0.990633704,48.2
TRUE,TRUE,TRUE,1000,(1 1),TRUE,FALSE,97.01273047,0.905405581,0.872890068,0.878993204,0.96823133,0.974975562,0.971574864,527.5,0.751666667,0.608333333,0.621428571,3.3,0.997684384,0.998833809,0.99825408,171.7,0.998534799,0.999260626,0.998894334,270.6,0.724566418,0.685061224,0.70282832,49.9,0.991749891,0.97087585,0.980979058,48.2
TRUE,TRUE,TRUE,1000,(1 1),FALSE,TRUE,97.13411235,0.912599144,0.872050317,0.880562228,0.96744805,0.978390762,0.972849188,527.5,0.752857143,0.608333333,0.617380952,3.3,0.995405013,0.998833809,0.997102979,171.7,0.997799445,0.998890256,0.998340475,270.6,0.764212873,0.679061224,0.714747782,49.9,0.99787234,0.968792517,0.982951991,48.2
TRUE,TRUE,TRUE,1000,(1 2),FALSE,FALSE,97.46084877,0.900156161,0.886869157,0.887597795,0.967446761,0.984267006,0.975765124,527.5,0.619166667,0.691666667,0.63010101,3.3,0.996531715,0.999418605,0.997967629,171.7,0.999630996,0.999260626,0.999444785,270.6,0.818160826,0.661142857,0.729677332,49.9,1,0.985459184,0.992630886,48.2
TRUE,TRUE,TRUE,1000,(1 2),TRUE,FALSE,97.24613975,0.924216467,0.881282336,0.894828317,0.966249877,0.980664208,0.973381656,527.5,0.82,0.666666667,0.701666667,3.3,0.998255775,0.998833809,0.998542259,171.7,0.999632353,0.999260626,0.999445466,270.6,0.767370089,0.665142857,0.710765279,49.9,0.993790708,0.97712585,0.985168573,48.2
TRUE,TRUE,TRUE,1000,(1 2),FALSE,TRUE,97.05941581,0.90642781,0.86846843,0.874809121,0.963302205,0.981231312,0.97212049,527.5,0.705833333,0.633333333,0.607878788,3.3,0.997687784,0.999418605,0.99854733,171.7,0.999261983,0.998890256,0.999075096,270.6,0.774609212,0.627061224,0.687181407,49.9,0.99787234,0.97087585,0.984051614,48.2
TRUE,TRUE,TRUE,1000,(1 3),FALSE,FALSE,97.42347436,0.902305468,0.877869461,0.881246087,0.965890823,0.985970833,0.975806054,527.5,0.623333333,0.658333333,0.602698413,3.3,0.995379006,0.999418605,0.997389604,171.7,0.99962963,0.998890256,0.999259258,270.6,0.831640833,0.637061224,0.719670605,49.9,0.997959184,0.987542517,0.99265259,48.2
TRUE,TRUE,TRUE,1000,(1 3),TRUE,FALSE,97.26481389,0.923700522,0.884507567,0.895941528,0.965930565,0.982180798,0.973973127,527.5,0.81,0.7,0.713333333,3.3,0.998259175,0.999418605,0.998835509,171.7,0.999632353,0.999260626,0.999445466,270.6,0.774546007,0.651142857,0.705948339,49.9,0.993835034,0.975042517,0.984113395,48.2
