Lower Case,Remove Stop Words,Stem,Max Features,N-gram Range,TF,TFIDF,Accuracy,Macro Precision,Macro Recall,Macro F1-Score,Functional Precision,Functional Recall,Functional F1-Score,Functional Support,Code Precision,Code Recall,Code F1-Score,Code Support,IDE Precision,IDE Recall,IDE F1-Score,IDE Support,General Precision,General Recall,General F1-Score,General Support,Notice Precision,Notice Recall,Notice F1-Score,Notice Support,ToDo Precision,ToDo Recall,ToDo F1-Score,ToDo Support
TRUE,TRUE,TRUE,1000,(1 3),FALSE,TRUE,97.19942828,0.900423433,0.882966144,0.882028427,0.96575526,0.981800932,0.973691608,527.5,0.666190476,0.7,0.633571429,3.3,0.997687784,0.999418605,0.99854733,171.7,1,0.998890256,0.9994441,270.6,0.781075552,0.653061224,0.709236973,49.9,0.991831524,0.96462585,0.977679125,48.2
FALSE,FALSE,FALSE,5000,(1 1),FALSE,FALSE,97.71286251,0.898815482,0.905569647,0.897434355,0.97396725,0.983890015,0.978872407,527.5,0.601666667,0.75,0.655555556,3.3,0.995402146,0.999418605,0.997392936,171.7,1,0.999260626,0.999629628,270.6,0.82593846,0.713306122,0.76153394,49.9,0.995918367,0.987542517,0.991621662,48.2
FALSE,FALSE,FALSE,5000,(1 1),TRUE,FALSE,97.63815725,0.935879157,0.903460618,0.912605612,0.972634804,0.982369473,0.977455921,527.5,0.848333333,0.733333333,0.752222222,3.3,0.997677544,0.997664219,0.997665859,171.7,0.999630996,0.999260626,0.999444785,270.6,0.803079898,0.741469388,0.769032764,49.9,0.993918367,0.966666667,0.979812122,48.2
FALSE,FALSE,FALSE,5000,(1 1),FALSE,TRUE,97.67552295,0.926749598,0.882694914,0.894831733,0.972139776,0.983889296,0.977945433,527.5,0.771666667,0.608333333,0.637222222,3.3,0.995378889,0.998833809,0.997096335,171.7,0.999261983,0.998890256,0.999075096,270.6,0.824133608,0.735346939,0.773624758,49.9,0.997916667,0.97087585,0.984026552,48.2
FALSE,FALSE,FALSE,5000,(1 2),FALSE,FALSE,97.88094715,0.895404083,0.889144638,0.887099362,0.971922574,0.989008323,0.980353064,527.5,0.523809524,0.658333333,0.574632035,3.3,0.996535075,0.999418605,0.997967625,171.7,1,0.999260626,0.999629628,270.6,0.882240658,0.703387755,0.778413634,49.9,0.997916667,0.985459184,0.991600185,48.2
FALSE,FALSE,FALSE,5000,(1 2),TRUE,FALSE,97.71293219,0.937646509,0.906026598,0.914058455,0.974090769,0.982180798,0.978098436,527.5,0.855,0.733333333,0.750555556,3.3,0.997106349,0.998833809,0.997964225,171.7,0.999630996,0.999260626,0.999444785,270.6,0.804217605,0.74755102,0.773162801,49.9,0.995833333,0.975,0.985124925,48.2
FALSE,FALSE,FALSE,5000,(1 2),FALSE,TRUE,97.72222571,0.930831729,0.877547101,0.894442036,0.971485131,0.985589529,0.978445899,527.5,0.783333333,0.583333333,0.632857143,3.3,0.997106349,0.998833809,0.997964225,171.7,0.999630996,0.999260626,0.999444785,270.6,0.835517895,0.725306122,0.772837862,49.9,0.997916667,0.972959184,0.985102302,48.2
FALSE,FALSE,FALSE,5000,(1 3),FALSE,FALSE,97.75960011,0.890229297,0.882620648,0.878484917,0.971675455,0.987114384,0.979293623,527.5,0.506547619,0.625,0.531796537,3.3,0.995382251,0.999418605,0.997387914,171.7,0.999630996,0.999260626,0.999444785,270.6,0.870180277,0.697387755,0.770334054,49.9,0.997959184,0.987542517,0.99265259,48.2
FALSE,FALSE,FALSE,5000,(1 3),TRUE,FALSE,97.69422321,0.935146854,0.899788858,0.907565389,0.97265541,0.983127048,0.977836714,527.5,0.831190476,0.708333333,0.714603175,3.3,0.998259175,0.999418605,0.998835509,171.7,0.999630996,0.999260626,0.999444785,270.6,0.811228397,0.731510204,0.767463891,49.9,0.997916667,0.977083333,0.987208258,48.2
FALSE,FALSE,FALSE,5000,(1 3),FALSE,TRUE,97.65690107,0.918995084,0.882808764,0.889769129,0.972147581,0.984076174,0.978043931,527.5,0.727380952,0.616666667,0.611666667,3.3,0.998255775,0.998833809,0.998542259,171.7,0.999630996,0.999260626,0.999444785,270.6,0.822853263,0.731306122,0.771193584,49.9,0.993701937,0.966709184,0.979723549,48.2
FALSE,FALSE,TRUE,5000,(1 1),FALSE,FALSE,97.75018465,0.896352016,0.895721147,0.890495798,0.973654536,0.985213976,0.979365334,527.5,0.566904762,0.691666667,0.605793651,3.3,0.995402146,0.999418605,0.997392936,171.7,0.998532105,0.999260626,0.998893657,270.6,0.84770018,0.71122449,0.769907546,49.9,0.995918367,0.987542517,0.991621662,48.2
FALSE,FALSE,TRUE,5000,(1 1),TRUE,FALSE,97.87160138,0.941938931,0.898500641,0.909718024,0.974527607,0.985024582,0.979731609,527.5,0.85,0.675,0.703095238,3.3,0.997677544,0.997664219,0.997665859,171.7,0.999264706,0.999260626,0.999260625,270.6,0.832247065,0.767387755,0.796723142,49.9,0.997916667,0.966666667,0.981831673,48.2
FALSE,FALSE,TRUE,5000,(1 1),FALSE,TRUE,97.73152793,0.916921099,0.87612507,0.887931591,0.973594569,0.983886421,0.978698039,527.5,0.716666667,0.55,0.584761905,3.3,0.99538202,0.997667619,0.9965132,171.7,0.998161735,0.998890256,0.998523287,270.6,0.821845756,0.753346939,0.784999347,49.9,0.99587585,0.972959184,0.984093771,48.2
FALSE,FALSE,TRUE,5000,(1 2),FALSE,FALSE,97.87161009,0.893499949,0.88941484,0.885419859,0.972639071,0.988629535,0.980532948,527.5,0.513333333,0.658333333,0.564047619,3.3,0.995388972,0.999418605,0.9973896,171.7,0.999263349,0.999260626,0.999260623,270.6,0.8824583,0.705387755,0.779688178,49.9,0.997916667,0.985459184,0.991600185,48.2
FALSE,FALSE,TRUE,5000,(1 2),TRUE,FALSE,97.89961258,0.939987011,0.905359191,0.912194963,0.976692179,0.983507993,0.980062444,527.5,0.847857143,0.7,0.713888889,3.3,0.997684384,0.998833809,0.99825408,171.7,0.999264706,0.999260626,0.999260625,270.6,0.82259032,0.773469388,0.795503786,49.9,0.995833333,0.977083333,0.986199953,48.2
FALSE,FALSE,TRUE,5000,(1 2),FALSE,TRUE,97.74089984,0.909456678,0.8905474,0.890586516,0.97449267,0.983507993,0.978958232,527.5,0.662857143,0.641666667,0.60047619,3.3,0.997106349,0.998833809,0.997964225,171.7,0.999263349,0.999260626,0.999260623,270.6,0.827187223,0.753306122,0.786084143,49.9,0.995833333,0.966709184,0.980775684,48.2
FALSE,FALSE,TRUE,5000,(1 3),FALSE,FALSE,97.77830908,0.886858924,0.879560221,0.878946941,0.972717058,0.986168492,0.979364868,527.5,0.498333333,0.591666667,0.529047619,3.3,0.995385611,0.999418605,0.997389604,171.7,0.999632353,0.999260626,0.999445466,270.6,0.857168523,0.715387755,0.776833901,49.9,0.997916667,0.985459184,0.991600185,48.2
FALSE,FALSE,TRUE,5000,(1 3),TRUE,FALSE,97.73160632,0.937106385,0.902068537,0.910536643,0.974828911,0.981804885,0.978265951,527.5,0.847857143,0.7,0.723888889,3.3,0.998255775,0.998833809,0.998542259,171.7,0.999263349,0.999260626,0.999260623,270.6,0.8065998,0.755428571,0.777062183,49.9,0.995833333,0.977083333,0.986199953,48.2
FALSE,FALSE,TRUE,5000,(1 3),FALSE,TRUE,97.74089113,0.930437286,0.884152851,0.897405485,0.97270352,0.98426485,0.978412959,527.5,0.78952381,0.608333333,0.645555556,3.3,0.998255775,0.998833809,0.998542259,171.7,0.999630996,0.999260626,0.999444785,270.6,0.824592952,0.741265306,0.77739817,49.9,0.997916667,0.972959184,0.985079184,48.2
FALSE,TRUE,FALSE,5000,(1 1),FALSE,FALSE,97.71282767,0.903870022,0.897432644,0.895342998,0.970580803,0.986732721,0.978565244,527.5,0.608333333,0.725,0.647380952,3.3,0.995392294,0.998833809,0.997099745,171.7,1,0.999260626,0.999629628,270.6,0.852995332,0.685142857,0.756708124,49.9,0.995918367,0.98962585,0.992674294,48.2
FALSE,TRUE,FALSE,5000,(1 1),TRUE,FALSE,97.55410622,0.933574982,0.885760261,0.900717659,0.97080032,0.982370191,0.976531969,527.5,0.841666667,0.641666667,0.692380952,3.3,0.997119524,0.998833809,0.997967561,171.7,0.999630996,0.999260626,0.999444785,270.6,0.798354834,0.715346939,0.752858318,49.9,0.993877551,0.977083333,0.985122365,48.2
FALSE,TRUE,FALSE,5000,(1 1),FALSE,TRUE,97.38609125,0.909293743,0.855384566,0.871734243,0.967793,0.983316083,0.975439081,527.5,0.691666667,0.491666667,0.538809524,3.3,0.994849441,0.998249014,0.996524769,171.7,0.999261983,0.998890256,0.999075096,270.6,0.806272999,0.685142857,0.735434624,49.9,0.995918367,0.975042517,0.985122365,48.2
FALSE,TRUE,FALSE,5000,(1 2),FALSE,FALSE,97.80623319,0.912159654,0.875417029,0.885003785,0.969949736,0.989389267,0.97953222,527.5,0.620238095,0.591666667,0.572142857,3.3,0.994229542,0.999418605,0.996809889,171.7,1,0.999260626,0.999629628,270.6,0.890623882,0.68522449,0.7692553,49.9,0.997916667,0.987542517,0.992652816,48.2
FALSE,TRUE,FALSE,5000,(1 2),TRUE,FALSE,97.49811865,0.924218162,0.891824426,0.896815967,0.972395555,0.979714364,0.976013382,527.5,0.798333333,0.666666667,0.668888889,3.3,0.998255775,0.998833809,0.998542259,171.7,0.999263349,0.999260626,0.999260623,270.6,0.781185108,0.731428571,0.753089764,49.9,0.99587585,0.975042517,0.985100887,48.2
FALSE,TRUE,FALSE,5000,(1 2),FALSE,TRUE,97.39545445,0.924148134,0.882276001,0.889466777,0.970045499,0.980281108,0.975097884,527.5,0.795,0.633333333,0.638333333,3.3,0.997687784,0.999418605,0.99854733,171.7,0.998895702,0.998522619,0.998706091,270.6,0.789511629,0.71122449,0.744218549,49.9,0.993748191,0.97087585,0.981897477,48.2
FALSE,TRUE,FALSE,5000,(1 3),FALSE,FALSE,97.7315889,0.894539793,0.875423586,0.876704384,0.970635003,0.987678613,0.979037226,527.5,0.530238095,0.591666667,0.527142857,3.3,0.994807577,0.999418605,0.997099745,171.7,1,0.999260626,0.999629628,270.6,0.873641417,0.69322449,0.76788984,49.9,0.997916667,0.981292517,0.98942701,48.2
FALSE,TRUE,FALSE,5000,(1 3),TRUE,FALSE,97.51681892,0.919418067,0.887931279,0.893173229,0.973114584,0.979146541,0.976095781,527.5,0.775,0.633333333,0.643888889,3.3,0.998259175,0.999418605,0.998835509,171.7,0.999632353,0.999260626,0.999445466,270.6,0.776754097,0.741428571,0.756747177,49.9,0.993748191,0.975,0.984026552,48.2
FALSE,FALSE,FALSE,7363,(1 1),FALSE,FALSE,97.78755905,0.901989774,0.909565986,0.902742873,0.974876111,0.98407869,0.97943296,527.5,0.615,0.758333333,0.674603175,3.3,0.994281607,0.998833809,0.996531599,171.7,1,0.999260626,0.999629628,270.6,0.831862559,0.729346939,0.774638213,49.9,0.995918367,0.987542517,0.991621662,48.2
FALSE,FALSE,FALSE,7363,(1 1),TRUE,FALSE,97.70352544,0.941004222,0.895545333,0.908867225,0.972844429,0.983127767,0.977939875,527.5,0.868333333,0.675,0.719047619,3.3,0.997112684,0.997664219,0.997379341,171.7,0.999630996,0.999260626,0.999444785,270.6,0.812270559,0.749469388,0.777492611,49.9,0.995833333,0.96875,0.981899118,48.2
FALSE,FALSE,FALSE,7363,(1 1),FALSE,TRUE,97.61949183,0.911734321,0.862188505,0.878192605,0.9714206,0.984265568,0.977779747,527.5,0.693333333,0.491666667,0.54452381,3.3,0.994274847,0.998252414,0.996238339,171.7,0.999261983,0.998890256,0.999075096,270.6,0.814198498,0.733346939,0.769639748,49.9,0.997916667,0.966709184,0.981898892,48.2
FALSE,FALSE,FALSE,7363,(1 2),FALSE,FALSE,97.92764992,0.902474258,0.889926813,0.890110375,0.972293538,0.989577224,0.980828393,527.5,0.558333333,0.658333333,0.585873016,3.3,0.996535075,0.999418605,0.997967625,171.7,0.999263349,0.999260626,0.999260623,270.6,0.88842025,0.705428571,0.783049074,49.9,1,0.987542517,0.993683518,48.2
FALSE,FALSE,FALSE,7363,(1 2),TRUE,FALSE,97.75957398,0.9369852,0.900344959,0.910445348,0.973946778,0.983507633,0.978678675,527.5,0.838333333,0.7,0.723888889,3.3,0.997106349,0.998833809,0.997964225,171.7,0.999630996,0.999260626,0.999444785,270.6,0.819188071,0.74755102,0.779653453,49.9,0.993705674,0.972916667,0.983042058,48.2
FALSE,FALSE,FALSE,7363,(1 2),FALSE,TRUE,97.65688365,0.9182986,0.896227309,0.898657412,0.97232909,0.984075456,0.978137874,527.5,0.72,0.7,0.665,3.3,0.996541489,0.998833809,0.997677706,171.7,0.999263349,0.998522619,0.998890253,270.6,0.825824336,0.731306122,0.772515588,49.9,0.995833333,0.96462585,0.979723052,48.2
FALSE,FALSE,FALSE,7363,(1 3),FALSE,FALSE,97.89965613,0.902314176,0.879970455,0.884533208,0.97299,0.988629895,0.980714543,527.5,0.573333333,0.591666667,0.55452381,3.3,0.995382251,0.999418605,0.997387914,171.7,0.999630996,0.999260626,0.999444785,270.6,0.874631809,0.715387755,0.783528011,49.9,0.997916667,0.985459184,0.991600185,48.2
FALSE,FALSE,FALSE,7363,(1 3),TRUE,FALSE,97.7782307,0.937806653,0.901824518,0.910374437,0.973603577,0.983884984,0.978686295,527.5,0.838333333,0.708333333,0.721269841,3.3,0.998255775,0.998833809,0.998542259,171.7,0.999630996,0.999260626,0.999444785,270.6,0.819099569,0.74355102,0.777095185,49.9,0.997916667,0.977083333,0.987208258,48.2
FALSE,FALSE,FALSE,7363,(1 3),FALSE,TRUE,97.7502282,0.917269227,0.891050405,0.896823073,0.973237617,0.984643278,0.978889705,527.5,0.71,0.65,0.64,3.3,0.998255775,0.998833809,0.998542259,171.7,0.999630996,0.998522619,0.999074415,270.6,0.824574307,0.745510204,0.781573041,49.9,0.997916667,0.968792517,0.982859017,48.2
FALSE,FALSE,TRUE,7363,(1 1),FALSE,FALSE,97.71284509,0.901403623,0.90165609,0.896776902,0.973979691,0.984075096,0.97897076,527.5,0.615,0.725,0.648333333,3.3,0.994281607,0.998833809,0.996531599,171.7,0.998899752,0.999260626,0.999077819,270.6,0.830342322,0.71522449,0.766126237,49.9,0.995918367,0.987542517,0.991621662,48.2
FALSE,FALSE,TRUE,7363,(1 1),TRUE,FALSE,97.84359017,0.944625347,0.896890483,0.911324546,0.973624479,0.985404448,0.979464196,527.5,0.868333333,0.675,0.719047619,3.3,0.997112684,0.997664219,0.997379341,171.7,0.999630996,0.999260626,0.999444785,270.6,0.831133924,0.757346939,0.790779661,49.9,0.997916667,0.966666667,0.981831673,48.2
FALSE,FALSE,TRUE,7363,(1 1),FALSE,TRUE,97.6754794,0.917112367,0.873171641,0.886175955,0.972347681,0.984454962,0.978339827,527.5,0.716666667,0.55,0.584761905,3.3,0.994823578,0.997667619,0.996228328,171.7,0.998161735,0.998890256,0.998523287,270.6,0.824798692,0.73922449,0.777281787,49.9,0.99587585,0.968792517,0.981920596,48.2
FALSE,FALSE,TRUE,7363,(1 2),FALSE,FALSE,97.97430042,0.90286724,0.894703268,0.891108574,0.972361207,0.990902622,0.981507559,527.5,0.548809524,0.691666667,0.591298701,3.3,0.995388972,0.999418605,0.9973896,171.7,0.999632353,0.999260626,0.999445466,270.6,0.901011386,0.699428571,0.783326598,49.9,1,0.987542517,0.993683518,48.2
FALSE,FALSE,TRUE,7363,(1 2),TRUE,FALSE,97.96494593,0.941516843,0.905493515,0.914806661,0.976890098,0.985024582,0.980927038,527.5,0.847857143,0.7,0.723888889,3.3,0.997680944,0.998249014,0.99795911,171.7,0.999264706,0.999260626,0.999260625,270.6,0.833702491,0.777510204,0.803762245,49.9,0.993705674,0.972916667,0.983042058,48.2
FALSE,FALSE,TRUE,7363,(1 2),FALSE,TRUE,97.75953914,0.924069438,0.894068518,0.900101595,0.973970512,0.98445604,0.979162748,527.5,0.751666667,0.666666667,0.66,3.3,0.996541489,0.998833809,0.997677706,171.7,0.999263349,0.998522619,0.998890253,270.6,0.827098758,0.751306122,0.785178431,49.9,0.99587585,0.96462585,0.97970043,48.2
TRUE,FALSE,FALSE,7363,(1 1),FALSE,FALSE,97.78755905,0.901989774,0.909565986,0.902742873,0.974876111,0.98407869,0.97943296,527.5,0.615,0.758333333,0.674603175,3.3,0.994281607,0.998833809,0.996531599,171.7,1,0.999260626,0.999629628,270.6,0.831862559,0.729346939,0.774638213,49.9,0.995918367,0.987542517,0.991621662,48.2
TRUE,FALSE,FALSE,7363,(1 1),TRUE,FALSE,97.70352544,0.941004222,0.895545333,0.908867225,0.972844429,0.983127767,0.977939875,527.5,0.868333333,0.675,0.719047619,3.3,0.997112684,0.997664219,0.997379341,171.7,0.999630996,0.999260626,0.999444785,270.6,0.812270559,0.749469388,0.777492611,49.9,0.995833333,0.96875,0.981899118,48.2
TRUE,FALSE,FALSE,7363,(1 1),FALSE,TRUE,97.61949183,0.911734321,0.862188505,0.878192605,0.9714206,0.984265568,0.977779747,527.5,0.693333333,0.491666667,0.54452381,3.3,0.994274847,0.998252414,0.996238339,171.7,0.999261983,0.998890256,0.999075096,270.6,0.814198498,0.733346939,0.769639748,49.9,0.997916667,0.966709184,0.981898892,48.2
TRUE,FALSE,TRUE,7363,(1 1),FALSE,FALSE,97.71284509,0.901403623,0.90165609,0.896776902,0.973979691,0.984075096,0.97897076,527.5,0.615,0.725,0.648333333,3.3,0.994281607,0.998833809,0.996531599,171.7,0.998899752,0.999260626,0.999077819,270.6,0.830342322,0.71522449,0.766126237,49.9,0.995918367,0.987542517,0.991621662,48.2
TRUE,FALSE,TRUE,7363,(1 1),TRUE,FALSE,97.84359017,0.944625347,0.896890483,0.911324546,0.973624479,0.985404448,0.979464196,527.5,0.868333333,0.675,0.719047619,3.3,0.997112684,0.997664219,0.997379341,171.7,0.999630996,0.999260626,0.999444785,270.6,0.831133924,0.757346939,0.790779661,49.9,0.997916667,0.966666667,0.981831673,48.2
TRUE,FALSE,TRUE,7363,(1 1),FALSE,TRUE,97.6754794,0.917112367,0.873171641,0.886175955,0.972347681,0.984454962,0.978339827,527.5,0.716666667,0.55,0.584761905,3.3,0.994823578,0.997667619,0.996228328,171.7,0.998161735,0.998890256,0.998523287,270.6,0.824798692,0.73922449,0.777281787,49.9,0.99587585,0.968792517,0.981920596,48.2
