Lower Case,Remove Stop Words,Stem,Test Size,Max Features,N-gram Range,TF,IDF,TFIDF,Accuracy,Functional-Method Precision,Functional-Method Recall,Functional-Method F1-Score,Functional-Method Support,Functional-Module Precision,Functional-Module Recall,Functional-Module F1-Score,Functional-Module Support,Functional-Inline Precision,Functional-Inline Recall,Functional-Inline F1-Score,Functional-Inline Support,Code Precision,Code Recall,Code F1-Score,Code Support,IDE Precision,IDE Recall,IDE F1-Score,IDE Support,General Precision,General Recall,General F1-Score,General Support,Notice Precision,Notice Recall,Notice F1-Score,Notice Support
True,False,False,0.35,1000,(1 1),False,False,True,94.21209858103062,0.96875,0.9379727685325264,0.9531129900076865,661,0.8256880733944955,0.7792207792207793,0.8017817371937639,231,0.8367346938775511,0.9341772151898734,0.882775119617225,395,0.3333333333333333,1.0,0.5,3,0.9837209302325581,1.0,0.9917936694021102,423,1.0,0.998589562764457,0.9992942836979535,709,0.8909090909090909,0.7368421052631579,0.8065843621399177,133
True,False,False,0.35,1000,(1 2),False,False,False,93.3159073935773,0.9609483960948396,0.9490358126721763,0.954954954954955,726,0.8127490039840638,0.7640449438202247,0.7876447876447876,267,0.8293269230769231,0.9102902374670184,0.8679245283018867,379,0.3333333333333333,0.5,0.4,6,0.9948849104859335,0.9974358974358974,0.996158770806658,390,0.9984894259818731,1.0,0.999244142101285,661,0.7818181818181819,0.6771653543307087,0.7257383966244725,127
True,False,False,0.35,1000,(1 2),True,False,False,93.35324869305451,0.9597615499254843,0.9526627218934911,0.9561989606533036,676,0.8347457627118644,0.7755905511811023,0.8040816326530612,254,0.8313817330210773,0.8830845771144279,0.856453558504222,402,0.6,0.6,0.6,10,0.9905437352245863,0.9976190476190476,0.9940688018979834,420,1.0,0.9985358711566618,0.9992673992673992,683,0.7241379310344828,0.7058823529411765,0.7148936170212766,119
True,False,False,0.35,1000,(1 2),False,False,True,93.98805078416729,0.9709923664122138,0.9478390461997019,0.9592760180995475,671,0.8358778625954199,0.7992700729927007,0.8171641791044776,274,0.8246445497630331,0.9329758713136729,0.8754716981132075,373,0.75,0.75,0.75,12,0.9886877828054299,0.997716894977169,0.9931818181818183,438,0.9984825493171472,0.9984825493171472,0.9984825493171472,659,0.8476190476190476,0.6846153846153846,0.7574468085106384,130
True,False,False,0.35,1000,(1 3),False,False,False,93.53995519044062,0.9601181683899557,0.9420289855072463,0.9509875640087784,690,0.8362068965517241,0.754863813229572,0.7934560327198362,257,0.8165938864628821,0.9234567901234568,0.8667439165701042,405,0.7222222222222222,0.8125,0.7647058823529411,16,0.9923273657289002,0.9974293059125964,0.9948717948717949,389,1.0,1.0,1.0,696,0.8297872340425532,0.6902654867256637,0.753623188405797,113
True,False,False,0.35,1000,(1 3),True,False,False,93.42793129200896,0.9465875370919882,0.9354838709677419,0.9410029498525073,682,0.8325991189427313,0.8042553191489362,0.8181818181818182,235,0.8383838383838383,0.9021739130434783,0.869109947643979,368,0.4,0.8571428571428571,0.5454545454545455,7,0.9866071428571429,0.9977426636568849,0.9921436588103254,443,0.9956772334293948,1.0,0.9978339350180505,691,0.8076923076923077,0.6461538461538462,0.717948717948718,130
True,False,False,0.35,1000,(1 3),False,False,True,93.98805078416729,0.9656862745098039,0.9456,0.9555375909458368,625,0.8766519823788547,0.7537878787878788,0.8105906313645622,264,0.7985948477751756,0.9368131868131868,0.8621997471554993,364,0.5,0.5,0.5,8,0.989406779661017,1.0,0.9946751863684772,467,1.0,1.0,1.0,715,0.8387096774193549,0.6964285714285714,0.7609756097560976,112
True,False,False,0.35,5000,(1 1),False,False,False,93.16654219566841,0.9592430858806404,0.950937950937951,0.955072463768116,693,0.8197424892703863,0.7346153846153847,0.7748478701825559,260,0.8138424821002387,0.9142091152815014,0.8611111111111112,373,0.2727272727272727,0.3,0.28571428571428564,10,0.9977064220183486,0.9977064220183486,0.9977064220183486,436,1.0,0.9984732824427481,0.9992360580595876,655,0.7604166666666666,0.6636363636363637,0.7087378640776699,110
True,False,False,0.35,5000,(1 1),True,False,False,94.58551157580284,0.9667170953101362,0.9494799405646359,0.9580209895052474,673,0.8347457627118644,0.7911646586345381,0.8123711340206186,249,0.849009900990099,0.9423076923076923,0.8932291666666666,364,0.5,0.625,0.5555555555555556,8,0.9865771812080537,1.0,0.9932432432432432,441,1.0,0.9985507246376811,0.9992748368382885,690,0.8787878787878788,0.725,0.7945205479452054,120
True,False,False,0.35,5000,(1 1),False,False,True,93.6519790888723,0.9676470588235294,0.9454022988505747,0.9563953488372093,696,0.8348214285714286,0.7362204724409449,0.7824267782426778,254,0.8132118451025057,0.9224806201550387,0.864406779661017,387,0.6363636363636364,0.7777777777777778,0.7000000000000001,9,0.9927884615384616,1.0,0.9963811821471652,413,1.0,0.9985228951255539,0.999260901699926,677,0.8070175438596491,0.7479674796747967,0.7763713080168777,123
True,False,False,0.35,5000,(1 2),False,False,False,93.20388349514563,0.9492753623188406,0.9520348837209303,0.9506531204644413,688,0.7920353982300885,0.7584745762711864,0.7748917748917749,236,0.828009828009828,0.8798955613577023,0.8531645569620253,383,0.5714285714285714,0.4,0.47058823529411764,10,0.9933628318584071,1.0,0.9966703662597115,449,1.0,1.0,1.0,672,0.7623762376237624,0.6695652173913044,0.712962962962963,115
True,False,False,0.35,5000,(1 2),True,False,False,94.10007468259896,0.9601769911504425,0.9531478770131772,0.9566495224099926,683,0.8264462809917356,0.7905138339920948,0.8080808080808081,253,0.8601398601398601,0.902200488997555,0.8806682577565633,409,0.42857142857142855,0.8571428571428571,0.5714285714285714,7,0.9977973568281938,0.9977973568281938,0.9977973568281938,454,0.9969088098918083,1.0,0.9984520123839009,645,0.8317757009345794,0.7478991596638656,0.7876106194690267,119
True,False,False,0.35,5000,(1 2),False,False,True,93.68932038834951,0.971342383107089,0.9540740740740741,0.9626307922272048,675,0.7955555555555556,0.7649572649572649,0.7799564270152505,234,0.8193548387096774,0.943069306930693,0.8768699654775605,404,0.8,0.6666666666666666,0.7272727272727272,12,0.9910313901345291,1.0,0.9954954954954954,442,1.0,1.0,1.0,669,0.8409090909090909,0.5736434108527132,0.6820276497695853,129
True,False,False,0.35,5000,(1 3),False,False,False,93.72666168782673,0.9752906976744186,0.9437412095639943,0.9592566118656183,711,0.8518518518518519,0.7796610169491526,0.8141592920353983,236,0.8004434589800443,0.9280205655526992,0.8595238095238095,389,0.5454545454545454,0.8571428571428571,0.6666666666666665,7,0.9948586118251928,1.0,0.9974226804123711,387,0.9985141158989599,1.0,0.9992565055762082,672,0.8108108108108109,0.6666666666666666,0.7317073170731707,135
True,False,False,0.35,5000,(1 3),True,False,False,93.83868558625839,0.9608695652173913,0.9525862068965517,0.9567099567099567,696,0.8443396226415094,0.7396694214876033,0.788546255506608,242,0.8302325581395349,0.9130434782608695,0.8696711327649209,391,0.6,0.6666666666666666,0.631578947368421,9,0.9836065573770492,1.0,0.9917355371900827,420,1.0,1.0,1.0,675,0.8141592920353983,0.7540983606557377,0.7829787234042553,122
True,False,False,0.35,5000,(1 3),False,False,True,94.24943988050785,0.9526627218934911,0.9526627218934911,0.9526627218934911,676,0.8577405857740585,0.7945736434108527,0.8249496981891349,258,0.8599033816425121,0.9151670951156813,0.8866749688667498,389,0.625,0.625,0.625,8,0.9976958525345622,0.9954022988505747,0.996547756041427,435,1.0,0.9985380116959064,0.9992684711046086,684,0.7719298245614035,0.7521367521367521,0.761904761904762,117
True,True,False,0.25,1000,(1 1),False,False,False,93.6519790888723,0.9651162790697675,0.9472182596291013,0.9560835133189346,701,0.8468085106382979,0.7865612648221344,0.8155737704918032,253,0.8086124401913876,0.9061662198391421,0.854614412136536,373,0.6666666666666666,0.75,0.7058823529411765,8,0.9885844748858448,0.9976958525345622,0.9931192660550459,434,0.9985119047619048,0.9985119047619048,0.9985119047619048,672,0.8,0.6942148760330579,0.743362831858407,121
True,True,False,0.25,1000,(1 1),True,False,False,93.68932038834951,0.9680851063829787,0.9326500732064422,0.9500372856077554,683,0.8201754385964912,0.8025751072961373,0.8112798264642083,233,0.8325892857142857,0.9142156862745098,0.8714953271028038,408,0.5714285714285714,0.8,0.6666666666666666,10,0.9886621315192744,1.0,0.9942987457240594,436,1.0,0.9984871406959153,0.9992429977289932,661,0.8090909090909091,0.7007874015748031,0.751054852320675,127
True,True,False,0.25,1000,(1 1),False,False,True,93.5026138909634,0.9521044992743106,0.9493487698986975,0.9507246376811594,691,0.8247863247863247,0.7509727626459144,0.7861507128309572,257,0.8498845265588915,0.92,0.8835534213685474,400,0.5833333333333334,0.7,0.6363636363636365,10,0.988009592326139,1.0,0.993968636911942,412,0.9985228951255539,0.9985228951255539,0.9985228951255539,677,0.7798165137614679,0.6910569105691057,0.7327586206896552,123
True,True,False,0.25,1000,(1 2),False,False,False,93.1292008961912,0.9540059347181009,0.946980854197349,0.950480413895048,679,0.8558139534883721,0.7389558232931727,0.7931034482758621,249,0.7935034802784223,0.9193548387096774,0.8518057285180574,372,0.5,0.8333333333333334,0.625,6,0.9882352941176471,0.997624703087886,0.9929078014184397,421,0.9985955056179775,0.9985955056179775,0.9985955056179775,712,0.8053097345132744,0.6546762589928058,0.7222222222222223,139
True,True,False,0.25,1000,(1 2),True,False,False,93.61463778939508,0.9576023391812866,0.9562043795620438,0.9569028487947407,685,0.8619246861924686,0.7573529411764706,0.8062622309197651,272,0.8048780487804879,0.9041095890410958,0.8516129032258065,365,0.38461538461538464,0.8333333333333334,0.5263157894736842,6,0.9977426636568849,1.0,0.9988700564971752,442,1.0,1.0,1.0,666,0.782608695652174,0.6545454545454545,0.7128712871287128,110
