Lower Case,Remove Stop Words,Stem,Max Features,N-gram Range,TF,TFIDF,Accuracy,Functional Precision,Functional Recall,Functional F1-Score,Functional Support,Code Precision,Code Recall,Code F1-Score,Code Support,IDE Precision,IDE Recall,IDE F1-Score,IDE Support,General Precision,General Recall,General F1-Score,General Support,Notice Precision,Notice Recall,Notice F1-Score,Notice Support,ToDo Precision,ToDo Recall,ToDo F1-Score,ToDo Support
TRUE,TRUE,FALSE,5000,(1-3),TRUE,FALSE,90.09516493,0.978009089,0.841948679,0.904849481,527.5,0.358571429,0.383333333,0.350793651,3.3,0.99609138,0.997451299,0.996746918,171.7,1,0.972126616,0.985840286,270.6,0.386857477,0.79724603,0.519541166,49.9,0.602079364,0.939192816,0.732762356,48.2
TRUE,TRUE,TRUE,1000,(1-1),FALSE,FALSE,95.48167775,0.964014673,0.951275402,0.957584136,527.5,0.608333333,0.348333333,0.416904762,3.3,0.997122173,0.995303252,0.996204801,171.7,1,0.983685009,0.991767007,270.6,0.641818401,0.74426948,0.687213399,49.9,0.858308929,0.945096783,0.898788489,48.2
TRUE,TRUE,TRUE,1000,(1-1),TRUE,TRUE,95.48167775,0.964014673,0.951275402,0.957584136,527.5,0.608333333,0.348333333,0.416904762,3.3,0.997122173,0.995303252,0.996204801,171.7,1,0.983685009,0.991767007,270.6,0.641818401,0.74426948,0.687213399,49.9,0.858308929,0.945096783,0.898788489,48.2
TRUE,TRUE,TRUE,1000,(1-1),FALSE,TRUE,95.48167775,0.964014673,0.951275402,0.957584136,527.5,0.608333333,0.348333333,0.416904762,3.3,0.997122173,0.995303252,0.996204801,171.7,1,0.983685009,0.991767007,270.6,0.641818401,0.74426948,0.687213399,49.9,0.858308929,0.945096783,0.898788489,48.2
TRUE,TRUE,TRUE,1000,(1-1),TRUE,FALSE,95.48167775,0.964014673,0.951275402,0.957584136,527.5,0.608333333,0.348333333,0.416904762,3.3,0.997122173,0.995303252,0.996204801,171.7,1,0.983685009,0.991767007,270.6,0.641818401,0.74426948,0.687213399,49.9,0.858308929,0.945096783,0.898788489,48.2
TRUE,TRUE,TRUE,1000,(1-2),FALSE,FALSE,87.03317272,0.977696201,0.780530891,0.867907386,527.5,0.508333333,0.493333333,0.483354978,3.3,0.997127924,0.997535678,0.997324127,171.7,1,0.960020393,0.979581278,270.6,0.34191386,0.830350824,0.482984345,49.9,0.494354922,0.965445037,0.652954288,48.2
TRUE,TRUE,TRUE,1000,(1-2),TRUE,TRUE,87.03317272,0.977696201,0.780530891,0.867907386,527.5,0.508333333,0.493333333,0.483354978,3.3,0.997127924,0.997535678,0.997324127,171.7,1,0.960020393,0.979581278,270.6,0.34191386,0.830350824,0.482984345,49.9,0.494354922,0.965445037,0.652954288,48.2
TRUE,TRUE,TRUE,1000,(1-2),FALSE,TRUE,87.03317272,0.977696201,0.780530891,0.867907386,527.5,0.508333333,0.493333333,0.483354978,3.3,0.997127924,0.997535678,0.997324127,171.7,1,0.960020393,0.979581278,270.6,0.34191386,0.830350824,0.482984345,49.9,0.494354922,0.965445037,0.652954288,48.2
TRUE,TRUE,TRUE,1000,(1-2),TRUE,FALSE,87.03317272,0.977696201,0.780530891,0.867907386,527.5,0.508333333,0.493333333,0.483354978,3.3,0.997127924,0.997535678,0.997324127,171.7,1,0.960020393,0.979581278,270.6,0.34191386,0.830350824,0.482984345,49.9,0.494354922,0.965445037,0.652954288,48.2
TRUE,TRUE,TRUE,1000,(1-3),FALSE,FALSE,81.14263243,0.990381357,0.689237323,0.812614336,527.5,0.300416667,0.493333333,0.348095238,3.3,0.99597812,0.998100649,0.997029253,171.7,1,0.895930959,0.945000801,270.6,0.246723539,0.858585398,0.382283309,49.9,0.437223055,0.973076802,0.602065123,48.2
TRUE,TRUE,TRUE,1000,(1-3),TRUE,TRUE,81.14263243,0.990381357,0.689237323,0.812614336,527.5,0.300416667,0.493333333,0.348095238,3.3,0.99597812,0.998100649,0.997029253,171.7,1,0.895930959,0.945000801,270.6,0.246723539,0.858585398,0.382283309,49.9,0.437223055,0.973076802,0.602065123,48.2
TRUE,TRUE,TRUE,1000,(1-3),FALSE,TRUE,81.14263243,0.990381357,0.689237323,0.812614336,527.5,0.300416667,0.493333333,0.348095238,3.3,0.99597812,0.998100649,0.997029253,171.7,1,0.895930959,0.945000801,270.6,0.246723539,0.858585398,0.382283309,49.9,0.437223055,0.973076802,0.602065123,48.2
TRUE,TRUE,TRUE,1000,(1-3),TRUE,FALSE,81.14263243,0.990381357,0.689237323,0.812614336,527.5,0.300416667,0.493333333,0.348095238,3.3,0.99597812,0.998100649,0.997029253,171.7,1,0.895930959,0.945000801,270.6,0.246723539,0.858585398,0.382283309,49.9,0.437223055,0.973076802,0.602065123,48.2
TRUE,TRUE,TRUE,5000,(1-1),FALSE,FALSE,94.96813029,0.964927642,0.944795941,0.954718848,527.5,0.429166667,0.526666667,0.457399267,3.3,0.999350649,0.992404977,0.995862523,171.7,1,0.992380693,0.996170155,270.6,0.656543903,0.680957936,0.666839463,49.9,0.737334578,0.910478126,0.814009402,48.2
TRUE,TRUE,TRUE,5000,(1-1),TRUE,TRUE,94.96813029,0.964927642,0.944795941,0.954718848,527.5,0.429166667,0.526666667,0.457399267,3.3,0.999350649,0.992404977,0.995862523,171.7,1,0.992380693,0.996170155,270.6,0.656543903,0.680957936,0.666839463,49.9,0.737334578,0.910478126,0.814009402,48.2
TRUE,TRUE,TRUE,5000,(1-1),FALSE,TRUE,94.96813029,0.964927642,0.944795941,0.954718848,527.5,0.429166667,0.526666667,0.457399267,3.3,0.999350649,0.992404977,0.995862523,171.7,1,0.992380693,0.996170155,270.6,0.656543903,0.680957936,0.666839463,49.9,0.737334578,0.910478126,0.814009402,48.2
TRUE,TRUE,TRUE,5000,(1-1),TRUE,FALSE,94.96813029,0.964927642,0.944795941,0.954718848,527.5,0.429166667,0.526666667,0.457399267,3.3,0.999350649,0.992404977,0.995862523,171.7,1,0.992380693,0.996170155,270.6,0.656543903,0.680957936,0.666839463,49.9,0.737334578,0.910478126,0.814009402,48.2
TRUE,TRUE,TRUE,5000,(1-2),FALSE,FALSE,93.18510738,0.969376012,0.901040134,0.933920137,527.5,0.633333333,0.383333333,0.46547619,3.3,0.998810109,0.996423708,0.997611359,171.7,1,0.992392295,0.99617663,270.6,0.551956657,0.729877742,0.627594995,49.9,0.620264961,0.940871376,0.746752393,48.2
TRUE,TRUE,TRUE,5000,(1-2),TRUE,TRUE,93.18510738,0.969376012,0.901040134,0.933920137,527.5,0.633333333,0.383333333,0.46547619,3.3,0.998810109,0.996423708,0.997611359,171.7,1,0.992392295,0.99617663,270.6,0.551956657,0.729877742,0.627594995,49.9,0.620264961,0.940871376,0.746752393,48.2
TRUE,TRUE,TRUE,5000,(1-2),FALSE,TRUE,93.18510738,0.969376012,0.901040134,0.933920137,527.5,0.633333333,0.383333333,0.46547619,3.3,0.998810109,0.996423708,0.997611359,171.7,1,0.992392295,0.99617663,270.6,0.551956657,0.729877742,0.627594995,49.9,0.620264961,0.940871376,0.746752393,48.2
TRUE,TRUE,TRUE,5000,(1-2),TRUE,FALSE,93.18510738,0.969376012,0.901040134,0.933920137,527.5,0.633333333,0.383333333,0.46547619,3.3,0.998810109,0.996423708,0.997611359,171.7,1,0.992392295,0.99617663,270.6,0.551956657,0.729877742,0.627594995,49.9,0.620264961,0.940871376,0.746752393,48.2
TRUE,TRUE,TRUE,5000,(1-3),FALSE,FALSE,89.66575561,0.980292905,0.830045286,0.89885906,527.5,0.383571429,0.383333333,0.359126984,3.3,0.996627223,0.998100649,0.997347204,171.7,1,0.972126616,0.985840286,270.6,0.389127914,0.820718564,0.526993134,49.9,0.567998849,0.947861896,0.709345495,48.2
TRUE,TRUE,TRUE,5000,(1-3),TRUE,TRUE,89.66575561,0.980292905,0.830045286,0.89885906,527.5,0.383571429,0.383333333,0.359126984,3.3,0.996627223,0.998100649,0.997347204,171.7,1,0.972126616,0.985840286,270.6,0.389127914,0.820718564,0.526993134,49.9,0.567998849,0.947861896,0.709345495,48.2
TRUE,TRUE,TRUE,5000,(1-3),FALSE,TRUE,89.66575561,0.980292905,0.830045286,0.89885906,527.5,0.383571429,0.383333333,0.359126984,3.3,0.996627223,0.998100649,0.997347204,171.7,1,0.972126616,0.985840286,270.6,0.389127914,0.820718564,0.526993134,49.9,0.567998849,0.947861896,0.709345495,48.2
TRUE,TRUE,TRUE,5000,(1-3),TRUE,FALSE,89.66575561,0.980292905,0.830045286,0.89885906,527.5,0.383571429,0.383333333,0.359126984,3.3,0.996627223,0.998100649,0.997347204,171.7,1,0.972126616,0.985840286,270.6,0.389127914,0.820718564,0.526993134,49.9,0.567998849,0.947861896,0.709345495,48.2
