Lower Case,Remove Stop Words,Stem,Max Features,N-gram Range,TF,TFIDF, alpha, F1score, accu ,Functional-Method Precision,Functional-Method Recall,Functional-Method F1-Score,Functional-Method Support,Functional-Module Precision,Functional-Module Recall,Functional-Module F1-Score,Functional-Module Support,Functional-Inline Precision,Functional-Inline Recall,Functional-Inline F1-Score,Functional-Inline Support,Code Precision,Code Recall,Code F1-Score,Code Support,IDE Precision,IDE Recall,IDE F1-Score,IDE Support,General Precision,General Recall,General F1-Score,General Support,Notice Precision,Notice Recall,Notice F1-Score,Notice Support,ToDo Precision,ToDo Recall,ToDo F1-Score,ToDo-Support
True,False,False,5000,"(1, 1)",True,False,-1,80.2160512991589,91.6166715442396,0.8587022575168037,0.9700118281144119,0.9107704266454615,274.7,0.8333535923709251,0.8044663984558168,0.817833672427654,98.8,0.9268025985764627,0.71961705437687,0.8091073102535606,154.0,0.3,0.15,0.2,3.3,0.9736272999474677,0.9981669901327723,0.9857149480896752,171.7,0.9941728804749802,0.9970938893631576,0.9956079010420738,270.6,0.7463649325226297,0.7570909648255367,0.7498306213284487,49.9,0.9538813966880518,0.9433203626145954,0.9484192241458385,48.2
True,False,False,5000,"(1, 1)",False,True,-1,80.68614712642369,90.37511148738102,0.8312798863183252,0.9611027597734093,0.8912011470275726,274.7,0.8409764225947258,0.7484121120685755,0.7910508273567841,98.8,0.8858537937126301,0.707574569038825,0.7856099630971064,154.0,0.6,0.255,0.35428571428571426,3.3,0.9736540954392323,0.9963520989428811,0.9848491782897085,171.7,0.9952731523291185,0.9960945274961628,0.9956574235521571,270.6,0.7392693411052502,0.7224998585968885,0.7283220741240932,49.9,0.940732202889833,0.9088930679366983,0.9239154423807593,48.2
True,False,False,5000,"(1, 2)",False,False,-1,83.86648710601521,91.64470016862467,0.9190394090976305,0.9439573230709699,0.9311154380222849,274.7,0.7969997243461624,0.8626647387568328,0.8270269959532774,98.8,0.9329150525262007,0.6916496024363993,0.7937945286155867,154.0,0.6333333333333334,0.5216666666666667,0.5470995670995671,3.3,0.9971542895980129,0.9981669901327723,0.9976544109436866,171.7,0.9892360637755029,0.9985488404226922,0.9937657420183665,270.6,0.5976765672525872,0.8305585364149335,0.6935535566809592,49.9,0.8972349449099773,0.9565922551073536,0.9253087291474875,48.2
True,False,False,5000,"(1, 2)",True,False,-1,82.55303612824784,92.2048807085023,0.8959291295690944,0.9636629074051355,0.9283488086022663,274.7,0.8234257308894308,0.8572507812580283,0.8387617871795687,98.8,0.9309334868589383,0.7101323121663008,0.8051112103605078,154.0,0.7,0.2533333333333333,0.36214285714285716,3.3,0.9988130149420471,0.9981669901327723,0.9984875159030313,171.7,0.9895986657224777,0.9989009530987485,0.9941382019091514,270.6,0.6635794961457753,0.8293709669122474,0.7351831768464188,49.9,0.9456711706854369,0.9388610769368331,0.9420693323160261,48.2
True,False,False,5000,"(1, 2)",False,True,-1,80.35192124365747,91.71005964574886,0.876920271310514,0.9639890473808318,0.9182424628273249,274.7,0.8407073892677752,0.8212013762691461,0.8299823672230957,98.8,0.91114100836555,0.7277528680045601,0.8083905637917154,154.0,0.45999999999999996,0.18333333333333332,0.23038461538461535,3.3,0.9988130149420471,0.9981669901327723,0.9984875159030313,171.7,0.9895749440566897,0.9956635430268062,0.99249298186097,270.6,0.676443964253375,0.7810878441744109,0.7224305754911483,49.9,0.942964164725217,0.9139657957279029,0.9277426170106974,48.2
True,False,False,5000,"(1, 3)",False,False,-1,82.39617297006887,90.73917875607955,0.9181328004947318,0.9253102379878021,0.9214418583659123,274.7,0.764617413179919,0.8590899264074284,0.8076011687526181,98.8,0.9419134758217524,0.6603975852209352,0.7755404461577305,154.0,0.5530952380952381,0.5216666666666667,0.5083333333333332,3.3,0.9976963353124344,0.9981669901327723,0.99792616814144,171.7,0.9892224128461695,0.9981642250380769,0.9935905634203237,270.6,0.5583436532109955,0.8476806480147129,0.6716941111875556,49.9,0.8791946180363539,0.9570562746036136,0.9155661882465965,48.2
True,False,False,5000,"(1, 3)",True,False,-1,79.24771286375451,91.43006083030227,0.8956272957880325,0.9581420460413543,0.9256351611362804,274.7,0.7945278924128398,0.8589932570581142,0.8240087745645976,98.8,0.923327899381255,0.6993292413117487,0.7953645928225405,154.0,0.335,0.13833333333333334,0.1641941391941392,3.3,0.9971281534942525,0.9981669901327723,0.9976412678565397,171.7,0.9894335136836563,0.9852044796871278,0.9872233799318664,270.6,0.6563186894581351,0.8127095580338274,0.7235833450378405,49.9,0.9131244433179105,0.9322357452454636,0.9221663685565564,48.2
True,False,False,5000,"(1, 3)",False,True,-1,79.33871833627674,91.42074118204496,0.8886742206271954,0.9567638139386838,0.921242669285492,274.7,0.8135789944430677,0.833809457852235,0.821794971795731,98.8,0.9005429057694038,0.7189181945622847,0.7989298143519487,154.0,0.1383333333333333,0.15833333333333333,0.13993006993006993,3.3,0.9988130149420471,0.9987919901327722,0.9988009955268555,171.7,0.9879278892264448,0.9852044796871278,0.986465807478592,270.6,0.6823729231328727,0.8132757580356303,0.7404563233941086,49.9,0.956876032117189,0.922998485126128,0.9394768151393423,48.2
True,False,True,1000,"(1, 1)",False,False,-1,82.16711403378137,90.02032902713324,0.8877027254373943,0.9152786866789431,0.9010354393320877,274.7,0.7249099003506383,0.8268731668795051,0.7702701382378975,98.8,0.8984989439809864,0.6618184591472145,0.7615652972979071,154.0,0.52,0.5416666666666667,0.5090043290043289,3.3,0.9954386311268768,0.9981669901327723,0.9967956803173479,171.7,0.9873370926904196,0.9973380122639632,0.9922363947076882,270.6,0.6426527120897872,0.7892461447234712,0.7055336232049239,49.9,0.9028170833009899,0.974896284430914,0.9369282206003284,48.2
True,False,True,1000,"(1, 1)",True,False,-1,81.4151310118855,90.37509406747772,0.8383144616138731,0.9577673517601525,0.8939235314665958,274.7,0.7826170278774074,0.789418147952354,0.7844761040774928,98.8,0.9081570850285777,0.65805188473367,0.7622161967180703,154.0,0.6083333333333334,0.3183333333333333,0.39555555555555555,3.3,0.996549742237988,0.9981669901327723,0.9973494978384421,171.7,0.9888490029621171,0.9985359895950989,0.9935789867484172,270.6,0.7245264897453971,0.7418452829410637,0.7305120738605961,49.9,0.9532004803012312,0.9584045376058722,0.955598534685671,48.2
