Lower Case,Remove Stop Words,Stem,Max Features,N-gram Range,TF,TFIDF, alpha, F1score, accu ,Functional Precision,Functional Recall,Functional F1-Score,Functional Support,Code Precision,Code Recall,Code F1-Score,Code Support,IDE Precision,IDE Recall,IDE F1-Score,IDE Support,General Precision,General Recall,General F1-Score,General Support,Notice Precision,Notice Recall,Notice F1-Score,Notice Support,ToDo Precision,ToDo Recall,ToDo F1-Score,ToDo-Support
<_io.TextIOWrapper name='outputNBGridSearchFunctional.csv' mode='w' encoding='cp1252'>,True,False,False,1000,'(1, 1)',False,False,-1,83.24320667060798,94.66010284710899,0.9861743077843137,0.9136732445308944,0.9485136810884931,527.5,0.5033333333333333,0.5416666666666667,0.5025757575757576,3.3,0.996549742237988,0.9981669901327723,0.99735122286863,171.7,0.9946851616922651,0.9981927131186641,0.9964286019489652,270.6,0.5098239025013646,0.8344737145566453,0.6319369539837051,49.9,0.8672068908532033,0.9753706030891948,0.9177861827709275,48.2
<_io.TextIOWrapper name='outputNBGridSearchFunctional.csv' mode='w' encoding='cp1252'>,True,False,False,1000,'(1, 1)',True,False,-1,83.6171660676267,96.97523412350014,0.9599351038983663,0.9847635297157048,0.9721506346466008,527.5,0.625,0.31333333333333335,0.3866666666666666,3.3,0.9965454981160967,0.9975176394834216,0.9970216497907243,171.7,0.9962923121251215,0.9985359895950989,0.9974100088196417,270.6,0.8054547428740977,0.6313876275876351,0.7054603259100573,49.9,0.9764233053286931,0.9412424493354624,0.9583206782239104,48.2
<_io.TextIOWrapper name='outputNBGridSearchFunctional.csv' mode='w' encoding='cp1252'>,True,False,False,1000,'(1, 1)',False,True,-1,82.9390653682544,96.69514820853712,0.9564351801727138,0.9845838375129592,0.970237776079885,527.5,0.61,0.31333333333333335,0.37038461538461537,3.3,0.9965365740168666,0.9957871271914687,0.9961519260580463,171.7,0.9939858788166152,0.9956635430268062,0.9948057081921924,270.6,0.814845604845605,0.6311991536314874,0.7057597045171187,49.9,0.9718071307574414,0.9088536880992555,0.9390041918634063,48.2
<_io.TextIOWrapper name='outputNBGridSearchFunctional.csv' mode='w' encoding='cp1252'>,True,False,False,1000,'(1, 2)',False,False,-1,81.65175825558339,93.64258887634657,0.9895111724966987,0.88967648387243,0.9368911522027383,527.5,0.43499999999999994,0.5416666666666667,0.46963924963924963,3.3,0.9953967650981687,0.9981669901327723,0.996771342421577,171.7,0.9929872514731383,0.9985163377141333,0.995737735106849,270.6,0.4707505360158975,0.8773046200159019,0.6114250560071598,49.9,0.8268518885589728,0.9619534871666989,0.88864095995743,48.2
<_io.TextIOWrapper name='outputNBGridSearchFunctional.csv' mode='w' encoding='cp1252'>,True,False,False,1000,'(1, 2)',True,False,-1,77.47517171736466,96.39650138662431,0.9666495183302638,0.9748535878046658,0.9707080418015547,527.5,0.02909090909090909,0.05333333333333333,0.034285714285714294,3.3,0.9959815604198059,0.9981669901327723,0.9970645975535419,171.7,0.9966076964210359,0.9855694431907773,0.9910435761895287,270.6,0.719056597270802,0.6938619303390055,0.7048539144893763,49.9,0.9561507638812221,0.9458858477830218,0.950554458722164,48.2
<_io.TextIOWrapper name='outputNBGridSearchFunctional.csv' mode='w' encoding='cp1252'>,True,False,False,1000,'(1, 2)',False,True,-1,77.43289001988005,96.47116309210251,0.9667343164644752,0.9767805756636945,0.9717015855510626,527.5,0.025,0.02,0.022222222222222223,3.3,0.9959815604198059,0.9981669901327723,0.9970645975535419,171.7,0.9947749938166206,0.9852044796871278,0.9899504597081605,270.6,0.7523541957732589,0.697047103508562,0.7223556969747145,49.9,0.9445065846960023,0.941693499774636,0.9426788391831007,48.2
<_io.TextIOWrapper name='outputNBGridSearchFunctional.csv' mode='w' encoding='cp1252'>,True,False,False,1000,'(1, 3)',False,False,-1,79.34789596753885,92.44768803043605,0.9913568605040914,0.8648458103045431,0.9237338414816538,527.5,0.38166666666666665,0.42666666666666664,0.395981240981241,3.3,0.9953967650981687,0.9981669901327723,0.996771342421577,171.7,0.9940427557290631,0.9985163377141333,0.9962682149084563,270.6,0.41675393546734263,0.8935683064327469,0.5668786186397152,49.9,0.8152291807285268,0.9602632355943719,0.8812404996196864,48.2
<_io.TextIOWrapper name='outputNBGridSearchFunctional.csv' mode='w' encoding='cp1252'>,True,False,False,1000,'(1, 3)',True,False,-1,78.00964159715927,96.34048768761235,0.9704899848647539,0.9704912840562467,0.9704626833203969,527.5,0.06742424242424241,0.07833333333333332,0.06507936507936508,3.3,0.995422901201929,0.9981669901327723,0.996784485508724,171.7,0.9969610924209888,0.9848523670110714,0.9908558395227022,270.6,0.7013759085197689,0.7252501671469386,0.7119564783299804,49.9,0.9419610356963297,0.9494734949367066,0.9454396440683881,48.2
<_io.TextIOWrapper name='outputNBGridSearchFunctional.csv' mode='w' encoding='cp1252'>,True,False,False,1000,'(1, 3)',False,True,-1,77.02589350236549,96.40586458463983,0.9669875807000571,0.9754945234002811,0.9711728376664185,527.5,0.0,0.0,0.0,3.3,0.9959815604198059,0.9981669901327723,0.9970645975535419,171.7,0.995392780090603,0.9833599341301384,0.9893223831240497,270.6,0.7493416424078356,0.7063017452367556,0.7255050967352695,49.9,0.9349906590361317,0.9433634900594445,0.9384886950626494,48.2
<_io.TextIOWrapper name='outputNBGridSearchFunctional.csv' mode='w' encoding='cp1252'>,True,False,False,5000,'(1, 1)',False,False,-1,80.00048418273975,94.80019370932452,0.9747144953909098,0.9386600867459152,0.9562612576312682,527.5,0.5,0.21833333333333332,0.2983333333333333,3.3,0.9282329166139498,0.9981669901327723,0.9618797289845146,171.7,0.9943493260483681,0.9859629077860296,0.9901222606692006,270.6,0.6054361462537718,0.7935076842923643,0.6840081321563186,49.9,0.9528229276811407,0.8716471258259381,0.9094243381897492,48.2
